movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
6.08	4.511	1.47	0.04279141104294479	AY	1.0	dot_pattern_expectancy	71.0	AY	s358	False
10.152	8.652	1.47	-0.026208588957055214	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
14.399	12.793	1.47	0.0797914110429448	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
18.364	16.799	1.47	0.038791411042944784	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
22.37	20.805	1.47	0.038791411042944784	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
26.569	25.218	1.47	-0.1752085889570552	BX	1.0	dot_pattern_expectancy	71.0	BX	s358	False
30.745	29.359	1.47	-0.1402085889570552	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
35.435	33.908	1.47	0.0007914110429447874	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
39.705	38.186	1.47	-0.007208588957055213	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
43.871	42.192	1.47	0.15279141104294477	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
48.507	46.879	1.47	0.10179141104294478	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
52.684	50.885	1.47	0.2727914110429448	BX	1.0	dot_pattern_expectancy	71.0	BX	s358	False
58.812	57.066	1.47	0.21979141104294478	BY	1.0	dot_pattern_expectancy	71.0	BY	s358	False
62.976	61.208	1.47	0.2417914110429448	BY	1.0	dot_pattern_expectancy	71.0	BY	s358	False
67.068	65.348	1.47	0.19379141104294478	BX	1.0	dot_pattern_expectancy	71.0	BX	s358	False
70.844	69.356	1.47	-0.038208588957055215	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
75.36	73.77	1.47	0.06379141104294479	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
79.629	77.913	1.47	0.18979141104294478	BX	1.0	dot_pattern_expectancy	71.0	BX	s358	False
83.569	81.918	1.47	0.12479141104294479	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
87.976	86.332	1.47	0.11779141104294479	BY	1.0	dot_pattern_expectancy	71.0	BY	s358	False
92.482	91.019	1.47	-0.06320858895705521	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
97.454	95.297	1.47	0.6307914110429448	AX	1.0	dot_pattern_expectancy	89.0	AX	s358	False
