onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.513	0.639	-0.09919791666666664	congruent	1.0	stroop	89	red	red	congruent	s613	False
5.791	0.639	-0.14319791666666662	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
7.794	0.639	-0.17919791666666662	congruent	1.0	stroop	89	red	red	congruent	s613	False
10.207	0.639	-0.06119791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
12.209	0.639	-0.14519791666666662	congruent	1.0	stroop	82	green	green	congruent	s613	False
14.347	0.639	-0.23619791666666662	congruent	1.0	stroop	82	green	green	congruent	s613	False
16.352	0.639	0.5948020833333334	congruent	0.0	stroop	89	blue	blue	congruent	s613	True
18.356	0.639	-0.020197916666666628	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
20.357	0.639	-0.12919791666666663	congruent	1.0	stroop	89	red	red	congruent	s613	False
22.634	0.639	-0.24019791666666662	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
24.639	0.639	0.37380208333333337	incongruent	1.0	stroop	82	green	red	incongruent	s613	False
26.912	0.639	0.05580208333333337	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
29.189	0.639	-0.26919791666666665	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
31.192	0.639	-0.19419791666666664	congruent	1.0	stroop	82	green	green	congruent	s613	False
33.878	0.639	-0.3421979166666666	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
35.883	0.639	0.02380208333333337	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
38.157	0.639	-0.18819791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
40.16	0.639	-0.13819791666666664	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
42.166	0.639	0.16480208333333338	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
44.441	0.639	-0.23919791666666662	congruent	1.0	stroop	89	red	red	congruent	s613	False
46.582	0.639	-0.13619791666666664	congruent	1.0	stroop	89	red	red	congruent	s613	False
49.129	0.639	-0.3421979166666666	incongruent	1.0	stroop	89	red	blue	incongruent	s613	False
51.543	0.639	0.01780208333333337	incongruent	1.0	stroop	82	green	red	incongruent	s613	False
53.548	0.639	0.25080208333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s613	False
55.553	0.639	0.18480208333333337	incongruent	0.0	stroop	71	red	blue	incongruent	s613	True
57.555	0.639	-0.2981979166666666	congruent	1.0	stroop	89	red	red	congruent	s613	False
60.1	0.639	-0.12419791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
62.242	0.639	-0.00819791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
64.247	0.639	0.31080208333333337	congruent	0.0	stroop	71	red	red	congruent	s613	True
66.252	0.639	-0.04419791666666663	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
68.53	0.639	0.5588020833333334	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
70.535	0.639	-0.12419791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
72.538	0.639	0.08680208333333338	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
74.679	0.639	-0.01819791666666663	incongruent	0.0	stroop	89	blue	red	incongruent	s613	True
76.683	0.639	-0.20319791666666662	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
78.958	0.639	-0.15019791666666663	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
81.098	0.639	0.015802083333333373	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
83.512	0.639	-0.14319791666666662	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
85.517	0.639	-0.09819791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
87.523	0.639	0.2668020833333334	incongruent	0.0	stroop	89	green	red	incongruent	s613	True
90.345	0.639	0.03580208333333337	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
92.35	0.639	0.14080208333333338	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
94.353	0.639	-0.027197916666666627	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
96.494	0.639	-0.13919791666666662	congruent	1.0	stroop	89	red	red	congruent	s613	False
98.499	0.639	-0.24619791666666663	incongruent	1.0	stroop	89	red	blue	incongruent	s613	False
100.505	0.639	-0.26019791666666664	congruent	1.0	stroop	89	red	red	congruent	s613	False
102.51	0.639	-0.11719791666666662	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
104.516	0.639	-0.25519791666666664	congruent	0.0	stroop	71	red	red	congruent	s613	True
106.522	0.639	0.04380208333333337	incongruent	0.0	stroop	71	red	blue	incongruent	s613	True
108.527	0.639	-0.04519791666666663	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
110.532	0.639	-0.07019791666666662	incongruent	1.0	stroop	89	red	blue	incongruent	s613	False
112.809	0.639	0.06680208333333337	incongruent	1.0	stroop	82	green	red	incongruent	s613	False
114.812	0.639	0.23880208333333336	congruent	1.0	stroop	89	red	red	congruent	s613	False
116.952	0.639	-0.21219791666666662	congruent	1.0	stroop	89	red	red	congruent	s613	False
118.956	0.639	-0.7411979166666667	congruent	0.0	stroop	-1	green	green	congruent	s613	True
121.093	0.639	0.06480208333333337	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
123.098	0.639	0.42680208333333336	congruent	1.0	stroop	89	red	red	congruent	s613	False
125.103	0.639	0.17780208333333336	incongruent	0.0	stroop	89	blue	red	incongruent	s613	True
127.108	0.639	0.09380208333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s613	False
129.382	0.639	0.0038020833333333713	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
131.384	0.639	0.4548020833333334	incongruent	1.0	stroop	82	green	red	incongruent	s613	False
133.522	0.639	0.35180208333333335	congruent	1.0	stroop	89	red	red	congruent	s613	False
135.935	0.639	0.3278020833333334	incongruent	0.0	stroop	82	red	green	incongruent	s613	True
138.21	0.639	-0.09119791666666663	congruent	1.0	stroop	89	red	red	congruent	s613	False
140.896	0.639	-0.18819791666666663	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
142.898	0.639	0.5948020833333334	congruent	1.0	stroop	82	green	green	congruent	s613	False
145.309	0.639	0.11080208333333337	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
147.448	0.639	0.21180208333333336	incongruent	1.0	stroop	89	red	blue	incongruent	s613	False
150.133	0.639	0.29980208333333336	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
152.137	0.639	-0.16919791666666664	incongruent	1.0	stroop	71	blue	red	incongruent	s613	False
154.278	0.639	-0.3611979166666666	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
157.233	0.639	0.43780208333333337	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
159.238	0.639	-0.028197916666666628	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
161.516	0.639	0.21880208333333337	incongruent	1.0	stroop	82	green	blue	incongruent	s613	False
163.521	0.639	-0.20619791666666662	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
165.526	0.639	-0.07919791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
167.532	0.639	0.05080208333333337	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
169.535	0.639	-0.03219791666666663	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
171.676	0.639	-0.04719791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
173.681	0.639	0.19780208333333338	incongruent	0.0	stroop	89	green	red	incongruent	s613	True
175.684	0.639	0.05880208333333337	congruent	1.0	stroop	82	green	green	congruent	s613	False
177.826	0.639	-0.09919791666666664	incongruent	1.0	stroop	71	blue	red	incongruent	s613	False
179.83	0.639	0.07380208333333337	incongruent	1.0	stroop	89	red	blue	incongruent	s613	False
181.834	0.639	-0.01019791666666663	incongruent	1.0	stroop	89	red	green	incongruent	s613	False
183.972	0.639	-0.14219791666666662	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
186.109	0.639	0.09780208333333337	congruent	1.0	stroop	71	blue	blue	congruent	s613	False
188.384	0.639	-0.20519791666666662	incongruent	1.0	stroop	71	blue	red	incongruent	s613	False
191.069	0.639	-0.18419791666666663	congruent	1.0	stroop	82	green	green	congruent	s613	False
193.075	0.639	-0.034197916666666626	congruent	1.0	stroop	82	green	green	congruent	s613	False
195.08	0.639	-0.11519791666666662	incongruent	1.0	stroop	82	green	red	incongruent	s613	False
197.357	0.639	-0.05919791666666663	incongruent	1.0	stroop	89	red	blue	incongruent	s613	False
199.363	0.639	-0.04019791666666663	congruent	1.0	stroop	89	red	red	congruent	s613	False
201.368	0.639	0.04780208333333337	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
203.371	0.639	-0.05819791666666663	incongruent	1.0	stroop	71	blue	green	incongruent	s613	False
205.374	0.639	0.6858020833333334	incongruent	1.0	stroop	82	green	red	incongruent	s613	False
207.379	0.639	0.16080208333333337	incongruent	1.0	stroop	71	blue	red	incongruent	s613	False
