movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	worker_id	junk
4.585	3.52	0.795	0.14862083333333329	100.0	True	Magnitude	switch	twobytwo	89.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
7.376	5.768	1.595	-0.10837916666666672	900.0	True	Orange-Blue		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	s595	False
10.362	8.949	1.595	-0.3033791666666667	900.0	True	Magnitude		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
12.839	11.992	0.795	-0.06937916666666671	100.0	True	Magnitude	stay	twobytwo	71.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	s595	False
15.374	14.371	0.795	0.08662083333333329	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	s595	False
18.522	16.476	0.795	1.1296208333333333	100.0	True	Orange-Blue	stay	twobytwo	89.0	orange	4.0	cue_stay	color	stay	poldrack-single-stim	s595	False
20.577	19.4	0.795	0.2606208333333333	100.0	True	Color	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	s595	False
23.371	21.918	1.595	-0.2633791666666667	900.0	True	Color	stay	twobytwo	89.0	orange	2.0	cue_stay	color	stay	poldrack-single-stim	s595	False
25.803	24.825	0.795	0.06162083333333328	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	s595	False
28.318	27.478	0.795	-0.07637916666666672	100.0	True	High-Low		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
30.773	29.72	0.795	0.13662083333333327	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	9.0	task_switch	color	switch	poldrack-single-stim	s595	False
33.262	31.827	1.595	-0.28137916666666674	900.0	True	Orange-Blue	stay	twobytwo	89.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	s595	False
36.225	34.732	0.795	0.5766208333333332	100.0	True	Color	switch	twobytwo	89.0	orange	1.0	cue_switch	color	stay	poldrack-single-stim	s595	False
38.304	36.972	1.595	-0.3843791666666667	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	color	stay	poldrack-single-stim	s595	False
41.399	40.014	0.795	0.46862083333333326	100.0	True	Magnitude		twobytwo	71.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
43.817	42.391	1.595	-0.29037916666666674	900.0	True	High-Low	switch	twobytwo	71.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
48.263	46.522	0.795	0.8246208333333332	100.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
49.751	48.628	0.795	0.20662083333333328	100.0	True	Color		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	s595	False
52.397	50.735	1.595	-0.05437916666666672	900.0	True	High-Low		twobytwo	71.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
55.579	53.912	1.595	-0.04937916666666672	900.0	True	Orange-Blue		twobytwo	89.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	s595	False
57.887	56.96	0.795	0.01062083333333328	100.0	True	Color	switch	twobytwo	89.0	orange	4.0	cue_switch	color	stay	poldrack-single-stim	s595	False
59.924	59.066	0.795	-0.05837916666666672	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	color	stay	poldrack-single-stim	s595	False
63.341	61.178	1.595	0.4466208333333333	900.0	False	Color	stay	twobytwo	89.0	#1F45FC	9.0	cue_stay	color	stay	poldrack-single-stim	s595	True
64.86	64.083	0.795	-0.13937916666666672	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	s595	False
68.307	66.869	0.795	0.5216208333333333	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	9.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
70.172	68.976	0.795	0.27962083333333326	100.0	True	Orange-Blue		twobytwo	89.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	s595	False
72.761	71.355	1.595	-0.3103791666666667	900.0	True	Magnitude		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
76.318	74.262	1.595	0.33962083333333326	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	6.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
78.458	77.438	0.795	0.10362083333333329	100.0	True	Magnitude	switch	twobytwo	71.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
81.199	80.493	0.795	-0.21037916666666673	100.0	True	Color		twobytwo	71.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	s595	False
83.438	82.598	0.795	-0.07637916666666672	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	8.0	cue_switch	color	stay	poldrack-single-stim	s595	False
86.22	84.704	1.595	-0.20037916666666672	900.0	True	High-Low		twobytwo	89.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
88.588	87.612	0.795	0.05962083333333328	100.0	True	High-Low	stay	twobytwo	71.0	orange	3.0	cue_stay	magnitude	stay	poldrack-single-stim	s595	False
91.195	89.716	1.595	-0.23737916666666672	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
93.777	92.759	0.795	0.10162083333333329	100.0	True	Color		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	s595	False
96.603	94.87	1.595	0.01662083333333328	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
99.448	97.777	0.795	0.7546208333333333	100.0	True	High-Low	switch	twobytwo	89.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
101.225	99.884	0.795	0.4246208333333333	100.0	True	Color		twobytwo	71.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	s595	False
103.301	102.261	0.795	0.12362083333333328	100.0	True	Magnitude		twobytwo	71.0	orange	2.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
105.414	104.508	0.795	-0.01037916666666672	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	s595	False
108.425	106.612	1.595	0.09662083333333328	900.0	True	High-Low		twobytwo	89.0	#1F45FC	8.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
110.575	109.652	0.795	0.006620833333333281	100.0	True	Color		twobytwo	89.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	s595	False
113.976	112.575	1.595	-0.3153791666666667	900.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	s595	False
116.81	115.89	0.795	0.00362083333333328	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
119.315	117.994	1.595	-0.3953791666666667	900.0	True	Orange-Blue		twobytwo	89.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	s595	False
122.5	121.036	1.595	-0.2523791666666667	900.0	True	Orange-Blue	stay	twobytwo	89.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	s595	False
125.416	124.08	1.595	-0.3803791666666667	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	s595	False
128.859	127.123	1.595	0.019620833333333282	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
132.024	130.571	1.595	-0.2633791666666667	900.0	True	Color		twobytwo	89.0	orange	6.0	task_switch	color	switch	poldrack-single-stim	s595	False
134.42	133.612	0.795	-0.10837916666666672	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
137.218	135.72	1.595	-0.2183791666666667	900.0	True	Color		twobytwo	89.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	s595	False
139.524	138.627	0.795	-0.019379166666666718	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	9.0	cue_stay	color	stay	poldrack-single-stim	s595	False
141.84	140.731	0.795	0.19262083333333327	100.0	True	Magnitude		twobytwo	89.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
144.335	142.837	1.595	-0.2183791666666667	900.0	True	Color		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	s595	False
147.594	145.88	1.595	-0.00237916666666672	900.0	True	Orange-Blue	switch	twobytwo	89.0	orange	2.0	cue_switch	color	stay	poldrack-single-stim	s595	False
150.394	148.787	1.595	-0.10937916666666672	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	color	stay	poldrack-single-stim	s595	False
152.906	151.694	0.795	0.2956208333333333	100.0	True	Color	stay	twobytwo	89.0	orange	6.0	cue_stay	color	stay	poldrack-single-stim	s595	False
155.287	153.803	1.595	-0.23237916666666672	900.0	True	Magnitude		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
158.233	156.844	1.595	-0.3273791666666667	900.0	True	Color		twobytwo	71.0	#1F45FC	1.0	task_switch	color	switch	poldrack-single-stim	s595	False
161.163	159.884	0.795	0.3626208333333333	100.0	True	Color	stay	twobytwo	89.0	orange	7.0	cue_stay	color	stay	poldrack-single-stim	s595	False
163.494	162.124	0.795	0.4536208333333333	100.0	True	Magnitude		twobytwo	71.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
166.087	164.364	1.595	0.006620833333333281	900.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	9.0	cue_stay	magnitude	stay	poldrack-single-stim	s595	False
168.853	167.951	0.795	-0.014379166666666719	100.0	True	High-Low	switch	twobytwo	89.0	orange	7.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
171.504	170.6	0.795	-0.01237916666666672	100.0	True	Magnitude	switch	twobytwo	71.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
174.312	172.975	0.795	0.4206208333333333	100.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
176.736	175.351	1.595	-0.3313791666666667	900.0	True	Color		twobytwo	89.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	s595	False
179.435	178.663	0.795	-0.14437916666666673	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	s595	False
182.396	180.906	1.595	-0.22637916666666671	900.0	False	Magnitude		twobytwo	71.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	s595	True
185.854	184.085	1.595	0.05262083333333328	900.0	True	High-Low	switch	twobytwo	89.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
188.345	186.989	1.595	-0.3603791666666667	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	6.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
191.71	190.032	1.595	-0.03837916666666672	900.0	True	Magnitude	stay	twobytwo	71.0	#1F45FC	3.0	cue_stay	magnitude	stay	poldrack-single-stim	s595	False
194.354	193.21	0.795	0.22762083333333327	100.0	True	Color		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	s595	False
196.846	195.315	1.595	-0.1853791666666667	900.0	True	High-Low		twobytwo	71.0	orange	3.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
199.775	198.906	0.795	-0.04737916666666672	100.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	7.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
203.051	201.014	1.595	0.3206208333333333	900.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	7.0	task_switch	color	switch	poldrack-single-stim	s595	False
205.419	203.92	1.595	-0.2173791666666667	900.0	True	Orange-Blue	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	s595	False
208.712	206.827	1.595	0.16862083333333328	900.0	True	High-Low		twobytwo	89.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
211.319	210.006	0.795	0.39662083333333326	100.0	True	Color		twobytwo	89.0	orange	4.0	task_switch	color	switch	poldrack-single-stim	s595	False
213.221	212.113	0.795	0.19162083333333327	100.0	True	Magnitude		twobytwo	71.0	orange	3.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
215.865	214.219	1.595	-0.07037916666666671	900.0	True	Color		twobytwo	89.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	s595	False
231.644	230.639	0.795	0.08862083333333327	100.0	True	High-Low	switch	twobytwo	89.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
234.866	233.425	1.595	-0.27537916666666673	900.0	True	Color		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	s595	False
238.002	236.329	1.595	-0.04337916666666672	900.0	True	High-Low		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
240.566	239.37	0.795	0.27962083333333326	100.0	False	High-Low	stay	twobytwo	89.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	s595	True
243.177	241.885	0.795	0.3756208333333333	100.0	True	Color		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	s595	False
245.206	244.13	0.795	0.15962083333333327	100.0	True	Color	stay	twobytwo	89.0	orange	4.0	cue_stay	color	stay	poldrack-single-stim	s595	False
247.328	246.237	0.795	0.17462083333333328	100.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	s595	False
249.943	248.344	1.595	-0.11737916666666671	900.0	True	Orange-Blue	stay	twobytwo	89.0	orange	2.0	cue_stay	color	stay	poldrack-single-stim	s595	False
252.922	251.792	0.795	0.2136208333333333	100.0	True	Orange-Blue	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	s595	False
255.162	254.031	0.795	0.2146208333333333	100.0	True	Magnitude		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
257.695	256.683	0.795	0.09562083333333328	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	9.0	task_switch	color	switch	poldrack-single-stim	s595	False
261.094	259.469	1.595	-0.09137916666666672	900.0	True	Orange-Blue	stay	twobytwo	89.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	s595	False
263.56	262.376	0.795	0.2676208333333333	100.0	True	Color	switch	twobytwo	89.0	orange	1.0	cue_switch	color	stay	poldrack-single-stim	s595	False
266.132	264.755	1.595	-0.33937916666666673	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	color	stay	poldrack-single-stim	s595	False
269.889	268.755	0.795	0.2176208333333333	100.0	True	Magnitude		twobytwo	71.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
272.346	270.859	1.595	-0.22937916666666672	900.0	True	High-Low	switch	twobytwo	71.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
274.651	273.9	0.795	-0.16537916666666672	100.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
276.898	276.142	0.795	-0.1603791666666667	100.0	True	Color		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	s595	False
279.797	278.249	1.595	-0.16837916666666672	900.0	True	High-Low		twobytwo	71.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
283.006	281.427	1.595	-0.13737916666666672	900.0	True	Orange-Blue		twobytwo	89.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	s595	False
285.04	284.336	0.795	-0.21237916666666673	100.0	True	Color	switch	twobytwo	89.0	orange	4.0	cue_switch	color	stay	poldrack-single-stim	s595	False
287.239	286.577	0.795	-0.2543791666666667	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	color	stay	poldrack-single-stim	s595	False
290.229	288.82	1.595	-0.3073791666666667	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	9.0	cue_stay	color	stay	poldrack-single-stim	s595	False
293.659	292.271	0.795	0.47162083333333327	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	s595	False
295.316	294.375	0.795	0.02462083333333328	100.0	True	High-Low		twobytwo	89.0	#1F45FC	9.0	task_switch	magnitude	switch	poldrack-single-stim	s595	False
297.428	296.621	0.795	-0.10937916666666672	100.0	False	Orange-Blue		twobytwo	71.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	s595	True
300.684	298.86	1.595	0.10762083333333328	900.0	False	Magnitude		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	s595	True
304.519	301.904	1.595	0.8986208333333333	900.0	False	High-Low	switch	twobytwo	71.0	#1F45FC	6.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	True
306.3	304.806	0.795	0.5776208333333333	100.0	True	Magnitude	switch	twobytwo	71.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s595	False
308.172	307.05	0.795	0.20562083333333328	100.0	False	Orange-Blue		twobytwo	89.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	s595	True
309.925	309.156	0.795	-0.14737916666666673	100.0	True	Color	switch	twobytwo	89.0	orange	8.0	cue_switch	color	stay	poldrack-single-stim	s595	False
