movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	trigger_times	worker_id	junk
60.457	58.828	1.595	-0.038337499999999976	900.0	True	High-Low		twobytwo	71.0	orange	2.0	task_switch	magnitude	switch	poldrack-single-stim	172830,173510,174189	s628	False
63.2	61.732	1.595	-0.19933749999999997	900.0	True	High-Low	stay	twobytwo	89.0	orange	8.0	cue_stay	magnitude	stay	poldrack-single-stim	176229,176909,177589,178269	s628	False
66.75	65.319	1.595	-0.23633749999999998	900.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	magnitude	stay	poldrack-single-stim	179629,180309,180989	s628	False
69.119	68.223	0.795	0.02866250000000002	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	181669,182349,183029	s628	False
71.985	70.462	0.795	0.6556625	100.0	True	Color	switch	twobytwo	89.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	183710,184389,185070,185749	s628	False
74.386	72.975	1.595	-0.2563375	900.0	True	Color	stay	twobytwo	71.0	orange	2.0	cue_stay	color	stay	poldrack-single-stim	187109,187790,188469	s628	False
76.972	76.018	0.795	0.08666250000000002	100.0	True	Color	stay	twobytwo	71.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	189150,189829,190510	s628	False
79.585	78.125	1.595	-0.20733749999999998	900.0	True	Magnitude		twobytwo	89.0	#1F45FC	9.0	task_switch	magnitude	switch	poldrack-single-stim	192549,193231,193909	s628	False
82.556	81.032	1.595	-0.14333749999999998	900.0	True	Color		twobytwo	89.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	195270,195950,196629,197310	s628	False
85.754	84.48	1.595	-0.39333749999999995	900.0	True	Color	stay	twobytwo	71.0	orange	6.0	cue_stay	color	stay	poldrack-single-stim	198670,199350,200030	s628	False
88.885	87.524	1.595	-0.3063375	900.0	True	Color	stay	twobytwo	71.0	orange	8.0	cue_stay	color	stay	poldrack-single-stim	202070,202750,203429	s628	False
92.404	90.976	1.595	-0.23933749999999998	900.0	True	High-Low		twobytwo	71.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	205470,206149,206830,207509	s628	False
96.092	94.563	1.595	-0.13833749999999997	900.0	True	Magnitude	switch	twobytwo	89.0	orange	7.0	cue_switch	magnitude	stay	poldrack-single-stim	208869,209549,210229	s628	False
98.48	97.47	0.795	0.14266250000000003	100.0	True	Orange-Blue		twobytwo	71.0	orange	6.0	task_switch	color	switch	poldrack-single-stim	210910,211589,212270	s628	False
101.798	99.848	1.595	0.28266250000000004	900.0	True	High-Low		twobytwo	71.0	orange	3.0	task_switch	magnitude	switch	poldrack-single-stim	214309,214990,215669,216350	s628	False
104.752	103.843	0.795	0.041662500000000026	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	8.0	task_switch	color	switch	poldrack-single-stim	217029,217710,218389	s628	False
106.98	105.953	0.795	0.1596625	100.0	True	Orange-Blue	stay	twobytwo	89.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	219070,219749,220430,221109	s628	False
109.566	108.193	1.595	-0.2943375	900.0	True	Magnitude		twobytwo	89.0	orange	8.0	task_switch	magnitude	switch	poldrack-single-stim	222470,223150,223830	s628	False
111.926	111.235	0.795	-0.17633749999999998	100.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	7.0	cue_stay	magnitude	stay	poldrack-single-stim	224511,225190,225870	s628	False
114.209	113.342	0.795	-0.00033749999999997725	100.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	9.0	cue_switch	magnitude	stay	poldrack-single-stim	226550,227230,227910,228590	s628	False
117.149	115.721	1.595	-0.23933749999999998	900.0	True	Color		twobytwo	89.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	229951,230630,231311	s628	False
120.267	118.625	1.595	-0.025337499999999978	900.0	True	Magnitude		twobytwo	89.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	232669,233349,234030	s628	False
123.267	121.669	1.595	-0.06933749999999998	900.0	True	Color		twobytwo	71.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	236070,236749,237429	s628	False
125.417	124.714	0.795	-0.16433749999999997	100.0	True	Color	stay	twobytwo	89.0	#1F45FC	9.0	cue_stay	color	stay	poldrack-single-stim	238109,238790,239469,240150	s628	False
128.832	127.364	1.595	-0.19933749999999997	900.0	True	Magnitude		twobytwo	89.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	241510,242189,242870	s628	False
131.691	130.272	1.595	-0.2483375	900.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	8.0	cue_stay	magnitude	stay	poldrack-single-stim	244231,244910,245590,246270	s628	False
134.158	133.314	0.795	-0.023337499999999976	100.0	True	Orange-Blue		twobytwo	71.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	246950,247630,248310	s628	False
136.635	135.552	0.795	0.21566250000000003	100.0	True	Magnitude		twobytwo	71.0	orange	3.0	task_switch	magnitude	switch	poldrack-single-stim	248990,249670,250350	s628	False
138.698	137.797	0.795	0.033662500000000026	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	251030,251710,252390	s628	False
140.952	139.905	0.795	0.17966250000000003	100.0	True	High-Low		twobytwo	89.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	253070,253750,254431,255110	s628	False
143.501	142.149	1.595	-0.3153375	900.0	True	High-Low	stay	twobytwo	71.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	256470,257150,257830	s628	False
146.638	145.058	1.595	-0.08733749999999997	900.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	4.0	cue_switch	magnitude	stay	poldrack-single-stim	259190,259870,260550	s628	False
149.503	148.101	1.595	-0.2653375	900.0	True	Color		twobytwo	89.0	#1F45FC	1.0	task_switch	color	switch	poldrack-single-stim	262589,263270,263949,264631	s628	False
153.323	151.821	1.595	-0.16533749999999997	900.0	True	Color	stay	twobytwo	71.0	orange	2.0	cue_stay	color	stay	poldrack-single-stim	265990,266670,267350	s628	False
156.178	154.864	0.795	0.4466625	100.0	True	Color	stay	twobytwo	89.0	#1F45FC	6.0	cue_stay	color	stay	poldrack-single-stim	268030,268710,269390	s628	False
158.574	156.97	1.595	-0.06333749999999998	900.0	True	Magnitude		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	271430,272110,272789	s628	False
160.682	159.877	0.795	-0.062337499999999976	100.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	6.0	cue_stay	magnitude	stay	poldrack-single-stim	273470,274150,274830	s628	False
163.055	162.256	0.795	-0.06833749999999998	100.0	True	Orange-Blue		twobytwo	71.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	275511,276190,276871	s628	False
165.269	164.363	0.795	0.03866250000000002	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	9.0	task_switch	magnitude	switch	poldrack-single-stim	277550,278231,278910	s628	False
168.172	166.47	1.595	0.03466250000000002	900.0	True	Orange-Blue		twobytwo	71.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	280951,281630,282311	s628	False
170.497	169.374	0.795	0.2556625	100.0	True	Magnitude		twobytwo	71.0	orange	1.0	task_switch	magnitude	switch	poldrack-single-stim	282990,283670,284350	s628	False
172.671	171.889	0.795	-0.08533749999999998	100.0	True	Magnitude	stay	twobytwo	89.0	orange	9.0	cue_stay	magnitude	stay	poldrack-single-stim	285032,285710,286391,287070	s628	False
175.488	174.265	0.795	0.35566250000000005	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	287751,288430,289110	s628	False
178.146	176.508	1.595	-0.029337499999999978	900.0	True	Color	switch	twobytwo	89.0	#1F45FC	8.0	cue_switch	color	stay	poldrack-single-stim	290470,291149,291830	s628	False
180.892	179.414	1.595	-0.18933749999999996	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	293870,294550,295230	s628	False
183.921	182.319	1.595	-0.06533749999999998	900.0	True	Color		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	296590,297270,297950	s628	False
186.314	185.361	0.795	0.08566250000000002	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	8.0	task_switch	magnitude	switch	poldrack-single-stim	298630,299310,299991	s628	False
189.317	187.468	1.595	0.18166250000000003	900.0	True	Color		twobytwo	89.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	302030,302711,303390	s628	False
191.344	190.516	0.795	-0.03933749999999998	100.0	True	Color	stay	twobytwo	71.0	orange	3.0	cue_stay	color	stay	poldrack-single-stim	304071,304750,305432	s628	False
194.508	193.028	1.595	-0.1873375	900.0	True	High-Low		twobytwo	89.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	307470,308151,308830	s628	False
197.021	196.071	0.795	0.08266250000000003	100.0	True	Orange-Blue		twobytwo	71.0	orange	4.0	task_switch	color	switch	poldrack-single-stim	309510,310190,310871	s628	False
200.356	198.175	1.595	0.5136625	900.0	True	High-Low		twobytwo	71.0	orange	1.0	task_switch	magnitude	switch	poldrack-single-stim	312231,312910,313591	s628	False
202.102	201.218	0.795	0.01666250000000002	100.0	True	High-Low	stay	twobytwo	89.0	#1F45FC	8.0	cue_stay	magnitude	stay	poldrack-single-stim	314951,315631,316311	s628	False
204.683	203.597	0.795	0.2186625	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	9.0	task_switch	color	switch	poldrack-single-stim	316990,317670,318350	s628	False
207.434	205.701	1.595	0.06566250000000003	900.0	True	High-Low		twobytwo	89.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	319710,320390,321070,321750	s628	False
210.491	209.014	1.595	-0.19033749999999997	900.0	True	Magnitude	switch	twobytwo	89.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	323110,323790,324470	s628	False
213.353	211.923	1.595	-0.23733749999999998	900.0	True	Orange-Blue		twobytwo	71.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	325831,326510,327190,327870	s628	False
215.737	214.965	0.795	-0.09533749999999998	100.0	True	High-Low		twobytwo	89.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	328550,329230,329910	s628	False
218.239	217.477	0.795	-0.10533749999999997	100.0	True	Color		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	330590,331270,331951,332630	s628	False
221.357	219.718	1.595	-0.028337499999999977	900.0	True	High-Low		twobytwo	71.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	333990,334671,335350	s628	False
223.818	223.03	0.795	-0.07933749999999998	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	7.0	task_switch	color	switch	poldrack-single-stim	336711,337391,338070	s628	False
240.342	238.789	1.595	-0.11433749999999998	900.0	True	High-Low		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	353030,353711,354390	s628	False
243.256	241.7	1.595	-0.11133749999999998	900.0	True	High-Low	stay	twobytwo	89.0	orange	9.0	cue_stay	magnitude	stay	poldrack-single-stim	355750,356430,357110,357791	s628	False
246.205	244.879	1.595	-0.34133749999999996	900.0	True	Magnitude	switch	twobytwo	89.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	359151,359830,360511	s628	False
249.309	247.784	1.595	-0.14233749999999998	900.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	361871,362551,363231,363911	s628	False
252.525	250.964	1.595	-0.10633749999999997	900.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	365271,365951,366631	s628	False
255.485	254.146	0.795	0.47166250000000004	100.0	True	Orange-Blue		twobytwo	71.0	orange	3.0	task_switch	color	switch	poldrack-single-stim	367311,367991,368672,369351,370032	s628	False
257.957	257.202	0.795	-0.11233749999999998	100.0	True	Orange-Blue	stay	twobytwo	71.0	orange	1.0	cue_stay	color	stay	poldrack-single-stim	370711,371392,372071,372752	s628	False
261.468	259.986	1.595	-0.1853375	900.0	True	High-Low		twobytwo	89.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	374111,374790,375471	s628	False
263.725	263.025	0.795	-0.16733749999999997	100.0	True	Magnitude	switch	twobytwo	89.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	376150,376830,377510,378191	s628	False
266.793	265.407	1.595	-0.28133749999999996	900.0	True	High-Low	switch	twobytwo	89.0	orange	8.0	cue_switch	magnitude	stay	poldrack-single-stim	379551,380230,380911	s628	False
270.001	268.587	1.595	-0.2533375	900.0	True	High-Low	stay	twobytwo	89.0	orange	7.0	cue_stay	magnitude	stay	poldrack-single-stim	382951,383630,384311	s628	False
273.406	271.629	1.595	0.10966250000000002	900.0	True	Color		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	385671,386351,387031,387711	s628	False
276.203	274.941	0.795	0.3946625	100.0	True	High-Low		twobytwo	89.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	388391,389071,389751	s628	False
278.786	277.181	1.595	-0.062337499999999976	900.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	391111,391791,392471,393151	s628	False
281.793	280.224	1.595	-0.09833749999999998	900.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	394512,395191,395872	s628	False
284.649	283.131	1.595	-0.14933749999999998	900.0	True	Orange-Blue	stay	twobytwo	71.0	orange	1.0	cue_stay	color	stay	poldrack-single-stim	397232,397911,398591	s628	False
287.935	286.043	1.595	0.22466250000000001	900.0	True	Magnitude		twobytwo	89.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	399951,400631,401311	s628	False
290.452	288.95	1.595	-0.16533749999999997	900.0	True	Color		twobytwo	89.0	#1F45FC	7.0	task_switch	color	switch	poldrack-single-stim	403351,404030,404711	s628	False
292.916	291.857	0.795	0.1916625	100.0	True	Magnitude		twobytwo	89.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	405391,406071,406750	s628	False
295.693	293.959	1.595	0.06666250000000003	900.0	True	Color		twobytwo	71.0	orange	2.0	task_switch	color	switch	poldrack-single-stim	408111,408791,409471	s628	False
299.51	297.14	1.595	0.7026625	900.0	True	Color	stay	twobytwo	71.0	orange	8.0	cue_stay	color	stay	poldrack-single-stim	411511,412191,412871	s628	False
302.215	300.454	1.595	0.09366250000000002	900.0	True	Color	stay	twobytwo	89.0	#1F45FC	2.0	cue_stay	color	stay	poldrack-single-stim	414911,415591,416271	s628	False
304.714	303.358	0.795	0.4886625	100.0	True	High-Low		twobytwo	89.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	416951,417632,418312	s628	False
306.425	305.601	0.795	-0.04333749999999998	100.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	418991,419672,420351	s628	False
309.252	307.705	1.595	-0.12033749999999997	900.0	True	Magnitude	stay	twobytwo	71.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	421711,422392,423071	s628	False
311.462	310.748	0.795	-0.1533375	100.0	True	Magnitude	stay	twobytwo	89.0	orange	9.0	cue_stay	magnitude	stay	poldrack-single-stim	424431,425112,425791	s628	False
314.989	313.396	1.595	-0.07433749999999997	900.0	True	Color		twobytwo	89.0	#1F45FC	9.0	task_switch	color	switch	poldrack-single-stim	427833,428511,429192,429871	s628	False
