movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	trigger_times	worker_id	junk
250.154	248.71	1.47	-0.16427607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	384598,385277,385958	s638	False
254.338	252.729	1.47	0.0007239263803680842	BY	1.0	dot_pattern_expectancy	71.0	BY	388678,389358,390039	s638	False
259.399	257.153	1.47	0.6377239263803681	BX	0.0	dot_pattern_expectancy	89.0	BX	393437,394117,394796	s638	True
263.689	261.985	1.47	0.09572392638036809	AY	1.0	dot_pattern_expectancy	71.0	AY	398197,398877,399557	s638	False
268.347	266.819	1.47	-0.08027607361963192	BX	0.0	dot_pattern_expectancy	89.0	BX	402957,403637	s638	True
272.562	270.971	1.47	-0.017276073619631915	AY	1.0	dot_pattern_expectancy	71.0	AY	407038,407718	s638	False
276.622	274.986	1.47	0.027723926380368084	BY	1.0	dot_pattern_expectancy	71.0	BY	411118,411798,412478	s638	False
281.045	279.404	1.47	0.032723926380368085	AX	1.0	dot_pattern_expectancy	89.0	AX	415197,415878,416558	s638	False
285.026	283.42	1.47	-0.0022760736196319156	AY	1.0	dot_pattern_expectancy	71.0	AY	419277,419957,420638,421317	s638	False
290.03	288.246	1.47	0.17572392638036807	AX	1.0	dot_pattern_expectancy	89.0	AX	424037,424717,425397	s638	False
293.993	292.264	1.47	0.12072392638036808	AY	1.0	dot_pattern_expectancy	71.0	AY	428118,428798,429478,430157	s638	False
299.211	297.499	1.47	0.10372392638036808	AX	1.0	dot_pattern_expectancy	89.0	AX	433558,434238	s638	False
303.52	301.517	1.47	0.3947239263803681	AX	1.0	dot_pattern_expectancy	89.0	AX	437638,438318	s638	False
307.345	305.667	1.47	0.06972392638036809	AX	1.0	dot_pattern_expectancy	89.0	AX	441718,442398,443078	s638	False
311.552	309.819	1.47	0.12472392638036808	AX	1.0	dot_pattern_expectancy	89.0	AX	445798,446477,447157	s638	False
315.691	314.107	1.47	-0.024276073619631917	BY	1.0	dot_pattern_expectancy	71.0	BY	450557,451239	s638	False
320.036	318.395	1.47	0.032723926380368085	AX	1.0	dot_pattern_expectancy	89.0	AX	454638,455318	s638	False
324.026	322.414	1.47	0.003723926380368084	BY	1.0	dot_pattern_expectancy	71.0	BY	458718,459398,460078	s638	False
329.23	327.384	1.47	0.23772392638036807	AX	1.0	dot_pattern_expectancy	89.0	AX	463478,464158	s638	False
333.113	331.538	1.47	-0.03327607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	467560,468239,468919	s638	False
337.434	335.687	1.47	0.1387239263803681	BX	0.0	dot_pattern_expectancy	89.0	BX	471639,472318	s638	True
341.411	339.701	1.47	0.10172392638036809	BX	0.0	dot_pattern_expectancy	89.0	BX	475718,476398	s638	True
345.188	343.717	1.47	-0.13727607361963193	AX	1.0	dot_pattern_expectancy	89.0	AX	479798,480478,481158	s638	False
350.524	348.549	1.47	0.3667239263803681	AY	1.0	dot_pattern_expectancy	71.0	AY	484559,485239,485918	s638	False
354.657	353.109	1.47	-0.060276073619631915	AX	1.0	dot_pattern_expectancy	89.0	AX	489318,489999,490678,491359,492040,492719	s638	False
361.331	359.576	1.47	0.14672392638036807	AX	1.0	dot_pattern_expectancy	89.0	AX	495439,496118,496799	s638	False
361.215	360.216	1.47	-0.6092760736196319			dot_pattern_expectancy	-1.0		497479,498158,498839,499518,500198,500878,501558,502239,502918,503598,504278	s638	True
375.836	374.242	1.47	-0.014276073619631915	AY	1.0	dot_pattern_expectancy	71.0	AY	510399,511078	s638	False
379.902	378.397	1.47	-0.10327607361963191	AX	1.0	dot_pattern_expectancy	89.0	AX	514479,515159	s638	False
384.129	382.549	1.47	-0.028276073619631917	AX	1.0	dot_pattern_expectancy	89.0	AX	518559,519239	s638	False
388.115	386.564	1.47	-0.05727607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	522640,523319	s638	False
392.101	390.583	1.47	-0.09027607361963191	AX	1.0	dot_pattern_expectancy	89.0	AX	526718,527398,528078	s638	False
396.748	395.003	1.47	0.1367239263803681	BX	0.0	dot_pattern_expectancy	89.0	BX	530798,531479,532159	s638	True
400.599	399.151	1.47	-0.16027607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	535559,536239,536919	s638	False
405.295	403.711	1.47	-0.024276073619631917	AX	1.0	dot_pattern_expectancy	89.0	AX	539639,540319,540999	s638	False
409.59	407.999	1.47	-0.017276073619631915	AX	1.0	dot_pattern_expectancy	89.0	AX	544399,545079	s638	False
414.335	412.014	1.47	0.7127239263803681	AX	0.0	dot_pattern_expectancy	71.0	AX	547800,548479,549158,549839	s638	True
418.216	416.708	1.47	-0.10027607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	552559,553240,553919	s638	False
422.353	420.724	1.47	0.020723926380368084	BX	0.0	dot_pattern_expectancy	89.0	BX	556639,557319,557999,558679,559359,560039	s638	True
428.528	426.918	1.47	0.0017239263803680842	BY	1.0	dot_pattern_expectancy	71.0	BY	562758,563439,564119	s638	False
432.804	431.068	1.47	0.12772392638036809	BY	1.0	dot_pattern_expectancy	71.0	BY	567519,568199	s638	False
436.819	435.22	1.47	-0.009276073619631916	BX	0.0	dot_pattern_expectancy	89.0	BX	571600,572280	s638	True
440.838	439.233	1.47	-0.0032760736196319157	AX	1.0	dot_pattern_expectancy	89.0	AX	575680,576360	s638	False
445.239	443.659	1.47	-0.028276073619631917	AX	1.0	dot_pattern_expectancy	89.0	AX	579758,580439	s638	False
449.238	447.812	1.47	-0.1822760736196319	BX	0.0	dot_pattern_expectancy	89.0	BX	583840,584519	s638	True
453.86	451.83	1.47	0.4217239263803681	AX	1.0	dot_pattern_expectancy	89.0	AX	587919,588599,589279	s638	False
457.916	456.256	1.47	0.05172392638036809	BY	1.0	dot_pattern_expectancy	71.0	BY	592680,593359,594041	s638	False
462.835	460.948	1.47	0.2787239263803681	AX	1.0	dot_pattern_expectancy	89.0	AX	596759,597440,598120	s638	False
466.772	465.236	1.47	-0.07227607361963191	AX	1.0	dot_pattern_expectancy	89.0	AX	601520,602200	s638	False
470.251	469.252	1.47	-0.6092760736196319	AX	0.0	dot_pattern_expectancy	-1.0	AX	605599,606279	s638	True
474.821	473.267	1.47	-0.054276073619631916	AX	1.0	dot_pattern_expectancy	89.0	AX	609679,610359,611039	s638	False
479.231	477.828	1.47	-0.2052760736196319	AX	1.0	dot_pattern_expectancy	89.0	AX	613759,614441,615119,615799	s638	False
484.761	483.203	1.47	-0.05027607361963191	BX	0.0	dot_pattern_expectancy	89.0	BX	619200,619880	s638	True
488.221	487.222	1.47	-0.6092760736196319	BY	0.0	dot_pattern_expectancy	-1.0	BY	623280,623960,624641	s638	True
492.506	491.507	1.47	-0.6092760736196319	AX	0.0	dot_pattern_expectancy	-1.0	AX	627360,628040,628720	s638	True
497.354	495.795	1.47	-0.04927607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	632119,632798,633479,634159	s638	False
502.707	501.17	1.47	-0.07127607361963191	AX	1.0	dot_pattern_expectancy	89.0	AX	637560,638240	s638	False
506.979	505.461	1.47	-0.09027607361963191	BX	0.0	dot_pattern_expectancy	89.0	BX	641640,642320	s638	True
511.155	509.615	1.47	-0.06827607361963192	BX	0.0	dot_pattern_expectancy	89.0	BX	645720,646400,647080,647760	s638	True
516.077	514.587	1.47	-0.11827607361963191	AX	1.0	dot_pattern_expectancy	89.0	AX	650480,651160,651840	s638	False
520.695	518.739	1.47	0.3477239263803681	BX	0.0	dot_pattern_expectancy	89.0	BX	654560,655242,655919	s638	True
524.313	522.756	1.47	-0.051276073619631914	AX	1.0	dot_pattern_expectancy	89.0	AX	658639,659320,660000	s638	False
528.496	526.906	1.47	-0.018276073619631916	AX	1.0	dot_pattern_expectancy	89.0	AX	662720,663400,664080	s638	False
532.817	531.06	1.47	0.14872392638036808	BY	1.0	dot_pattern_expectancy	71.0	BY	667480,668160,668840	s638	False
537.372	535.752	1.47	0.011723926380368083	AX	1.0	dot_pattern_expectancy	89.0	AX	671561,672240,672920	s638	False
541.367	539.771	1.47	-0.012276073619631915	AY	1.0	dot_pattern_expectancy	71.0	AY	675642,676320,677000	s638	False
545.608	543.924	1.47	0.07572392638036808	AX	1.0	dot_pattern_expectancy	89.0	AX	679721,680400,681081	s638	False
545.563	544.564	1.47	-0.6092760736196319			dot_pattern_expectancy	-1.0		681761,682441,683121,683801,684480,685159,685840,686522,687200,687880,688560	s638	True
560.265	558.592	1.47	0.06472392638036809	AX	1.0	dot_pattern_expectancy	89.0	AX	694680,695360,696042	s638	False
564.846	563.288	1.47	-0.05027607361963191	AY	0.0	dot_pattern_expectancy	89.0	AY	699441,700121,700801	s638	True
569.844	568.122	1.47	0.11372392638036809	AY	1.0	dot_pattern_expectancy	71.0	AY	704201,704881	s638	False
574.127	572.277	1.47	0.24172392638036808	BX	1.0	dot_pattern_expectancy	71.0	BX	708281,708961,709641	s638	False
578.285	576.703	1.47	-0.026276073619631916	AX	1.0	dot_pattern_expectancy	89.0	AX	713040,713720,714400,715080,715760	s638	False
584.485	582.761	1.47	0.11572392638036809	BX	0.0	dot_pattern_expectancy	89.0	BX	719160,719841	s638	True
588.889	586.914	1.47	0.3667239263803681	BY	1.0	dot_pattern_expectancy	71.0	BY	723241,723921	s638	False
592.579	590.93	1.47	0.040723926380368085	AX	1.0	dot_pattern_expectancy	89.0	AX	727321,728001	s638	False
597.043	594.946	1.47	0.4887239263803681	AX	1.0	dot_pattern_expectancy	89.0	AX	731401,732081	s638	False
601.834	599.235	1.47	0.9907239263803681	BY	1.0	dot_pattern_expectancy	71.0	BY	735481,736161,736842	s638	False
605.205	604.206	1.47	-0.6092760736196319	AX	0.0	dot_pattern_expectancy	-1.0	AX	740240,740920,741600	s638	True
610.12	608.634	1.47	-0.12227607361963191	BX	0.0	dot_pattern_expectancy	89.0	BX	745001,745681	s638	True
614.485	612.785	1.47	0.09172392638036808	AX	1.0	dot_pattern_expectancy	89.0	AX	749081,749761	s638	False
618.471	616.803	1.47	0.05972392638036808	AX	1.0	dot_pattern_expectancy	89.0	AX	753161,753842	s638	False
621.957	620.958	1.47	-0.6092760736196319	AX	0.0	dot_pattern_expectancy	-1.0	AX	757242,757921	s638	True
626.112	625.113	1.47	-0.6092760736196319	BY	0.0	dot_pattern_expectancy	-1.0	BY	761322,762001,762682	s638	True
631.507	630.081	1.47	-0.1822760736196319	AX	1.0	dot_pattern_expectancy	89.0	AX	766081,766761	s638	False
635.693	634.097	1.47	-0.012276073619631915	BY	1.0	dot_pattern_expectancy	71.0	BY	770161,770841	s638	False
639.702	638.115	1.47	-0.021276073619631915	AX	1.0	dot_pattern_expectancy	89.0	AX	774241,774920	s638	False
643.833	642.261	1.47	-0.036276073619631914	AX	1.0	dot_pattern_expectancy	89.0	AX	778321,779001,779681	s638	False
648.033	646.414	1.47	0.010723926380368084	AY	1.0	dot_pattern_expectancy	71.0	AY	782401,783082,783761	s638	False
651.979	650.566	1.47	-0.19527607361963192	AX	1.0	dot_pattern_expectancy	89.0	AX	786482,787162,787843	s638	False
656.168	654.582	1.47	-0.022276073619631916	AX	1.0	dot_pattern_expectancy	89.0	AX	790562,791242	s638	False
660.19	658.598	1.47	-0.016276073619631917	AX	1.0	dot_pattern_expectancy	89.0	AX	794640,795321,796001	s638	False
664.445	662.888	1.47	-0.051276073619631914	AX	1.0	dot_pattern_expectancy	89.0	AX	798720,799401,800081,800761	s638	False
668.998	667.584	1.47	-0.19427607361963192	BX	0.0	dot_pattern_expectancy	89.0	BX	803482,804162,804842	s638	True
673.6	671.873	1.47	0.11872392638036808	BY	1.0	dot_pattern_expectancy	71.0	BY	808243,808922	s638	False
677.528	675.888	1.47	0.031723926380368084	AX	1.0	dot_pattern_expectancy	89.0	AX	812321,813002	s638	False
681.506	679.902	1.47	-0.004276073619631916	AX	1.0	dot_pattern_expectancy	89.0	AX	815722,816402,817081	s638	False
685.608	684.051	1.47	-0.051276073619631914	AY	1.0	dot_pattern_expectancy	71.0	AY	820480,821161,821841	s638	False
690.965	688.742	1.47	0.6147239263803681	AY	1.0	dot_pattern_expectancy	71.0	AY	824562,825242,825922,826601	s638	False
695.361	693.575	1.47	0.17772392638036807	BX	0.0	dot_pattern_expectancy	89.0	BX	830002,830682	s638	True
699.997	697.73	1.47	0.658723926380368	BX	1.0	dot_pattern_expectancy	71.0	BX	834082,834762,835442	s638	False
704.187	702.427	1.47	0.15172392638036808	AY	1.0	dot_pattern_expectancy	71.0	AY	838843,839522,840202	s638	False
707.986	706.987	1.47	-0.6092760736196319	AX	0.0	dot_pattern_expectancy	-1.0	AX	842922,843602,844282	s638	True
713.033	711.275	1.47	0.14972392638036808	AX	1.0	dot_pattern_expectancy	89.0	AX	847682,848362	s638	False
716.845	715.288	1.47	-0.051276073619631914	AX	1.0	dot_pattern_expectancy	89.0	AX	851081,851762,852442,853122	s638	False
721.975	719.986	1.47	0.38072392638036806	AY	1.0	dot_pattern_expectancy	71.0	AY	855842,856522,857202,857882	s638	False
725.955	724.956	1.47	-0.6092760736196319	AX	0.0	dot_pattern_expectancy	-1.0	AX	861282,861962	s638	True
730.58	729.111	1.47	-0.13927607361963193	AX	1.0	dot_pattern_expectancy	89.0	AX	865362,866043,866723	s638	False
