movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
7.518	3.009	3.8783756613756615	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s234	False	2.985
8.409	7.519	0.25937566137566137	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s234	False	
8.889	8.412	-0.15362433862433864	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s234	False	
9.523	8.89	0.002375661375661366	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s234	False	
10.241	9.524	0.08637566137566137	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s234	False	
11.16	10.242	0.28737566137566134	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s234	False	
11.938	11.162	0.14537566137566135	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s234	False	
12.518	11.939	-0.051624338624338635	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s234	False	
12.52	12.521	-0.6316243386243386	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s234	True	
19.736	15.023	4.082375661375662	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s234	False	2.985
20.27	19.736	-0.09662433862433864	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s234	False	
21.013	20.271	0.11137566137566136	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s234	False	
21.393	21.014	-0.25162433862433864	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s234	False	
22.046	21.395	0.020375661375661366	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s234	False	
22.352	22.046	-0.32462433862433865	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s234	False	
22.354	22.355	-0.6316243386243386	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s234	True	
27.299	24.456	2.2123756613756616	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s234	False	2.985
27.648	27.3	-0.2826243386243386	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s234	False	
28.323	27.652	0.04037566137566136	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s234	False	
28.676	28.323	-0.2776243386243386	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s234	False	
29.319	28.678	0.010375661375661366	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s234	False	
29.619	29.32	-0.33162433862433865	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s234	False	
29.621	29.622	-0.6316243386243386	0	UA_without_intermeidate	ward_and_allport	-1	2.0	poldrack-single-stim	s234	True	
33.965	31.823	1.5113756613756613	1	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s234	False	2.985
34.378	33.967	-0.21962433862433864	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s234	False	
35.249	34.381	0.23737566137566138	0	UA_without_intermeidate	ward_and_allport	82	3.0	poldrack-single-stim	s234	False	
35.626	35.249	-0.25362433862433864	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s234	False	
36.068	35.628	-0.19062433862433864	0	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s234	False	
36.361	36.069	-0.33862433862433866	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s234	False	
36.363	36.364	-0.6316243386243386	0	UA_without_intermeidate	ward_and_allport	-1	3.0	poldrack-single-stim	s234	True	
45.432	40.371	4.4303756613756615	1	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s234	False	2.985
45.845	45.433	-0.21862433862433864	0	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s234	False	
51.01	45.847	4.532375661375661	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s234	False	
51.482	51.011	-0.15962433862433864	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s234	False	
51.958	51.484	-0.15662433862433864	0	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s234	False	
52.218	51.959	-0.37162433862433863	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s234	False	
52.22	52.221	-0.6316243386243386	0	PA_with_intermediate	ward_and_allport	-1	0.0	poldrack-single-stim	s234	True	
59.635	56.398	2.6063756613756612	1	PA_with_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s234	False	2.985
60.15	59.636	-0.11662433862433863	0	PA_with_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	s234	False	
61.912	60.152	1.1293756613756614	0	PA_with_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s234	False	
62.409	61.914	-0.13562433862433865	0	PA_with_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s234	False	
63.114	62.41	0.07337566137566137	0	PA_with_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	s234	False	
63.546	63.114	-0.19862433862433865	0	PA_with_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s234	False	
63.548	63.549	-0.6316243386243386	0	PA_with_intermediate	ward_and_allport	-1	1.0	poldrack-single-stim	s234	True	
69.068	66.912	1.5253756613756613	1	PA_with_intermediate	ward_and_allport	71	2.0	poldrack-single-stim	s234	False	2.985
