onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
131.126	1.5	0.683	1.0	stroop	green	blue	0.0	60.0	s557
133.536	1.5	0.561	1.0	stroop	green	green	0.0	61.0	s557
135.538	1.5	0.52	1.0	stroop	green	green	0.0	62.0	s557
137.54	1.5	0.577	1.0	stroop	blue	green	0.0	63.0	s557
140.358	1.5	0.567	1.0	stroop	red	green	0.0	64.0	s557
142.361	1.5	0.994	1.0	stroop	blue	red	0.0	65.0	s557
144.363	1.5	0.53	1.0	stroop	green	green	0.0	66.0	s557
146.5	1.5	0.568	1.0	stroop	red	red	0.0	67.0	s557
148.503	1.5	0.933	1.0	stroop	green	blue	0.0	68.0	s557
150.506	1.5	0.785	1.0	stroop	green	green	0.0	69.0	s557
152.508	1.5	0.694	1.0	stroop	blue	red	0.0	70.0	s557
154.51	1.5	0.65	1.0	stroop	green	green	0.0	71.0	s557
156.511	1.5	0.6	0.0	stroop	blue	green	0.0	72.0	s557
158.513	1.5	0.522	1.0	stroop	red	red	0.0	73.0	s557
160.516	1.5	1.182	1.0	stroop	green	red	0.0	74.0	s557
162.79	1.5	0.809	1.0	stroop	red	blue	0.0	75.0	s557
164.792	1.5	0.651	1.0	stroop	blue	blue	0.0	76.0	s557
166.93	1.5	0.58	1.0	stroop	red	red	0.0	77.0	s557
168.932	1.5	0.443	1.0	stroop	blue	blue	0.0	78.0	s557
171.07	1.5	0.579	1.0	stroop	blue	blue	0.0	79.0	s557
173.072	1.5	0.605	1.0	stroop	green	green	0.0	80.0	s557
175.074	1.5	0.725	1.0	stroop	red	green	0.0	81.0	s557
177.077	1.5	0.606	1.0	stroop	red	blue	0.0	82.0	s557
179.351	1.5	0.651	1.0	stroop	green	blue	0.0	83.0	s557
181.352	1.5	0.569	1.0	stroop	red	green	0.0	84.0	s557
183.491	1.5	0.564	1.0	stroop	green	green	0.0	85.0	s557
185.901	1.5	0.501	1.0	stroop	red	blue	0.0	86.0	s557
188.174	1.5	0.58	1.0	stroop	green	green	0.0	87.0	s557
190.856	1.5	0.556	1.0	stroop	red	red	0.0	88.0	s557
192.859	1.5	0.687	1.0	stroop	blue	blue	0.0	89.0	s557
195.271	1.5	0.563	1.0	stroop	blue	blue	0.0	90.0	s557
197.409	1.5	0.768	1.0	stroop	red	green	0.0	91.0	s557
200.091	1.5	0.771	1.0	stroop	green	red	0.0	92.0	s557
202.094	1.5	0.789	1.0	stroop	blue	red	0.0	93.0	s557
204.232	1.5	1.005	1.0	stroop	blue	blue	0.0	94.0	s557
207.186	1.5	1.014	1.0	stroop	green	red	0.0	95.0	s557
