onset	duration	response_time	correct	experiment_exp_id	stim_color	stim_word	timing_post_trial	trial_num	worker_id
3.511	1.5	0.934	1.0	stroop	blue	red	0.0	0.0	s557
5.784	1.5	0.644	1.0	stroop	blue	green	0.0	1.0	s557
7.786	1.5	0.571	1.0	stroop	red	red	0.0	2.0	s557
9.789	1.5	0.522	1.0	stroop	red	red	0.0	3.0	s557
11.792	1.5	0.538	1.0	stroop	red	blue	0.0	4.0	s557
13.794	1.5	0.96	1.0	stroop	green	green	0.0	5.0	s557
15.933	1.5	0.56	1.0	stroop	blue	blue	0.0	6.0	s557
17.936	1.5	0.55	1.0	stroop	red	green	0.0	7.0	s557
19.938	1.5	0.518	1.0	stroop	red	red	0.0	8.0	s557
22.076	1.5	0.849	1.0	stroop	blue	red	0.0	9.0	s557
24.079	1.5	0.842	1.0	stroop	red	green	0.0	10.0	s557
26.081	1.5	0.663	1.0	stroop	red	blue	0.0	11.0	s557
28.219	1.5	0.819	1.0	stroop	blue	blue	0.0	12.0	s557
30.357	1.5	0.504	1.0	stroop	blue	blue	0.0	13.0	s557
32.632	1.5	0.811	1.0	stroop	green	blue	0.0	14.0	s557
35.314	1.5	0.459	1.0	stroop	green	green	0.0	15.0	s557
37.316	1.5	0.638	1.0	stroop	blue	blue	0.0	16.0	s557
39.318	1.5	0.626	1.0	stroop	blue	red	0.0	17.0	s557
41.593	1.5	0.5	1.0	stroop	blue	green	0.0	18.0	s557
43.595	1.5	0.615	1.0	stroop	red	red	0.0	19.0	s557
45.597	1.5	0.759	1.0	stroop	blue	green	0.0	20.0	s557
47.599	1.5	0.509	1.0	stroop	blue	red	0.0	21.0	s557
49.602	1.5	0.556	1.0	stroop	red	green	0.0	22.0	s557
51.604	1.5	0.739	1.0	stroop	red	blue	0.0	23.0	s557
53.606	1.5	0.435	1.0	stroop	red	red	0.0	24.0	s557
55.881	1.5	0.464	1.0	stroop	red	blue	0.0	25.0	s557
57.883	1.5	0.564	1.0	stroop	blue	blue	0.0	26.0	s557
60.293	1.5	0.527	1.0	stroop	red	red	0.0	27.0	s557
62.296	1.5	0.576	1.0	stroop	blue	blue	0.0	28.0	s557
64.434	1.5	0.519	1.0	stroop	red	red	0.0	29.0	s557
66.436	1.5	0.639	1.0	stroop	green	green	0.0	30.0	s557
68.438	1.5	0.835	1.0	stroop	blue	green	0.0	31.0	s557
70.439	1.5	0.523	1.0	stroop	red	red	0.0	32.0	s557
72.713	1.5	0.829	1.0	stroop	green	red	0.0	33.0	s557
74.716	1.5	0.549	1.0	stroop	green	red	0.0	34.0	s557
76.992	1.5	0.578	1.0	stroop	green	blue	0.0	35.0	s557
79.266	1.5	0.508	1.0	stroop	green	red	0.0	36.0	s557
81.269	1.5	0.601	1.0	stroop	red	red	0.0	37.0	s557
83.951	1.5	0.609	1.0	stroop	red	blue	0.0	38.0	s557
85.953	1.5	0.789	1.0	stroop	blue	blue	0.0	39.0	s557
88.228	1.5	0.523	1.0	stroop	green	green	0.0	40.0	s557
90.229	1.5	0.522	1.0	stroop	red	red	0.0	41.0	s557
92.232	1.5	0.472	1.0	stroop	red	green	0.0	42.0	s557
94.505	1.5	0.405	1.0	stroop	red	red	0.0	43.0	s557
96.644	1.5	0.572	1.0	stroop	blue	blue	0.0	44.0	s557
99.19	1.5	0.63	1.0	stroop	green	blue	0.0	45.0	s557
101.6	1.5	0.857	1.0	stroop	blue	green	0.0	46.0	s557
103.602	1.5	0.713	1.0	stroop	green	blue	0.0	47.0	s557
105.604	1.5	0.531	1.0	stroop	green	red	0.0	48.0	s557
107.605	1.5	0.487	1.0	stroop	green	green	0.0	49.0	s557
110.151	1.5	0.483	1.0	stroop	green	green	0.0	50.0	s557
112.289	1.5	0.535	1.0	stroop	blue	blue	0.0	51.0	s557
114.291	1.5	0.536	1.0	stroop	green	green	0.0	52.0	s557
116.293	1.5	0.512	1.0	stroop	red	red	0.0	53.0	s557
118.568	1.5	0.72	1.0	stroop	blue	green	0.0	54.0	s557
120.571	1.5	0.622	1.0	stroop	green	green	0.0	55.0	s557
122.572	1.5	0.983	1.0	stroop	green	blue	0.0	56.0	s557
124.71	1.5	0.599	1.0	stroop	green	red	0.0	57.0	s557
126.713	1.5	0.863	1.0	stroop	blue	red	0.0	58.0	s557
128.987	1.5	0.457	1.0	stroop	blue	blue	0.0	59.0	s557
