movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	trigger_times	worker_id	junk
430.092	428.153	1.595	0.2675333333333333	900.0	True	Color		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	702561,703243,703922	s633	False
432.791	431.067	1.595	0.0525333333333333	900.0	True	High-Low		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	705962,706641,707322	s633	False
435.892	434.115	1.595	0.1055333333333333	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	4.0	cue_switch	magnitude	stay	poldrack-single-stim	708682,709362,710041	s633	False
438.372	437.027	1.595	-0.3264666666666667	900.0	True	Orange-Blue		twobytwo	89.0	orange	6.0	task_switch	color	switch	poldrack-single-stim	712081,712761	s633	False
441.057	439.941	0.795	0.2445333333333333	100.0	False	Color	switch	twobytwo	71.0	orange	2.0	cue_switch	color	stay	poldrack-single-stim	714121,714801,715482	s633	True
443.497	442.053	0.795	0.5725333333333333	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	716162,716841,717521	s633	False
446.612	444.434	1.595	0.5065333333333333	900.0	False	Color		twobytwo	71.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	718881,719562,720241,720922	s633	True
448.734	447.483	0.795	0.3795333333333333	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	721601,722282,722961	s633	False
464.137	463.114	0.795	0.1515333333333333	100.0	True	Magnitude	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	magnitude	stay	poldrack-single-stim	737241,737921,738601	s633	False
466.224	465.365	0.795	-0.012466666666666697	100.0	True	Color		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	739282,739961,740641,741321	s633	False
469.649	468.294	1.595	-0.3164666666666667	900.0	True	Orange-Blue	switch	twobytwo	89.0	orange	1.0	cue_switch	color	stay	poldrack-single-stim	742682,743361,744042,744721	s633	False
472.735	471.615	0.795	0.2485333333333333	100.0	True	High-Low		twobytwo	89.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	745402,746082,746763	s633	False
474.43	473.73	0.795	-0.17146666666666668	100.0	False	Color		twobytwo	89.0	#1F45FC	1.0	task_switch	color	switch	poldrack-single-stim	747441,748121,748802	s633	True
477.406	475.978	1.595	-0.2434666666666667	900.0	True	Magnitude		twobytwo	89.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	750842,751522,752202	s633	False
480.302	479.026	0.795	0.4045333333333333	100.0	True	Orange-Blue		twobytwo	89.0	orange	8.0	task_switch	color	switch	poldrack-single-stim	752882,753561,754242	s633	False
482.903	481.277	1.595	-0.0454666666666667	900.0	True	Orange-Blue	stay	twobytwo	71.0	#1F45FC	1.0	cue_stay	color	stay	poldrack-single-stim	756282,756963,757642	s633	False
485.685	484.736	0.795	0.0775333333333333	100.0	True	High-Low		twobytwo	71.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	758322,759002,759682,760363	s633	False
487.771	486.985	0.795	-0.08546666666666669	100.0	True	Color		twobytwo	89.0	orange	2.0	task_switch	color	switch	poldrack-single-stim	761042,761721,762401	s633	False
489.995	489.097	0.795	0.026533333333333305	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	763081,763761,764441	s633	False
491.916	491.212	0.795	-0.1674666666666667	100.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	4.0	cue_stay	magnitude	stay	poldrack-single-stim	765121,765801,766481	s633	False
494.087	493.327	0.795	-0.1114666666666667	100.0	False	Orange-Blue		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	767162,767841,768521	s633	True
497.039	495.436	1.595	-0.0684666666666667	900.0	True	High-Low		twobytwo	71.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	769882,770562,771242,771921	s633	False
499.906	498.487	1.595	-0.2524666666666667	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	773281,773962,774642	s633	False
502.983	501.401	1.595	-0.0894666666666667	900.0	False	Color		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	776002,776682,777363	s633	True
505.115	504.313	0.795	-0.06946666666666669	100.0	True	High-Low		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	778043,778721,779402	s633	False
507.841	506.428	1.595	-0.2584666666666667	900.0	True	Orange-Blue		twobytwo	89.0	orange	4.0	task_switch	color	switch	poldrack-single-stim	781442,782122,782802	s633	False
511.007	509.476	1.595	-0.14046666666666668	900.0	True	Magnitude		twobytwo	89.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	784162,784842,785522	s633	False
513.96	512.524	1.595	-0.23546666666666669	900.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	8.0	task_switch	color	switch	poldrack-single-stim	787561,788241,788921	s633	False
517.465	515.572	1.595	0.2215333333333333	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	4.0	cue_switch	color	stay	poldrack-single-stim	790281,790962,791641	s633	False
519.315	518.622	0.795	-0.1784666666666667	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	9.0	cue_stay	color	stay	poldrack-single-stim	792321,793001,793681,794362	s633	False
523.234	521.417	1.595	0.1455333333333333	900.0	True	Magnitude		twobytwo	71.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	796401,797082,797762	s633	False
525.695	524.872	0.795	-0.0484666666666667	100.0	True	Color		twobytwo	89.0	orange	2.0	task_switch	color	switch	poldrack-single-stim	799122,799802,800481	s633	False
528.25	527.257	0.795	0.1215333333333333	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	8.0	cue_switch	color	stay	poldrack-single-stim	801162,801842,802522	s633	False
530.982	529.644	1.595	-0.3334666666666667	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	color	stay	poldrack-single-stim	804562,805242,805922	s633	False
534.544	532.966	1.595	-0.0934666666666667	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	807963,808642,809322	s633	False
537.739	536.014	1.595	0.0535333333333333	900.0	True	Color	stay	twobytwo	89.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	810683,811361,812041	s633	False
540.91	539.198	1.595	0.0405333333333333	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	814082,814762,815442	s633	False
542.209	542.11	0.795	-0.7724666666666667	100.0	False	Orange-Blue	switch	twobytwo	-1.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	816122,816802,817482	s633	True
546.145	544.36	1.595	0.1135333333333333	900.0	True	High-Low		twobytwo	71.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	818841,819522,820201,820881	s633	False
549.416	547.548	1.595	0.1965333333333333	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	822242,822921,823602	s633	False
551.195	550.462	0.795	-0.1384666666666667	100.0	True	High-Low	switch	twobytwo	71.0	orange	8.0	cue_switch	magnitude	stay	poldrack-single-stim	824282,824962,825642,826322	s633	False
554.937	553.256	1.595	0.009533333333333303	900.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	827683,828362,829042	s633	False
556.939	556.163	0.795	-0.0954666666666667	100.0	True	High-Low	switch	twobytwo	71.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	830402,831082	s633	False
559.312	558.278	0.795	0.1625333333333333	100.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	magnitude	stay	poldrack-single-stim	832443,833122,833802	s633	False
561.426	560.392	0.795	0.1625333333333333	100.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	834482,835162,835842	s633	False
564.262	562.776	1.595	-0.1854666666666667	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	837201,837882,838562	s633	False
566.566	565.688	0.795	0.006533333333333303	100.0	True	Magnitude	switch	twobytwo	71.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	839921,840601	s633	False
569.255	567.803	1.595	-0.2194666666666667	900.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	842642,843321,844002	s633	False
572.201	570.718	1.595	-0.1884666666666667	900.0	False	Magnitude	switch	twobytwo	89.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	845362,846042,846721,847401	s633	True
576.092	574.312	1.595	0.1085333333333333	900.0	True	Magnitude	stay	twobytwo	89.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	848762,849442,850122	s633	False
578.067	577.225	0.795	-0.029466666666666697	100.0	True	Color		twobytwo	71.0	#1F45FC	8.0	task_switch	color	switch	poldrack-single-stim	850802,851482,852162,852842	s633	False
581.119	579.474	1.595	-0.026466666666666697	900.0	True	Orange-Blue	switch	twobytwo	89.0	orange	1.0	cue_switch	color	stay	poldrack-single-stim	854203,854882,855562,856242	s633	False
584.258	582.797	1.595	-0.2104666666666667	900.0	True	High-Low		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	857603,858282,858962	s633	False
586.88	585.847	0.795	0.1615333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	859644,860322,861003	s633	False
588.819	587.959	0.795	-0.011466666666666696	100.0	True	Magnitude		twobytwo	71.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	861683,862361,863041	s633	False
591.493	590.072	1.595	-0.25046666666666667	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	865082,865762,866441	s633	False
594.524	593.533	0.795	0.1195333333333333	100.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	867124,867801,868481,869162	s633	False
597.228	595.783	1.595	-0.2264666666666667	900.0	True	High-Low	switch	twobytwo	71.0	orange	7.0	cue_switch	magnitude	stay	poldrack-single-stim	870522,871202,871882,872562	s633	False
599.946	599.24	0.795	-0.1654666666666667	100.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	9.0	cue_switch	magnitude	stay	poldrack-single-stim	873242,873922,874602,875282	s633	False
603.239	602.037	0.795	0.3305333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	875962,876643,877322	s633	False
604.928	604.151	0.795	-0.0944666666666667	100.0	True	Magnitude		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	878002,878682,879363	s633	False
607.676	606.539	0.795	0.2655333333333333	100.0	True	Orange-Blue		twobytwo	89.0	orange	4.0	task_switch	color	switch	poldrack-single-stim	880723,881403,882082,882762	s633	False
611.135	609.74	1.595	-0.2764666666666667	900.0	True	Color	switch	twobytwo	89.0	orange	6.0	cue_switch	color	stay	poldrack-single-stim	884122,884803,885482	s633	False
614.083	612.652	1.595	-0.2404666666666667	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	color	stay	poldrack-single-stim	887523,888202,888881	s633	False
617.306	615.703	1.595	-0.0684666666666667	900.0	True	Magnitude		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	890241,890921,891602	s633	False
619.536	618.752	0.795	-0.08746666666666669	100.0	True	Magnitude	stay	twobytwo	89.0	orange	3.0	cue_stay	magnitude	stay	poldrack-single-stim	892961,893641,894322	s633	False
621.709	620.869	0.795	-0.0314666666666667	100.0	True	High-Low	switch	twobytwo	71.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	895002,895682,896362	s633	False
624.555	623.255	0.795	0.4285333333333333	100.0	False	High-Low	stay	twobytwo	71.0	#1F45FC	3.0	cue_stay	magnitude	stay	poldrack-single-stim	897042,897722,898403	s633	True
626.723	625.369	1.595	-0.3174666666666667	900.0	True	High-Low	stay	twobytwo	89.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	899762,900442,901122,901802	s633	False
629.574	628.418	0.795	0.2845333333333333	100.0	False	Orange-Blue		twobytwo	89.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	902482,903162,903842	s633	True
632.162	630.668	1.595	-0.1774666666666667	900.0	False	High-Low		twobytwo	71.0	#1F45FC	3.0	task_switch	magnitude	switch	poldrack-single-stim	905202,905882,906562,907242	s633	True
635.526	634.127	0.795	0.5275333333333333	100.0	True	Orange-Blue		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	907922,908602,909283	s633	False
637.321	636.241	0.795	0.2085333333333333	100.0	True	High-Low		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	909963,910642,911322	s633	False
639.691	638.492	0.795	0.3275333333333333	100.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	magnitude	stay	poldrack-single-stim	912682,913362,914041	s633	False
642.196	640.743	1.595	-0.2184666666666667	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	915402,916081,916761	s633	False
644.541	643.793	0.795	-0.1234666666666667	100.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	9.0	cue_switch	magnitude	stay	poldrack-single-stim	917442,918122,918802	s633	False
646.754	645.905	0.795	-0.022466666666666697	100.0	False	Orange-Blue		twobytwo	89.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	919482,920163,920842,921522	s633	True
649.778	648.156	1.595	-0.0494666666666667	900.0	True	Magnitude		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	922882,923562,924242	s633	False
652.112	651.07	0.795	0.17053333333333331	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	924922,925602,926282	s633	False
654.073	653.316	0.795	-0.1144666666666667	100.0	True	Color	switch	twobytwo	89.0	orange	2.0	cue_switch	color	stay	poldrack-single-stim	926962,927642,928322,929003,929682	s633	False
657.624	656.246	1.595	-0.2934666666666667	900.0	True	Magnitude		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	931042,931723,932402	s633	False
660.944	659.297	1.595	-0.024466666666666696	900.0	False	Color		twobytwo	71.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	933762,934443,935122	s633	True
664.032	662.211	1.595	0.1495333333333333	900.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	4.0	cue_switch	color	stay	poldrack-single-stim	937162,937842,938521	s633	False
666.758	665.126	1.595	-0.0394666666666667	900.0	True	High-Low		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	939881,940562,941242	s633	False
669.462	668.31	0.795	0.2805333333333333	100.0	True	Magnitude	switch	twobytwo	89.0	orange	2.0	cue_switch	magnitude	stay	poldrack-single-stim	941922,942601,943282	s633	False
671.86	670.422	0.795	0.5665333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	944642,945323	s633	False
673.961	672.539	1.595	-0.2494666666666667	900.0	True	High-Low		twobytwo	89.0	orange	1.0	task_switch	magnitude	switch	poldrack-single-stim	947362,948043,948722	s633	False
676.338	675.453	0.795	0.013533333333333303	100.0	False	High-Low	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	magnitude	stay	poldrack-single-stim	949402,950083,950763	s633	True
