onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	worker_id	junk	condition
3.021	0.55	-0.01038582677165357	200.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
5.277	0.55	0.01161417322834643	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
7.941	0.55	0.06761417322834642	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
10.606	0.55	0.04561417322834643	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
12.862	0.55	0.03761417322834643	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
15.117	0.55	0.04761417322834643	150.0	0.0	stop_signal	71.0	True	False	go	s641	True	go
17.508	0.55	0.14361417322834644	150.0	1.0	stop_signal	71.0	True	False	stop_failure	s641	False	stop_failure
20.309	0.55	-0.36438582677165354	100.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
22.703	0.55	-0.36438582677165354	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
24.955	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
27.211	0.55	0.14161417322834643	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
29.467	0.55	0.12061417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
32.131	0.55	0.14661417322834644	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
34.796	0.55	0.11861417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
37.052	0.55	0.22761417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
39.58	0.55	0.08061417322834644	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
41.834	0.55	0.02061417322834643	200.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
44.362	0.55	0.08561417322834643	150.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
46.89	0.55	-0.36438582677165354	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
49.417	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
51.809	0.55	0.09061417322834643	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
54.337	0.55	0.10161417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
56.864	0.55	0.10161417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
59.256	0.55	0.09861417322834642	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
61.51	0.55	-0.01738582677165357	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
64.039	0.55	0.04861417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
66.836	0.55	0.09161417322834643	200.0	1.0	stop_signal	71.0	True	False	stop_failure	s641	False	stop_failure
69.363	0.55	-0.36438582677165354	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
71.754	0.55	0.05961417322834643	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
74.01	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
76.267	0.55	0.05261417322834643	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
78.522	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
80.777	0.55	0.16461417322834643	250.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
83.304	0.55	0.14461417322834644	250.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
85.561	0.55	-0.04338582677165357	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
87.817	0.55	0.06461417322834644	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
90.072	0.55	0.07361417322834643	200.0	0.0	stop_signal	71.0	True	False	go	s641	True	go
92.327	0.55	0.19161417322834642	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
94.719	0.55	0.017614173228346432	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
96.973	0.55	0.05861417322834643	200.0	1.0	stop_signal	71.0	True	False	stop_failure	s641	False	stop_failure
99.229	0.55	0.06061417322834643	150.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
100.486	0.55	-0.36438582677165354		0.0	stop_signal	-1.0	True	True	go	s641	True	go
112.005	0.55	0.00961417322834643	150.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
114.262	0.55	0.13661417322834643	100.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
116.79	0.55	0.13561417322834643	50.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
119.18	0.55	0.14761417322834644	50.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
121.708	0.55	-0.36438582677165354	50.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
123.964	0.55	0.13061417322834643	100.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
126.356	0.55	0.05161417322834643	100.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
128.748	0.55	0.03961417322834643	100.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
131.003	0.55	0.01561417322834643	100.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
133.395	0.55	0.09261417322834643	100.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
135.787	0.55	-0.02238582677165357	100.0	1.0	stop_signal	71.0	True	False	stop_failure	s641	False	stop_failure
138.179	0.55	0.14961417322834644	50.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
140.842	0.55	0.21361417322834644	50.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
143.37	0.55	-0.36438582677165354	50.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
145.627	0.55	-0.36438582677165354	100.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
148.563	0.55	0.06061417322834643	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
150.82	0.55	0.11661417322834643	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
153.347	0.55	-0.36438582677165354	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
155.604	0.55	0.16361417322834643	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
157.859	0.55	0.11361417322834642	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
160.114	0.55	0.03661417322834643	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
162.37	0.55	0.06861417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
164.894	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
167.964	0.55	0.03061417322834643	250.0	1.0	stop_signal	71.0	True	False	stop_failure	s641	False	stop_failure
170.22	0.55	0.12661417322834642	200.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
172.611	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
175.002	0.55	0.12661417322834642	250.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
177.53	0.55	0.16261417322834643	250.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
179.921	0.55	0.07261417322834643	250.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
182.312	0.55	0.14361417322834644	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
185.112	0.55	0.04561417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
187.501	0.55	0.06061417322834643	200.0	1.0	stop_signal	71.0	True	False	stop_failure	s641	False	stop_failure
189.757	0.55	-0.36438582677165354	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
192.286	0.55	0.10961417322834643	200.0	1.0	stop_signal	89.0	True	False	stop_failure	s641	False	stop_failure
194.677	0.55	0.17161417322834643	150.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
197.069	0.55	-0.36438582677165354	150.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
199.326	0.55	0.08761417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
201.718	0.55	0.12261417322834643	200.0	1.0	stop_signal	89.0	True	False	go	s641	False	go
203.974	0.55	-0.36438582677165354	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s641	False	stop_success
206.23	0.55	0.15661417322834642	250.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
208.485	0.55	0.11961417322834643	250.0	1.0	stop_signal	71.0	True	False	go	s641	False	go
