movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
6.079	4.523	1.471	-0.048736196319018404	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
10.381	8.809	1.471	-0.032736196319018404	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
14.532	12.82	1.471	0.1072638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
19.487	17.783	1.471	0.0992638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
23.851	22.063	1.471	0.1832638036809816	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
28.137	26.479	1.471	0.053263803680981596	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
32.433	30.899	1.471	-0.07073619631901841	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
37.847	36.002	1.471	0.2402638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
41.465	40.014	1.471	-0.15373619631901841	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
45.512	44.023	1.471	-0.11573619631901841	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
49.516	48.031	1.471	-0.1197361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
53.82	52.182	1.471	0.0332638036809816	BX	1.0	dot_pattern_expectancy	71.0	BX	s541	False
58.247	56.739	1.471	-0.0967361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
62.409	61.027	1.471	-0.2227361963190184	BX	1.0	dot_pattern_expectancy	71.0	BX	s541	False
67.891	66.121	1.471	0.1652638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
71.92	70.134	1.471	0.1812638036809816	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
76.393	75.099	1.471	-0.3107361963190184	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
80.782	79.242	1.471	-0.0647361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
84.885	83.392	1.471	-0.1117361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
88.832	87.401	1.471	-0.1737361963190184	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
93.032	91.552	1.471	-0.1247361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
97.198	95.564	1.471	0.029263803680981595	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
102.245	100.26	1.471	0.3802638036809816	AX	0.0	dot_pattern_expectancy	71.0	AX	s541	True
105.866	104.274	1.471	-0.012736196319018404	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
110.098	108.691	1.471	-0.1977361963190184	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
114.111	112.839	1.471	-0.3327361963190184	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
118.539	116.987	1.471	-0.0527361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
122.725	121.137	1.471	-0.016736196319018404	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
126.861	125.151	1.471	0.1052638036809816	BY	0.0	dot_pattern_expectancy	89.0	BY	s541	True
131.494	129.703	1.471	0.18626380368098158	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
136.093	134.392	1.471	0.0962638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
140.211	138.538	1.471	0.0682638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
144.088	142.821	1.471	-0.3377361963190184	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
148.142	146.829	1.471	-0.2917361963190184	BX	1.0	dot_pattern_expectancy	71.0	BX	s541	False
152.81	151.248	1.471	-0.042736196319018406	AX	0.0	dot_pattern_expectancy	71.0	AX	s541	True
157.498	155.801	1.471	0.0922638036809816	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
161.551	159.946	1.471	0.0002638036809815958	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
165.674	164.227	1.471	-0.15773619631901842	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
169.792	168.374	1.471	-0.18673619631901842	BX	1.0	dot_pattern_expectancy	71.0	BX	s541	False
174.191	172.659	1.471	-0.0727361963190184	AX	1.0	dot_pattern_expectancy	89.0	AX	s541	False
174.16	173.161	1.471	-0.6057361963190184			dot_pattern_expectancy	-1.0		s541	True
188.562	187.177	1.471	-0.21973619631901842	BY	1.0	dot_pattern_expectancy	71.0	BY	s541	False
193.174	191.323	1.471	0.2462638036809816	AY	1.0	dot_pattern_expectancy	71.0	AY	s541	False
