movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	worker_id	junk
4.769	3.512	1.595	-0.39613333333333334	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	7.0	cue_switch	color	stay	poldrack-single-stim	s358	False
7.385	6.554	0.795	-0.022133333333333324	100.0	True	Magnitude		twobytwo	71.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	s358	False
10.431	8.931	1.595	-0.15313333333333332	900.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	s358	False
13.346	11.971	1.595	-0.27813333333333334	900.0	True	Orange-Blue	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	s358	False
16.024	15.147	0.795	0.023866666666666675	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	s358	False
18.278	17.252	0.795	0.17286666666666667	100.0	True	Magnitude	stay	twobytwo	71.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
21.549	20.173	1.595	-0.27713333333333334	900.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s358	False
24.312	23.486	0.795	-0.027133333333333325	100.0	True	High-Low	stay	twobytwo	89.0	#1F45FC	7.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
26.948	25.591	1.595	-0.2961333333333333	900.0	True	High-Low	stay	twobytwo	71.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
30.026	29.04	0.795	0.13286666666666666	100.0	True	Orange-Blue		twobytwo	89.0	orange	3.0	task_switch	color	switch	poldrack-single-stim	s358	False
32.712	31.281	1.595	-0.22213333333333332	900.0	True	High-Low		twobytwo	89.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	s358	False
35.201	34.185	0.795	0.1628666666666667	100.0	True	High-Low	stay	twobytwo	71.0	orange	3.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
37.107	36.29	0.795	-0.03613333333333332	100.0	True	Magnitude	switch	twobytwo	71.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s358	False
39.428	38.532	0.795	0.04286666666666667	100.0	True	Magnitude	stay	twobytwo	71.0	orange	4.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
41.791	40.772	0.795	0.16586666666666666	100.0	True	Color		twobytwo	89.0	orange	3.0	task_switch	color	switch	poldrack-single-stim	s358	False
44.426	43.15	0.795	0.42286666666666667	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	3.0	cue_switch	color	stay	poldrack-single-stim	s358	False
47.939	46.479	1.595	-0.19313333333333332	900.0	True	Color	switch	twobytwo	89.0	orange	9.0	cue_switch	color	stay	poldrack-single-stim	s358	False
50.844	49.382	1.595	-0.19113333333333332	900.0	True	Magnitude		twobytwo	71.0	orange	1.0	task_switch	magnitude	switch	poldrack-single-stim	s358	False
53.252	52.287	0.795	0.11186666666666667	100.0	False	Orange-Blue		twobytwo	89.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	s358	True
54.764	54.665	0.795	-0.7541333333333333	100.0	False	High-Low		twobytwo	-1.0	orange	2.0	task_switch	magnitude	switch	poldrack-single-stim	s358	True
57.636	56.906	0.795	-0.12313333333333333	100.0	True	Magnitude	switch	twobytwo	71.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s358	False
60.403	59.011	1.595	-0.26113333333333333	900.0	True	Magnitude	stay	twobytwo	71.0	orange	1.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
62.571	61.914	0.795	-0.19613333333333333	100.0	True	Magnitude	stay	twobytwo	89.0	orange	9.0	cue_stay	magnitude	stay	poldrack-single-stim	s358	False
