onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stopped	trial_type	worker_id	junk	condition
3.014	0.55	0.24751968503937008	300.0	1.0	stop_signal	89.0	True	False	stop_failure	s626	False	stop_failure
5.267	0.55	0.07551968503937008	250.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
7.928	0.55	-0.011480314960629926	250.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
10.592	0.55	-0.15348031496062992	250.0	0.0	stop_signal	89.0	True	False	go	s626	True	go
12.843	0.55	-0.037480314960629924	250.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
15.096	0.55	-0.20448031496062993	250.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
17.489	0.55	-0.06448031496062992	250.0	1.0	stop_signal	89.0	True	False	stop_failure	s626	False	stop_failure
20.286	0.55	-0.5614803149606299	200.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
22.678	0.55	-0.5614803149606299	250.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
24.934	0.55	-0.5614803149606299	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
27.19	0.55	-0.026480314960629924	350.0	1.0	stop_signal	71.0	True	False	stop_failure	s626	False	stop_failure
29.444	0.55	0.3515196850393701	300.0	1.0	stop_signal	89.0	True	False	go	s626	False	go
32.105	0.55	0.026519685039370074	300.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
34.769	0.55	0.020519685039370076	300.0	1.0	stop_signal	89.0	True	False	go	s626	False	go
37.025	0.55	-0.12848031496062992	300.0	0.0	stop_signal	71.0	True	False	go	s626	True	go
39.548	0.55	0.13551968503937006	300.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
41.804	0.55	-0.5614803149606299	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
44.332	0.55	0.10151968503937008	350.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
46.86	0.55	-0.5614803149606299	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
49.386	0.55	0.019519685039370075	400.0	1.0	stop_signal	89.0	True	False	stop_failure	s626	False	stop_failure
51.778	0.55	-0.5614803149606299	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
54.306	0.55	0.19851968503937006	400.0	1.0	stop_signal	89.0	True	False	go	s626	False	go
56.831	0.55	0.09251968503937008	400.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
59.223	0.55	-0.0014803149606299258	400.0	1.0	stop_signal	89.0	True	False	go	s626	False	go
61.479	0.55	0.15051968503937008	400.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
64.006	0.55	0.022519685039370074	400.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
66.802	0.55	0.0025196850393700743	400.0	1.0	stop_signal	71.0	True	False	stop_failure	s626	False	stop_failure
69.328	0.55	-0.10548031496062993	350.0	0.0	stop_signal	89.0	True	False	stop_failure	s626	True	stop_failure
71.72	0.55	0.20151968503937007	300.0	1.0	stop_signal	71.0	True	False	go	s626	False	go
73.976	0.55	-0.5614803149606299	300.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
76.231	0.55	-0.5614803149606299	350.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
78.483	0.55	-0.5614803149606299	400.0	0.0	stop_signal	-1.0	True	True	stop_success	s626	False	stop_success
80.736	0.55	0.13251968503937006	450.0	1.0	stop_signal	89.0	True	False	go	s626	False	go
