onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	trigger_times	worker_id	junk
476.921	0.56	0.1612598425196851	350.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	603320,604001,604680	s629	False
479.177	0.56	0.2322598425196851	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	605360,606040,606720,607399	s629	False
481.533	0.56	0.15425984251968508	350.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	608079,608760,609440	s629	False
483.789	0.56	-0.6257401574803149	350.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	610120,610799,611480	s629	False
486.045	0.56	-0.6257401574803149	400.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	612160,612840,613520,614199	s629	False
488.3	0.56	-0.1457401574803149	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	614880,615560,616240	s629	False
490.556	0.56	0.10325984251968509	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	616920,617600,618280	s629	False
492.812	0.56	-0.033740157480314906	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	618959,619639,620319,620999	s629	False
495.168	0.56	-0.6257401574803149	450.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	621679,622360,623041	s629	False
497.723	0.56	-0.0637401574803149	500.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	623721,624400,625080,625761,626440	s629	False
500.679	0.56	-0.6257401574803149	500.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	627121,627801,628481	s629	False
502.935	0.56	0.12825984251968509	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	629161,629841,630521,631201	s629	False
505.291	0.56	-0.008740157480314906	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	631879,632560,633240	s629	False
507.847	0.56	-0.0747401574803149	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	633921,634600,635280,635960	s629	False
510.102	0.56	-0.0537401574803149	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	636639,637320,638000	s629	False
512.457	0.56	-0.1117401574803149	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	638680,639359,640040,640719	s629	False
515.012	0.56	-0.002740157480314906	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	641400,642080,642760	s629	False
517.467	0.56	-0.07174015748031491	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	643439,644120,644800,645480	s629	False
518.823	0.56	-0.6257401574803149		0.0	motor_selective_stop_signal	-1.0	True		True		646160,646840,647520,648200,648880,649561,650240,650921,651600,652280,652961	s629	True
530.342	0.56	0.24925984251968508	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	656361,657041,657720,658400	s629	False
532.999	0.56	0.06925984251968509	550.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	659080,659760,660440,661120	s629	False
535.554	0.56	0.021259842519685095	550.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_stop_failure	661800,662479,663160,663840	s629	True
538.311	0.56	0.1712598425196851	500.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	664520,665200,665880,666560	s629	False
540.867	0.56	0.05625984251968509	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	667240,667920,668600	s629	False
543.319	0.56	0.061259842519685095	450.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	669280,669961,670640,671320,672000	s629	False
546.076	0.56	0.2702598425196851	450.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	672681,673360,674040	s629	False
548.631	0.56	0.030259842519685096	450.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	674721,675401,676081,676761	s629	False
550.987	0.56	0.1092598425196851	400.0	0.0	motor_selective_stop_signal	89.0	True	89.0	False	noncrit_nosignal	677440,678120,678801	s629	True
553.243	0.56	0.1812598425196851	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	679481,680161,680841,681521	s629	False
555.899	0.56	-0.041740157480314906	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_stop_failure	682201,682880,683560	s629	False
558.156	0.56	0.03425984251968509	350.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	684241,684920,685600,686280	s629	False
560.512	0.56	0.2842598425196851	350.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_go	686960,687640,688320	s629	True
562.766	0.56	0.016259842519685094	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	689000,689680,690359,691040	s629	False
565.121	0.56	0.0652598425196851	350.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	691720,692400,693080	s629	False
567.477	0.56	0.1072598425196851	350.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	693760,694439,695121	s629	False
569.732	0.56	0.1302598425196851	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	695800,696480,697160,697840,698521	s629	False
572.588	0.56	0.015259842519685094	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	699200,699881,700561	s629	False
574.944	0.56	0.18725984251968508	350.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_go	701240,701921,702601	s629	True
577.2	0.56	-0.015740157480314907	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	703281,703961,704640,705322	s629	False
579.554	0.56	0.1642598425196851	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	706001,706681,707360	s629	False
582.011	0.56	-0.6257401574803149	350.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	708041,708721,709401,710081	s629	False
584.266	0.56	0.6322598425196851	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	710760,711440,712120	s629	False
586.522	0.56	0.0772598425196851	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	712800,713480,714160,714840	s629	False
589.274	0.56	-0.1727401574803149	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	715521,716200,716880,717560	s629	False
591.63	0.56	-0.029740157480314906	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	718240,718920,719600,720281	s629	False
594.386	0.56	0.11525984251968509	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	720961,721640,722320	s629	False
596.839	0.56	0.036259842519685094	400.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	723001,723681,724360,725041	s629	False
599.094	0.56	-0.6257401574803149	400.0	0.0	motor_selective_stop_signal	-1.0	True	89.0	True	crit_stop_success	725722,726401,727081	s629	False
601.45	0.56	0.04825984251968509	450.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	727761,728440,729121,729801	s629	False
604.105	0.56	0.2562598425196851	450.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_stop_failure	730481,731161,731841	s629	True
606.561	0.56	0.0942598425196851	400.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_go	732521,733201,733880,734560	s629	True
608.817	0.56	-0.030740157480314906	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	735240,735922,736601	s629	False
611.173	0.56	-0.014740157480314906	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	737280,737960,738640,739320,740000	s629	False
614.129	0.56	0.1292598425196851	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	740679,741359,742040	s629	False
616.385	0.56	0.1752598425196851	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	742720,743400,744080,744760	s629	False
619.34	0.56	-0.014740157480314906	400.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	745440,746120,746800,747480	s629	False
621.796	0.56	0.08825984251968509	400.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_stop_failure	748162,748841,749520	s629	True
624.052	0.56	0.03325984251968509	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	750201,750880,751560,752240	s629	False
626.406	0.56	-0.06774015748031491	350.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	752920,753600,754281	s629	False
628.863	0.56	-0.047740157480314904	350.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_stop_failure	754961,755641,756321,757001	s629	True
631.118	0.56	0.038259842519685096	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	757680,758361,759041	s629	False
633.573	0.56	0.0902598425196851	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	759721,760402,761081,761760	s629	False
636.329	0.56	0.018259842519685095	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	762441,763121,763801,764479	s629	False
638.585	0.56	0.05025984251968509	300.0	0.0	motor_selective_stop_signal	71.0	True	89.0	False	crit_go	765160,765840,766520	s629	True
640.94	0.56	-0.11974015748031491	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	767200,767880,768560,769240	s629	False
643.396	0.56	-0.1817401574803149	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_nosignal	769920,770600,771280	s629	False
645.752	0.56	0.4612598425196851	300.0	1.0	motor_selective_stop_signal	71.0	True	89.0	False	noncrit_signal	771961,772641,773321	s629	False
648.008	0.56	0.027259842519685093	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	774001,774680,775360,776041	s629	False
650.563	0.56	-0.0917401574803149	300.0	1.0	motor_selective_stop_signal	89.0	True	89.0	False	crit_go	776722,777400,778081,778761	s629	False
