movement_onset	onset	duration	response_time	condition	correct	experiment_exp_id	key_press	trial_type	worker_id	junk
5.918	4.517	1.47	0.03001840490797548	AY	0.0	dot_pattern_expectancy	89.0	AY	s590	True
10.055	8.662	1.47	0.02201840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
14.21	12.815	1.47	0.02401840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
18.194	16.829	1.47	-0.00598159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
22.307	20.837	1.47	0.09901840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
26.483	25.254	1.47	-0.14198159509202452	BX	1.0	dot_pattern_expectancy	71.0	BX	s590	False
30.711	29.4	1.47	-0.05998159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
35.318	33.952	1.47	-0.00498159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
39.687	38.238	1.47	0.07801840490797549	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
43.556	42.247	1.47	-0.06198159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
48.274	46.943	1.47	-0.03998159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
52.186	50.953	1.47	-0.1379815950920245	BX	1.0	dot_pattern_expectancy	71.0	BX	s590	False
58.367	57.137	1.47	-0.14098159509202451	BY	1.0	dot_pattern_expectancy	71.0	BY	s590	False
62.483	61.282	1.47	-0.1699815950920245	BY	1.0	dot_pattern_expectancy	71.0	BY	s590	False
66.673	65.423	1.47	-0.12098159509202452	BX	1.0	dot_pattern_expectancy	71.0	BX	s590	False
70.823	69.431	1.47	0.02101840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
75.212	73.847	1.47	-0.00598159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
79.265	77.995	1.47	-0.10098159509202452	BX	1.0	dot_pattern_expectancy	71.0	BX	s590	False
83.267	82.002	1.47	-0.10598159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
87.737	86.423	1.47	-0.05698159509202452	BY	1.0	dot_pattern_expectancy	71.0	BY	s590	False
92.515	91.114	1.47	0.03001840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
96.702	95.396	1.47	-0.06498159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
100.788	99.402	1.47	0.01501840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
104.716	103.413	1.47	-0.06798159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
109.239	107.968	1.47	-0.09998159509202452	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
114.591	113.341	1.47	-0.12098159509202452	BX	1.0	dot_pattern_expectancy	71.0	BX	s590	False
118.602	117.349	1.47	-0.11798159509202452	BY	1.0	dot_pattern_expectancy	71.0	BY	s590	False
123.008	121.632	1.47	0.00501840490797548	AX	1.0	dot_pattern_expectancy	89.0	AX	s590	False
