onset	duration	response_time	correct	cue	experiment_exp_id	flanker_location	flanker_middle_direction	flanker_type	key_press	trial_type	worker_id	junk
3.511864	0.576	0.5280697674418604	1.0	double	attention_network_task	down	right	congruent	71	poldrack-single-stim	s533	False
6.12	0.576	-0.07493023255813955	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s533	False
8.728	0.576	-0.12693023255813954	1.0	spatial	attention_network_task	down	right	congruent	71	poldrack-single-stim	s533	False
11.332592	0.576	-0.07293023255813955	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s533	False
13.937456000000001	0.576	0.05506976744186045	1.0	double	attention_network_task	down	left	congruent	89	poldrack-single-stim	s533	False
16.543592	0.576	0.14706976744186046	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s533	False
19.151	0.576	0.01006976744186045	1.0	spatial	attention_network_task	up	left	congruent	89	poldrack-single-stim	s533	False
21.757592	0.576	-0.11493023255813956	0.0	double	attention_network_task	up	right	congruent	89	poldrack-single-stim	s533	True
24.365	0.576	0.04906976744186045	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s533	False
26.971592	0.576	-0.10993023255813955	1.0	spatial	attention_network_task	down	left	congruent	89	poldrack-single-stim	s533	False
29.58	0.576	0.12706976744186044	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s533	False
32.187	0.576	0.01006976744186045	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s533	False
34.792592	0.576	-0.12893023255813954	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s533	False
37.400864	0.576	-0.16993023255813955	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s533	False
40.008728000000005	0.576	0.20806976744186045	1.0	double	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s533	False
42.616456	0.576	0.12906976744186044	1.0	double	attention_network_task	down	right	incongruent	71	poldrack-single-stim	s533	False
45.221728000000006	0.576	-0.10693023255813955	1.0	spatial	attention_network_task	up	left	incongruent	89	poldrack-single-stim	s533	False
47.83	0.576	0.17306976744186045	1.0	spatial	attention_network_task	up	right	incongruent	71	poldrack-single-stim	s533	False
50.436592	0.576	-0.06993023255813956	1.0	spatial	attention_network_task	down	left	incongruent	89	poldrack-single-stim	s533	False
53.045	0.576	0.18406976744186046	1.0	spatial	attention_network_task	up	right	congruent	71	poldrack-single-stim	s533	False
