movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	worker_id	junk
4.926	3.514	1.595	-0.19513750000000005	900.0	True	Color	stay	twobytwo	71.0	orange	1.0	cue_stay	color	stay	poldrack-single-stim	s525	False
7.665	6.693	0.795	0.16486249999999997	100.0	True	Magnitude		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
9.789	8.935	0.795	0.04686249999999995	100.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	7.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	False
11.87	11.039	0.795	0.023862499999999953	100.0	True	Color		twobytwo	71.0	orange	3.0	task_switch	color	switch	poldrack-single-stim	s525	False
14.55	13.143	1.595	-0.20013750000000005	900.0	True	High-Low		twobytwo	89.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
17.521	16.183	1.595	-0.26913750000000003	900.0	True	Orange-Blue		twobytwo	71.0	orange	1.0	task_switch	color	switch	poldrack-single-stim	s525	False
20.027	19.088	0.795	0.13186249999999997	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
22.147	21.329	0.795	0.010862499999999954	100.0	True	Magnitude	stay	twobytwo	71.0	orange	6.0	cue_stay	magnitude	stay	poldrack-single-stim	s525	False
25.144	23.843	1.595	-0.30613750000000006	900.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	7.0	task_switch	color	switch	poldrack-single-stim	s525	False
27.675	26.884	0.795	-0.016137500000000044	100.0	True	Magnitude		twobytwo	71.0	orange	8.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
29.709	28.988	0.795	-0.08613750000000005	100.0	True	Orange-Blue		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	s525	False
31.964	31.229	0.795	-0.07213750000000005	100.0	True	Orange-Blue	stay	twobytwo	71.0	orange	7.0	cue_stay	color	stay	poldrack-single-stim	s525	False
35.145	33.605	1.595	-0.06713750000000004	900.0	True	High-Low		twobytwo	89.0	orange	2.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
37.822	36.509	0.795	0.5058625	100.0	True	Orange-Blue		twobytwo	71.0	orange	3.0	task_switch	color	switch	poldrack-single-stim	s525	False
39.82	39.021	0.795	-0.008137500000000046	100.0	True	Color	switch	twobytwo	89.0	#1F45FC	1.0	cue_switch	color	stay	poldrack-single-stim	s525	False
42.204	41.126	0.795	0.27086249999999995	100.0	True	High-Low		twobytwo	89.0	orange	3.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
45.328	43.367	0.795	1.1538625	100.0	False	Orange-Blue		twobytwo	71.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	s525	True
47.336	45.881	1.595	-0.15213750000000004	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	8.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
50.385	48.921	1.595	-0.14313750000000006	900.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	s525	False
53.094	52.237	0.795	0.049862499999999955	100.0	True	High-Low		twobytwo	71.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
55.394	54.478	0.795	0.10886249999999996	100.0	True	Magnitude	switch	twobytwo	89.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	False
57.844	56.583	0.795	0.45386249999999995	100.0	False	Magnitude	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	magnitude	stay	poldrack-single-stim	s525	True
59.978	58.958	0.795	0.21286249999999995	100.0	True	Color		twobytwo	89.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	s525	False
62.405	61.063	1.595	-0.2651375	900.0	True	Magnitude		twobytwo	89.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
65.07	64.239	0.795	0.023862499999999953	100.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	False
67.685	66.615	0.795	0.26286249999999994	100.0	True	Magnitude	switch	twobytwo	89.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	False
70.952	69.672	1.595	-0.3271375	900.0	True	Magnitude	stay	twobytwo	71.0	orange	6.0	cue_stay	magnitude	stay	poldrack-single-stim	s525	False
74.138	73.257	0.795	0.07386249999999996	100.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	4.0	cue_stay	magnitude	stay	poldrack-single-stim	s525	False
76.496	75.498	0.795	0.19086249999999996	100.0	True	Magnitude	stay	twobytwo	89.0	orange	1.0	cue_stay	magnitude	stay	poldrack-single-stim	s525	False
79.532	77.874	1.595	0.050862499999999956	900.0	False	High-Low	switch	twobytwo	71.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	True
82.638	81.05	1.595	-0.019137500000000047	900.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	9.0	task_switch	color	switch	poldrack-single-stim	s525	False
85.64	84.09	1.595	-0.05713750000000004	900.0	True	Color	switch	twobytwo	71.0	orange	2.0	cue_switch	color	stay	poldrack-single-stim	s525	False
89.349	87.401	1.595	0.34086249999999996	900.0	False	Orange-Blue	switch	twobytwo	89.0	orange	2.0	cue_switch	color	stay	poldrack-single-stim	s525	True
92.47	90.443	1.595	0.41986249999999997	900.0	True	Color	switch	twobytwo	89.0	#1F45FC	4.0	cue_switch	color	stay	poldrack-single-stim	s525	False
94.413	93.483	0.795	0.12286249999999996	100.0	True	Orange-Blue	switch	twobytwo	71.0	orange	6.0	cue_switch	color	stay	poldrack-single-stim	s525	False
96.906	95.587	1.595	-0.28813750000000005	900.0	True	Orange-Blue	stay	twobytwo	89.0	#1F45FC	1.0	cue_stay	color	stay	poldrack-single-stim	s525	False
99.521	98.491	0.795	0.22286249999999996	100.0	True	Color	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	s525	False
101.834	100.594	1.595	-0.36713750000000006	900.0	True	Orange-Blue	switch	twobytwo	71.0	orange	6.0	cue_switch	color	stay	poldrack-single-stim	s525	False
104.955	103.499	1.595	-0.15113750000000004	900.0	True	Color	switch	twobytwo	71.0	orange	7.0	cue_switch	color	stay	poldrack-single-stim	s525	False
107.354	106.403	0.795	0.14386249999999995	100.0	True	Orange-Blue	switch	twobytwo	71.0	orange	4.0	cue_switch	color	stay	poldrack-single-stim	s525	False
109.625	108.779	0.795	0.03886249999999995	100.0	True	Color	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	s525	False
112.246	111.291	0.795	0.14786249999999995	100.0	True	Color	stay	twobytwo	71.0	orange	1.0	cue_stay	color	stay	poldrack-single-stim	s525	False
114.302	113.395	0.795	0.09986249999999995	100.0	True	High-Low		twobytwo	89.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
117.003	115.636	1.595	-0.24013750000000006	900.0	True	Magnitude	switch	twobytwo	89.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	False
120.345	118.54	0.795	0.9978625	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	8.0	task_switch	color	switch	poldrack-single-stim	s525	False
122.448	120.78	1.595	0.06086249999999995	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	9.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
125.604	124.228	1.595	-0.23113750000000005	900.0	True	Color		twobytwo	71.0	orange	4.0	task_switch	color	switch	poldrack-single-stim	s525	False
128.649	127.812	0.795	0.029862499999999955	100.0	True	Orange-Blue	switch	twobytwo	89.0	#1F45FC	7.0	cue_switch	color	stay	poldrack-single-stim	s525	False
131.821	131.004	0.795	0.009862499999999955	100.0	True	Color	switch	twobytwo	71.0	orange	9.0	cue_switch	color	stay	poldrack-single-stim	s525	False
134.651	133.244	1.595	-0.20013750000000005	900.0	True	Orange-Blue	switch	twobytwo	71.0	orange	4.0	cue_switch	color	stay	poldrack-single-stim	s525	False
138.055	136.693	1.595	-0.24513750000000004	900.0	True	Color	switch	twobytwo	89.0	#1F45FC	1.0	cue_switch	color	stay	poldrack-single-stim	s525	False
140.78	139.597	0.795	0.37586249999999993	100.0	True	High-Low		twobytwo	71.0	#1F45FC	8.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
143.193	141.836	1.595	-0.25013750000000007	900.0	True	Color		twobytwo	89.0	#1F45FC	7.0	task_switch	color	switch	poldrack-single-stim	s525	False
146.213	144.741	1.595	-0.13513750000000005	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	7.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
149.543	148.053	1.595	-0.11713750000000005	900.0	True	High-Low	switch	twobytwo	89.0	orange	4.0	cue_switch	magnitude	stay	poldrack-single-stim	s525	False
151.767	150.957	0.795	0.0028624999999999545	100.0	True	High-Low	stay	twobytwo	71.0	orange	8.0	cue_stay	magnitude	stay	poldrack-single-stim	s525	False
154.02	153.062	0.795	0.15086249999999995	100.0	True	Orange-Blue		twobytwo	89.0	#1F45FC	1.0	task_switch	color	switch	poldrack-single-stim	s525	False
157.168	155.165	1.595	0.39586249999999995	900.0	True	Orange-Blue	stay	twobytwo	89.0	#1F45FC	3.0	cue_stay	color	stay	poldrack-single-stim	s525	False
160.127	158.752	1.595	-0.23213750000000005	900.0	True	Color	switch	twobytwo	89.0	#1F45FC	4.0	cue_switch	color	stay	poldrack-single-stim	s525	False
162.568	161.928	0.795	-0.16713750000000005	100.0	True	Color	stay	twobytwo	71.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	s525	False
165.77	164.441	1.595	-0.27813750000000004	900.0	True	Color	stay	twobytwo	71.0	orange	8.0	cue_stay	color	stay	poldrack-single-stim	s525	False
170.111	168.569	1.595	-0.06513750000000004	900.0	True	Magnitude		twobytwo	89.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
172.806	171.881	0.795	0.11786249999999995	100.0	True	Color		twobytwo	89.0	#1F45FC	9.0	task_switch	color	switch	poldrack-single-stim	s525	False
176.377	174.802	1.595	-0.03213750000000005	900.0	True	High-Low		twobytwo	89.0	orange	1.0	task_switch	magnitude	switch	poldrack-single-stim	s525	False
