onset	duration	response_time	condition	correct	experiment_exp_id	key_press	stim_color	stim_word	trial_type	worker_id	junk
3.521	0.639	0.162	incongruent	1.0	stroop	89	red	green	incongruent	s642	False
5.525	0.639	-0.059	congruent	1.0	stroop	82	green	green	congruent	s642	False
8.072	0.639	-0.133	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
10.214	0.639	-0.096	congruent	1.0	stroop	82	green	green	congruent	s642	False
12.22	0.639	-0.076	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
14.225	0.639	-0.116	congruent	1.0	stroop	89	red	red	congruent	s642	False
16.504	0.639	0.174	incongruent	1.0	stroop	89	red	green	incongruent	s642	False
18.508	0.639	-0.024	congruent	1.0	stroop	89	red	red	congruent	s642	False
20.513	0.639	-0.031	incongruent	1.0	stroop	89	red	green	incongruent	s642	False
22.653	0.639	0.003	incongruent	1.0	stroop	82	green	blue	incongruent	s642	False
24.659	0.639	-0.035	incongruent	1.0	stroop	71	blue	red	incongruent	s642	False
26.937	0.639	-0.034	congruent	1.0	stroop	82	green	green	congruent	s642	False
29.079	0.639	0.034	incongruent	1.0	stroop	82	green	blue	incongruent	s642	False
31.492	0.639	-0.122	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
33.498	0.639	-0.167	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
35.504	0.639	-0.155	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
38.324	0.639	0.07	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
40.33	0.639	-0.017	incongruent	1.0	stroop	82	green	blue	incongruent	s642	False
42.336	0.639	-0.073	congruent	1.0	stroop	82	green	green	congruent	s642	False
44.476	0.639	-0.148	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
46.482	0.639	0.127	incongruent	1.0	stroop	82	green	blue	incongruent	s642	False
48.488	0.639	0.036	congruent	1.0	stroop	89	red	red	congruent	s642	False
50.494	0.639	0.055	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
52.498	0.639	-0.013	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
54.504	0.639	-0.079	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
56.506	0.639	0.012	congruent	1.0	stroop	82	green	green	congruent	s642	False
58.513	0.639	-0.027	incongruent	1.0	stroop	89	red	blue	incongruent	s642	False
60.79	0.639	0.059	incongruent	1.0	stroop	89	red	blue	incongruent	s642	False
62.796	0.639	0.141	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
64.936	0.639	-0.143	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
66.942	0.639	-0.108	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
69.084	0.639	0.163	congruent	1.0	stroop	82	green	green	congruent	s642	False
71.089	0.639	-0.018	congruent	1.0	stroop	89	red	red	congruent	s642	False
73.095	0.639	0.343	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
75.1	0.639	-0.104	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
77.379	0.639	0.054	incongruent	1.0	stroop	89	red	green	incongruent	s642	False
79.384	0.639	-0.032	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
81.527	0.639	-0.069	congruent	1.0	stroop	89	red	red	congruent	s642	False
83.94	0.639	0.036	incongruent	0.0	stroop	82	red	blue	incongruent	s642	True
86.218	0.639	0.129	congruent	1.0	stroop	71	blue	blue	congruent	s642	False
88.902	0.639	-0.034	congruent	1.0	stroop	89	red	red	congruent	s642	False
90.909	0.639	0.302	congruent	0.0	stroop	71	green	green	congruent	s642	True
93.323	0.639	-0.009	congruent	1.0	stroop	82	green	green	congruent	s642	False
95.465	0.639	0.099	incongruent	1.0	stroop	71	blue	green	incongruent	s642	False
98.148	0.639	-0.162	incongruent	1.0	stroop	89	red	blue	incongruent	s642	False
100.154	0.639	-0.047	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
102.296	0.639	0.012	congruent	1.0	stroop	89	red	red	congruent	s642	False
105.253	0.639	0.005	incongruent	1.0	stroop	82	green	red	incongruent	s642	False
107.256	0.639	0.038	incongruent	1.0	stroop	71	blue	red	incongruent	s642	False
