movement_onset	onset	response_time	planning	condition	experiment_exp_id	key_press	problem_id	trial_type	worker_id	junk	duration
8.438	3.014	4.642018518518518	1	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s585	False	2.985
9.487	8.44	0.2650185185185185	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s585	False	
10.577	9.489	0.30601851851851847	0	UA_with_intermeidate	ward_and_allport	71	0.0	poldrack-single-stim	s585	False	
11.321	10.577	-0.037981481481481526	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s585	False	
12.658	11.324	0.5520185185185185	0	UA_with_intermeidate	ward_and_allport	82	0.0	poldrack-single-stim	s585	False	
13.233	12.659	-0.20798148148148152	0	UA_with_intermeidate	ward_and_allport	89	0.0	poldrack-single-stim	s585	False	
13.237	13.238	-0.7829814814814815	0	UA_with_intermeidate	ward_and_allport	-1	0.0	poldrack-single-stim	s585	True	
17.972	15.741	1.4490185185185185	1	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s585	False	2.985
18.505	17.974	-0.2509814814814815	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s585	False	
19.289	18.508	-0.0009814814814815237	0	UA_with_intermeidate	ward_and_allport	71	1.0	poldrack-single-stim	s585	False	
19.728	19.291	-0.3449814814814815	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s585	False	
20.537	19.73	0.025018518518518475	0	UA_with_intermeidate	ward_and_allport	82	1.0	poldrack-single-stim	s585	False	
20.97	20.538	-0.3499814814814815	0	UA_with_intermeidate	ward_and_allport	89	1.0	poldrack-single-stim	s585	False	
20.972	20.973	-0.7829814814814815	0	UA_with_intermeidate	ward_and_allport	-1	1.0	poldrack-single-stim	s585	True	
25.545	23.075	1.6880185185185186	1	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s585	False	2.985
25.997	25.547	-0.33198148148148154	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s585	False	
28.058	26.0	1.2760185185185184	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s585	False	
28.755	28.06	-0.08698148148148152	0	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s585	False	
30.214	28.758	0.6740185185185185	0	UA_without_intermeidate	ward_and_allport	82	2.0	poldrack-single-stim	s585	False	
30.681	30.215	-0.31598148148148153	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s585	False	
31.159	30.683	-0.3059814814814815	0	UA_without_intermeidate	ward_and_allport	71	2.0	poldrack-single-stim	s585	False	
31.648	31.16	-0.2939814814814815	0	UA_without_intermeidate	ward_and_allport	89	2.0	poldrack-single-stim	s585	False	
31.65	31.651	-0.7829814814814815	0	UA_without_intermeidate	ward_and_allport	-1	2.0	poldrack-single-stim	s585	True	
36.428	33.853	1.7930185185185186	1	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s585	False	2.985
36.78	36.43	-0.4319814814814815	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s585	False	
38.217	36.783	0.6520185185185184	0	UA_without_intermeidate	ward_and_allport	82	3.0	poldrack-single-stim	s585	False	
38.646	38.218	-0.3539814814814815	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s585	False	
39.246	38.647	-0.18298148148148152	0	UA_without_intermeidate	ward_and_allport	71	3.0	poldrack-single-stim	s585	False	
39.594	39.247	-0.4349814814814815	0	UA_without_intermeidate	ward_and_allport	89	3.0	poldrack-single-stim	s585	False	
39.599	39.6	-0.7829814814814815	0	UA_without_intermeidate	ward_and_allport	-1	3.0	poldrack-single-stim	s585	True	
48.686	43.612	4.2920185185185185	1	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s585	False	2.985
50.006	48.687	0.5370185185185185	0	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s585	False	
51.391	50.008	0.6010185185185185	0	PA_with_intermediate	ward_and_allport	89	0.0	poldrack-single-stim	s585	False	
52.499	51.393	0.3240185185185185	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s585	False	
53.101	52.502	-0.18298148148148152	0	PA_with_intermediate	ward_and_allport	82	0.0	poldrack-single-stim	s585	False	
53.482	53.103	-0.4029814814814815	0	PA_with_intermediate	ward_and_allport	71	0.0	poldrack-single-stim	s585	False	
53.485	53.486	-0.7829814814814815	0	PA_with_intermediate	ward_and_allport	-1	0.0	poldrack-single-stim	s585	True	
60.327	55.896	3.649018518518518	1	PA_without_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s585	False	2.985
61.001	60.328	-0.10898148148148153	0	PA_without_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s585	False	
62.477	61.004	0.6910185185185185	0	PA_without_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s585	False	
64.558	62.478	1.2980185185185185	0	PA_without_intermediate	ward_and_allport	71	1.0	poldrack-single-stim	s585	False	
65.109	64.561	-0.2339814814814815	0	PA_without_intermediate	ward_and_allport	82	1.0	poldrack-single-stim	s585	False	
65.667	65.11	-0.22498148148148153	0	PA_without_intermediate	ward_and_allport	89	1.0	poldrack-single-stim	s585	False	
65.671	65.672	-0.7829814814814815	0	PA_without_intermediate	ward_and_allport	-1	1.0	poldrack-single-stim	s585	True	
71.363	68.355	2.226018518518518	1	PA_with_intermediate	ward_and_allport	71	2.0	poldrack-single-stim	s585	False	2.985
72.773	71.365	0.6260185185185185	0	PA_with_intermediate	ward_and_allport	82	2.0	poldrack-single-stim	s585	False	
73.299	72.776	-0.25898148148148153	0	PA_with_intermediate	ward_and_allport	71	2.0	poldrack-single-stim	s585	False	
73.79	73.301	-0.2929814814814815	0	PA_with_intermediate	ward_and_allport	89	2.0	poldrack-single-stim	s585	False	
74.222	73.793	-0.3529814814814815	0	PA_with_intermediate	ward_and_allport	82	2.0	poldrack-single-stim	s585	False	
74.903	74.223	-0.10198148148148152	0	PA_with_intermediate	ward_and_allport	89	2.0	poldrack-single-stim	s585	False	
74.908	74.909	-0.7829814814814815	0	PA_with_intermediate	ward_and_allport	-1	2.0	poldrack-single-stim	s585	True	
83.009	79.632	2.5950185185185184	1	PA_without_intermediate	ward_and_allport	89	3.0	poldrack-single-stim	s585	False	2.985
84.138	83.01	0.3460185185185185	0	PA_without_intermediate	ward_and_allport	71	3.0	poldrack-single-stim	s585	False	
85.37	84.14	0.4480185185185185	0	PA_without_intermediate	ward_and_allport	89	3.0	poldrack-single-stim	s585	False	
85.786	85.372	-0.3679814814814815	0	PA_without_intermediate	ward_and_allport	82	3.0	poldrack-single-stim	s585	False	
