rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_coding,item_text,options,response,coded_response,exp_id
1962,13,text,0,1964,0.0-0.0,s546,,,,,,,,,,,,,,
4107,66,poldrack-text,1,7074,0.0-1.0,s546,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>,4107.0,500.0,fmri_response_test,,,,,,,,,,
1207,89,poldrack-text,2,8783,0.0-2.0,s546,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1207.0,500.0,fmri_response_test,,,,,,,,,,
639,71,poldrack-text,3,9923,0.0-3.0,s546,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,639.0,500.0,fmri_response_test,,,,,,,,,,
413,82,poldrack-text,4,10838,0.0-4.0,s546,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,413.0,500.0,fmri_response_test,,,,,,,,,,
344,77,poldrack-text,5,11684,0.0-5.0,s546,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,344.0,500.0,fmri_response_test,,,,,,,,,,
27913,32,poldrack-single-stim,6,40100,0.0-6.0,s546,,27913.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,27913.0,,,,,,,
24143,32,poldrack-text,7,64243,0.0-7.0,s546,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,24143.0,0.0,fmri_scanner_wait,,,,,,,,,,
1450,84,poldrack-text,8,65693,0.0-8.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1450.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,9,66373,0.0-9.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,10,67053,0.0-10.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,11,67733,0.0-11.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,12,68413,0.0-12.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,13,69093,0.0-13.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,14,69773,0.0-14.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,15,70453,0.0-15.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,16,71133,0.0-16.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,17,71813,0.0-17.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,18,72494,0.0-18.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,19,73173,0.0-19.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,20,73853,0.0-20.0,s546,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
