"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"5837","13","text","0","5840","0.0-0.0","s644","","","","","","","","","","","","","","","","","",""
"1572","89","poldrack-text","1","8418","0.0-1.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1572","500","fmri_response_test","","","","","","","","","","","","","",""
"634","71","poldrack-text","2","9557","0.0-2.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","634","500","fmri_response_test","","","","","","","","","","","","","",""
"665","82","poldrack-text","3","10728","0.0-3.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","665","500","fmri_response_test","","","","","","","","","","","","","",""
"23864","32","poldrack-single-stim","4","35100","0.0-4.0","s644","","23864","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","23864","","","","","","","","","","",""
"26296","32","poldrack-text","5","61396","0.0-5.0","s644","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","26296","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1362","84","poldrack-text","6","62759","0.0-6.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1362","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","63439","0.0-7.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","64119","0.0-8.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","64799","0.0-9.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","65479","0.0-10.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","66159","0.0-11.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
