"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"3998","13","text","0","4001","0.0-0.0","s620","","","","","","","","","","","","","","","","","",""
"1926","89","poldrack-text","1","6931","0.0-1.0","s620","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1926","500","fmri_response_test","","","","","","","","","","","","","",""
"3713","71","poldrack-text","2","11144","0.0-2.0","s620","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","3713","500","fmri_response_test","","","","","","","","","","","","","",""
"6054","82","poldrack-text","3","17702","0.0-3.0","s620","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","6054","500","fmri_response_test","","","","","","","","","","","","","",""
"31007","32","poldrack-single-stim","4","49215","0.0-4.0","s620","","31007","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","31007","","","","","","","","","","",""
"37577","32","poldrack-text","5","86793","0.0-5.0","s620","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","37577","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2182","84","poldrack-text","6","88976","0.0-6.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2182","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"84","84","poldrack-text","7","89061","0.0-7.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"84","84","poldrack-text","8","89146","0.0-8.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"85","84","poldrack-text","9","89231","0.0-9.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"84","84","poldrack-text","10","89316","0.0-10.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"85","84","poldrack-text","11","89401","0.0-11.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"84","84","poldrack-text","12","89486","0.0-12.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"84","84","poldrack-text","13","89571","0.0-13.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"84","84","poldrack-text","14","89656","0.0-14.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","","","","","",""
