"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1635","13","text","0","1637","0.0-0.0","s650","","","","","","","","","","","","","","","",""
"1610","89","poldrack-text","1","4248","0.0-1.0","s650","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1610","500","fmri_response_test","","","","","","","","","","","",""
"589","71","poldrack-text","2","5340","0.0-2.0","s650","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","589","500","fmri_response_test","","","","","","","","","","","",""
"1086","82","poldrack-text","3","6928","0.0-3.0","s650","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1086","500","fmri_response_test","","","","","","","","","","","",""
"19089","32","poldrack-single-stim","4","26521","0.0-4.0","s650","","19089","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","19089","","","","","","","","",""
"1444","82","poldrack-categorize","5","29028","0.0-5.0-0.0-0.0","s650","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","29280","0.0-5.0-1.0","s650","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1023","71","poldrack-categorize","7","31284","0.0-5.0-2.0-0.0","s650","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","2","practice",""
"-1","-1","poldrack-single-stim","8","31536","0.0-5.0-3.0","s650","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1209","89","poldrack-categorize","9","33540","0.0-5.0-4.0-0.0","s650","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","33792","0.0-5.0-5.0","s650","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
