"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","bonus"
"","2971","71","5112","0","","poldrack-single-stim","102","491583","0.0-102.0","discount_fixed","486623,487303,487983,488663,489343,490023,490703,491383","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">125 days</div></div>","89,71","4000","","20","24","125","smaller_sooner",""
"","903","89","5112","0","","poldrack-single-stim","103","496701","0.0-103.0","discount_fixed","492064,492743,493423,494104,494784,495463,496144","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">36 days</div></div>","89,71","4000","","20","58","36","larger_later",""
"","765","89","4704","0","","poldrack-single-stim","104","501407","0.0-104.0","discount_fixed","496822,497503,498182,498863,499542,500223,500903","<div class = dd-stim><div class = amtbox style = ""color:white"">$63</div><br><br><div class = delbox style = ""color:white"">37 days</div></div>","89,71","4000","","20","63","37","larger_later",""
"","1106","89","4840","0","","poldrack-single-stim","105","506250","0.0-105.0","discount_fixed","501583,502263,502943,503623,504304,504983,505663","<div class = dd-stim><div class = amtbox style = ""color:white"">$75</div><br><br><div class = delbox style = ""color:white"">41 days</div></div>","89,71","4000","","20","75","41","larger_later",""
"","1249","89","4840","0","","poldrack-single-stim","106","511093","0.0-106.0","discount_fixed","506343,507024,507703,508384,509063,509743,510423","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">72 days</div></div>","89,71","4000","","20","45","72","larger_later",""
"","1493","89","6880","0","","poldrack-single-stim","107","517976","0.0-107.0","discount_fixed","511103,511783,512464,513143,513824,514504,515184,515863,516544,517223,517904","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","25","74","larger_later",""
"","771","89","4568","0","","poldrack-single-stim","108","522550","0.0-108.0","discount_fixed","518583,519264,519943,520624,521303,521984","<div class = dd-stim><div class = amtbox style = ""color:white"">$65</div><br><br><div class = delbox style = ""color:white"">137 days</div></div>","89,71","4000","","20","65","137","larger_later",""
"","573","89","4772","0","","poldrack-single-stim","109","527323","0.0-109.0","discount_fixed","522662,523343,524022,524704,525383,526063,526743","<div class = dd-stim><div class = amtbox style = ""color:white"">$49</div><br><br><div class = delbox style = ""color:white"">140 days</div></div>","89,71","4000","","20","49","140","larger_later",""
"","501","89","7016","0","","poldrack-single-stim","110","534342","0.0-110.0","discount_fixed","527423,528103,528784,529463,530143,530823,531504,532183,532864,533543,534224","<div class = dd-stim><div class = amtbox style = ""color:white"">$67</div><br><br><div class = delbox style = ""color:white"">103 days</div></div>","89,71","4000","","20","67","103","larger_later",""
"","1115","89","4704","0","","poldrack-single-stim","111","539052","0.0-111.0","discount_fixed","534904,535584,536263,536944,537623,538304,538983","<div class = dd-stim><div class = amtbox style = ""color:white"">$69</div><br><br><div class = delbox style = ""color:white"">172 days</div></div>","89,71","4000","","20","69","172","larger_later",""
"","980","89","5180","0","","poldrack-single-stim","112","544236","0.0-112.0","discount_fixed","539664,540343,541024,541703,542384,543063,543744","<div class = dd-stim><div class = amtbox style = ""color:white"">$66</div><br><br><div class = delbox style = ""color:white"">71 days</div></div>","89,71","4000","","20","66","71","larger_later",""
"","743","89","5044","0","","poldrack-single-stim","113","549281","0.0-113.0","discount_fixed","544423,545104,545783,546464,547143,547824,548503,549183","<div class = dd-stim><div class = amtbox style = ""color:white"">$71</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","71","176","larger_later",""
"","928","89","5316","0","","poldrack-single-stim","114","554599","0.0-114.0","discount_fixed","549863,550543,551223,551903,552583,553263,553943","<div class = dd-stim><div class = amtbox style = ""color:white"">$31</div><br><br><div class = delbox style = ""color:white"">76 days</div></div>","89,71","4000","","20","31","76","larger_later",""
"","1302","89","4568","0","","poldrack-single-stim","115","559170","0.0-115.0","discount_fixed","554623,555304,555983,556663,557343,558023,558703","<div class = dd-stim><div class = amtbox style = ""color:white"">$43</div><br><br><div class = delbox style = ""color:white"">19 days</div></div>","89,71","4000","","20","43","19","larger_later",""
"","1220","89","4636","0","","poldrack-single-stim","116","563810","0.0-116.0","discount_fixed","559383,560063,560743,561423,562104,562783,563464","<div class = dd-stim><div class = amtbox style = ""color:white"">$60</div><br><br><div class = delbox style = ""color:white"">124 days</div></div>","89,71","4000","","20","60","124","larger_later",""
"","1352","89","4908","0","","poldrack-single-stim","117","568722","0.0-117.0","discount_fixed","564143,564824,565504,566184,566863,567544,568223","<div class = dd-stim><div class = amtbox style = ""color:white"">$27</div><br><br><div class = delbox style = ""color:white"">142 days</div></div>","89,71","4000","","20","27","142","larger_later",""
"","718","89","4500","0","","poldrack-single-stim","118","573224","0.0-118.0","discount_fixed","568904,569583,570264,570944,571624,572304,572984","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">70 days</div></div>","89,71","4000","","20","25","70","larger_later",""
"","572","89","4976","0","","poldrack-single-stim","119","578205","0.0-119.0","discount_fixed","573664,574344,575024,575704,576383,577064,577743","<div class = dd-stim><div class = amtbox style = ""color:white"">$44</div><br><br><div class = delbox style = ""color:white"">92 days</div></div>","89,71","4000","","20","44","92","larger_later",""
"","1100","89","4908","0","","poldrack-single-stim","120","583117","0.0-120.0","discount_fixed","578424,579103,579784,580463,581144,581823,582504","<div class = dd-stim><div class = amtbox style = ""color:white"">$41</div><br><br><div class = delbox style = ""color:white"">27 days</div></div>","89,71","4000","","20","41","27","larger_later",""
"","617","89","4568","0","","poldrack-single-stim","121","587688","0.0-121.0","discount_fixed","583183,583864,584543,585224,585904,586584,587263","<div class = dd-stim><div class = amtbox style = ""color:white"">$64</div><br><br><div class = delbox style = ""color:white"">89 days</div></div>","89,71","4000","","20","64","89","larger_later",""
"","693","89","4500","0","","poldrack-single-stim","122","592190","0.0-122.0","discount_fixed","587944,588623,589304,589983,590664,591343,592024","<div class = dd-stim><div class = amtbox style = ""color:white"">$78</div><br><br><div class = delbox style = ""color:white"">108 days</div></div>","89,71","4000","","20","78","108","larger_later",""
"","552","89","6200","0","","poldrack-single-stim","123","598393","0.0-123.0","discount_fixed","592704,593383,594064,594745,595424,596105,596784,597465,598144","<div class = dd-stim><div class = amtbox style = ""color:white"">$80</div><br><br><div class = delbox style = ""color:white"">145 days</div></div>","89,71","4000","","20","80","145","larger_later",""
"","918","89","4704","0","","poldrack-single-stim","124","603102","0.0-124.0","discount_fixed","598825,599504,600185,600864,601544,602223,602904","<div class = dd-stim><div class = amtbox style = ""color:white"">$41</div><br><br><div class = delbox style = ""color:white"">174 days</div></div>","89,71","4000","","20","41","174","larger_later",""
"","852","89","5044","0","","poldrack-single-stim","125","608148","0.0-125.0","discount_fixed","603583,604264,604943,605624,606304,606984,607663","<div class = dd-stim><div class = amtbox style = ""color:white"">$42</div><br><br><div class = delbox style = ""color:white"">145 days</div></div>","89,71","4000","","20","42","145","larger_later",""
"","916","89","5044","0","","poldrack-single-stim","126","613193","0.0-126.0","discount_fixed","608344,609023,609704,610383,611064,611744,612424,613104","<div class = dd-stim><div class = amtbox style = ""color:white"">$36</div><br><br><div class = delbox style = ""color:white"">114 days</div></div>","89,71","4000","","20","36","114","larger_later",""
"","630","89","5180","0","","poldrack-single-stim","127","618378","0.0-127.0","discount_fixed","613784,614464,615144,615824,616505,617184,617864","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">55 days</div></div>","89,71","4000","","20","58","55","larger_later",""
"","940","89","4976","0","","poldrack-single-stim","128","623359","0.0-128.0","discount_fixed","618544,619224,619904,620584,621264,621944,622624,623305","<div class = dd-stim><div class = amtbox style = ""color:white"">$81</div><br><br><div class = delbox style = ""color:white"">58 days</div></div>","89,71","4000","","20","81","58","larger_later",""
"","459","89","4772","0","","poldrack-single-stim","129","628133","0.0-129.0","discount_fixed","623984,624664,625344,626025,626705,627383,628064","<div class = dd-stim><div class = amtbox style = ""color:white"">$32</div><br><br><div class = delbox style = ""color:white"">111 days</div></div>","89,71","4000","","20","32","111","larger_later",""
"","2930","89","4772","0","","poldrack-single-stim","130","632906","0.0-130.0","discount_fixed","628743,629424,630103,630784,631463,632146,632823","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">141 days</div></div>","89,71","4000","","20","25","141","larger_later",""
"","1770","89","5180","0","","poldrack-single-stim","131","638090","0.0-131.0","discount_fixed","633504,634183,634864,635543,636224,636904,637584","<div class = dd-stim><div class = amtbox style = ""color:white"">$67</div><br><br><div class = delbox style = ""color:white"">23 days</div></div>","89,71","4000","","20","67","23","larger_later",""
"","798","89","5180","0","","poldrack-single-stim","132","643275","0.0-132.0","discount_fixed","638264,638944,639624,640304,640984,641664,642344,643024","<div class = dd-stim><div class = amtbox style = ""color:white"">$77</div><br><br><div class = delbox style = ""color:white"">161 days</div></div>","89,71","4000","","20","77","161","larger_later",""
"","471","89","5248","0","","poldrack-single-stim","133","648528","0.0-133.0","discount_fixed","643704,644384,645064,645744,646424,647105,647784,648465","<div class = dd-stim><div class = amtbox style = ""color:white"">$55</div><br><br><div class = delbox style = ""color:white"">163 days</div></div>","89,71","4000","","20","55","163","larger_later",""
"","457","89","4568","0","","poldrack-single-stim","134","653099","0.0-134.0","discount_fixed","649144,649824,650504,651185,651864,652544","<div class = dd-stim><div class = amtbox style = ""color:white"">$40</div><br><br><div class = delbox style = ""color:white"">159 days</div></div>","89,71","4000","","20","40","159","larger_later",""
"","844","89","4500","0","","poldrack-single-stim","135","657601","0.0-135.0","discount_fixed","653224,653903,654583,655264,655943,656624,657304","<div class = dd-stim><div class = amtbox style = ""color:white"">$76</div><br><br><div class = delbox style = ""color:white"">161 days</div></div>","89,71","4000","","20","76","161","larger_later",""
"","776","89","4908","0","","poldrack-single-stim","136","662513","0.0-136.0","discount_fixed","657984,658663,659344,660023,660704,661383,662064","<div class = dd-stim><div class = amtbox style = ""color:white"">$48</div><br><br><div class = delbox style = ""color:white"">128 days</div></div>","89,71","4000","","20","48","128","larger_later",""
"","871","89","4568","0","","poldrack-single-stim","137","667084","0.0-137.0","discount_fixed","662744,663425,664103,664785,665464,666144,666824","<div class = dd-stim><div class = amtbox style = ""color:white"">$39</div><br><br><div class = delbox style = ""color:white"">95 days</div></div>","89,71","4000","","20","39","95","larger_later",""
"","1051","89","6200","0","","poldrack-single-stim","138","673287","0.0-138.0","discount_fixed","667506,668184,668864,669544,670225,670904,671584,672264,672945","<div class = dd-stim><div class = amtbox style = ""color:white"">$83</div><br><br><div class = delbox style = ""color:white"">105 days</div></div>","89,71","4000","","20","83","105","larger_later",""
"","971","89","4908","0","","poldrack-single-stim","139","678199","0.0-139.0","discount_fixed","673624,674305,674984,675665,676344,677025,677705","<div class = dd-stim><div class = amtbox style = ""color:white"">$67</div><br><br><div class = delbox style = ""color:white"">41 days</div></div>","89,71","4000","","20","67","41","larger_later",""
"","1177","89","5248","0","","poldrack-single-stim","140","683452","0.0-140.0","discount_fixed","678385,679064,679745,680424,681103,681784,682464,683144","<div class = dd-stim><div class = amtbox style = ""color:white"">$56</div><br><br><div class = delbox style = ""color:white"">172 days</div></div>","89,71","4000","","20","56","172","larger_later",""
"","919","89","5044","0","","poldrack-single-stim","141","688498","0.0-141.0","discount_fixed","683824,684504,685184,685864,686544,687224,687905","<div class = dd-stim><div class = amtbox style = ""color:white"">$28</div><br><br><div class = delbox style = ""color:white"">123 days</div></div>","89,71","4000","","20","28","123","larger_later",""
"","1334","89","4636","0","","poldrack-single-stim","142","693138","0.0-142.0","discount_fixed","688584,689264,689944,690624,691304,691984,692664","<div class = dd-stim><div class = amtbox style = ""color:white"">$50</div><br><br><div class = delbox style = ""color:white"">129 days</div></div>","89,71","4000","","20","50","129","larger_later",""
"","1766","71","4704","0","","poldrack-single-stim","143","697848","0.0-143.0","discount_fixed","693344,694024,694704,695384,696064,696744,697424","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">61 days</div></div>","89,71","4000","","20","23","61","smaller_sooner",""
"","26306","32","26306","0","end","poldrack-single-stim","144","724155","0.0-144.0","discount_fixed","698105,698784,699465,700144,700825,701504,702185,702864,703545,704224,704905,705585,706265,706944,707623,708304,708984,709664,710344,711024,711704,712384,713065,713744,714425,715104,715784,716464,717145,717824,718506,719184,719864,720544,723944","<div class = centerbox><div class = center-text><i>Fin</i></div></div>","32","26306","","","","","","[object Object]"
