"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1812","13","text","0","1814","0.0-0.0","s637","","","","","","","","","","","","","","","",""
"7389","89","poldrack-text","1","10209","0.0-1.0","s637","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","7389","500","fmri_response_test","","","","","","","","","","","",""
"647","71","poldrack-text","2","11361","0.0-2.0","s637","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","647","500","fmri_response_test","","","","","","","","","","","",""
"570","82","poldrack-text","3","12435","0.0-3.0","s637","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","570","500","fmri_response_test","","","","","","","","","","","",""
"22007","32","poldrack-single-stim","4","34948","0.0-4.0","s637","","22007","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","22007","","","","","","","","",""
"1298","71","poldrack-categorize","5","37466","0.0-5.0-0.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","1","practice",""
"-1","-1","poldrack-single-stim","6","37723","0.0-5.0-1.0","s637","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"631","82","poldrack-categorize","7","39734","0.0-5.0-2.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","2","practice",""
"-1","-1","poldrack-single-stim","8","39989","0.0-5.0-3.0","s637","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"707","71","poldrack-categorize","9","42001","0.0-5.0-4.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","42256","0.0-5.0-5.0","s637","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"657","82","poldrack-categorize","11","44267","0.0-5.0-6.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","4","practice",""
"-1","-1","poldrack-single-stim","12","44522","0.0-5.0-7.0","s637","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"749","89","poldrack-categorize","13","46533","0.0-5.0-8.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","5","practice",""
"-1","-1","poldrack-single-stim","14","46790","0.0-5.0-9.0","s637","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1045","82","poldrack-categorize","15","48800","0.0-5.0-10.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","6","practice",""
"-1","-1","poldrack-single-stim","16","49056","0.0-5.0-11.0","s637","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"749","89","poldrack-categorize","17","51067","0.0-5.0-12.0-0.0","s637","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","7","practice",""
