"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"1713","13","text","0","1716","0.0-0.0","s555","","","","","","","","","","","","","","","","","",""
"1543","89","poldrack-text","1","4262","0.0-1.0","s555","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1543","500","fmri_response_test","","","","","","","","","","","","","",""
"1529","71","poldrack-text","2","6293","0.0-2.0","s555","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1529","500","fmri_response_test","","","","","","","","","","","","","",""
"1216","82","poldrack-text","3","8011","0.0-3.0","s555","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1216","500","fmri_response_test","","","","","","","","","","","","","",""
"31445","32","poldrack-single-stim","4","39959","0.0-4.0","s555","","31445","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","31445","","","","","","","","","","",""
"23598","32","poldrack-text","5","63557","0.0-5.0","s555","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23598","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"5132","84","poldrack-text","6","68689","0.0-6.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","5132","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","69369","0.0-7.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","70049","0.0-8.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","70729","0.0-9.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","71409","0.0-10.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","72090","0.0-11.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","72769","0.0-12.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","73450","0.0-13.0","s555","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
