CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",1702.0,orange,1000.0,7.0,cue_stay,magnitude,stay,,-94151,0.0,stim,0.0,poldrack-categorize,s649
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",902.0,orange,1000.0,7.0,cue_stay,magnitude,stay,,-89736,0.0,stim,1.0,poldrack-categorize,s649
900.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",628.0,#1F45FC,1000.0,2.0,cue_switch,magnitude,stay,,-85323,0.0,stim,2.0,poldrack-categorize,s649
900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",491.0,orange,1000.0,1.0,task_switch,color,switch,,-80912,0.0,stim,3.0,poldrack-categorize,s649
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",1137.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,-76501,0.0,stim,4.0,poldrack-categorize,s649
900.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",788.0,#1F45FC,1000.0,8.0,cue_switch,magnitude,stay,,-72090,0.0,stim,5.0,poldrack-categorize,s649
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",1249.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,-68476,0.0,stim,6.0,poldrack-categorize,s649
100.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",913.0,orange,1000.0,1.0,cue_stay,color,stay,,-64864,0.0,stim,7.0,poldrack-categorize,s649
100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",1104.0,#1F45FC,1000.0,4.0,cue_stay,color,stay,,-61251,0.0,stim,8.0,poldrack-categorize,s649
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",705.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-56839,0.0,stim,9.0,poldrack-categorize,s649
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",784.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,-53226,0.0,stim,10.0,poldrack-categorize,s649
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",727.0,#1F45FC,1000.0,7.0,task_switch,magnitude,switch,,-49613,0.0,stim,11.0,poldrack-categorize,s649
100.0,2000.0,True,89.0,Magnitude,switch,practice,twobytwo,500.0,89.0,"89,71",693.0,orange,1000.0,9.0,cue_switch,magnitude,stay,,-46000,0.0,stim,12.0,poldrack-categorize,s649
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",1626.0,orange,1000.0,1.0,task_switch,color,switch,,-42387,0.0,stim,13.0,poldrack-categorize,s649
100.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",935.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,-38775,0.0,stim,14.0,poldrack-categorize,s649
900.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",1842.0,#1F45FC,1000.0,7.0,task_switch,magnitude,switch,,-34363,0.0,stim,15.0,poldrack-categorize,s649
100.0,3224.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",2000.0,orange,1000.0,7.0,cue_stay,color,stay,,6841,0.0,stim,0.0,poldrack-single-stim,s649
900.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",612.0,orange,1000.0,7.0,task_switch,magnitude,switch,,10155,0.0,stim,1.0,poldrack-single-stim,s649
900.0,2816.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",395.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,13877,0.0,stim,2.0,poldrack-single-stim,s649
900.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1284.0,orange,1000.0,1.0,task_switch,magnitude,switch,,17189,0.0,stim,3.0,poldrack-single-stim,s649
100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",732.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,19431,0.0,stim,4.0,poldrack-single-stim,s649
900.0,2136.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",999.0,#1F45FC,1000.0,8.0,cue_stay,color,stay,,22472,0.0,stim,5.0,poldrack-single-stim,s649
900.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",585.0,#1F45FC,1000.0,2.0,cue_switch,color,stay,,25377,0.0,stim,6.0,poldrack-single-stim,s649
900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",850.0,orange,1000.0,1.0,cue_switch,color,stay,,28282,0.0,stim,7.0,poldrack-single-stim,s649
900.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",530.0,#1F45FC,1000.0,4.0,task_switch,magnitude,switch,,31460,0.0,stim,8.0,poldrack-single-stim,s649
100.0,2408.0,False,89.0,Orange-Blue,,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,8.0,task_switch,color,switch,,33973,0.0,stim,9.0,poldrack-single-stim,s649
