block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",824,1700.0,,-82960,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",492,1700.0,,-79242,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",675,1700.0,,-75529,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",657,1700.0,,-71813,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",620,1700.0,,-68099,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",609,1700.0,,-64383,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",698,1700.0,,-60669,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",526,1700.0,,-56953,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",582,1700.0,,-53240,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",629,1700.0,,-49524,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",644,1700.0,,-45807,500.0,stim,,poldrack-categorize,s606
1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",707,1700.0,,-42094,500.0,stim,,poldrack-categorize,s606
2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",621,1700.0,,5619,0.0,stim,0.0,poldrack-single-stim,s606
2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",566,1700.0,,8227,0.0,stim,1.0,poldrack-single-stim,s606
2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",497,1700.0,,10836,0.0,stim,2.0,poldrack-single-stim,s606
2100.272,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",602,1700.0,,13447,0.0,stim,3.0,poldrack-single-stim,s606
2100.408,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",673,1700.0,,16059,0.0,stim,4.0,poldrack-single-stim,s606
2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",673,1700.0,,18665,0.0,stim,5.0,poldrack-single-stim,s606
2100.136,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",695,1700.0,,21274,0.0,stim,6.0,poldrack-single-stim,s606
2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",472,1700.0,,23882,0.0,stim,7.0,poldrack-single-stim,s606
2100.0,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",492,1700.0,,26492,0.0,stim,8.0,poldrack-single-stim,s606
2100.408,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",435,1700.0,,29103,0.0,stim,9.0,poldrack-single-stim,s606
2100.544,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",442,1700.0,,31711,0.0,stim,10.0,poldrack-single-stim,s606
2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",410,1700.0,,34319,0.0,stim,11.0,poldrack-single-stim,s606
2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",523,1700.0,,36927,0.0,stim,12.0,poldrack-single-stim,s606
2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",440,1700.0,,39535,0.0,stim,13.0,poldrack-single-stim,s606
2100.0,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",428,1700.0,,42144,0.0,stim,14.0,poldrack-single-stim,s606
2100.136,0.0,89.0,double,test,attention_network_task,,down,left,congruent,71,"89,71",467,1700.0,,44753,0.0,stim,15.0,poldrack-single-stim,s606
2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",516,1700.0,,47362,0.0,stim,16.0,poldrack-single-stim,s606
2100.136,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",481,1700.0,,49970,0.0,stim,17.0,poldrack-single-stim,s606
2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",454,1700.0,,52577,0.0,stim,18.0,poldrack-single-stim,s606
2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",537,1700.0,,55186,0.0,stim,19.0,poldrack-single-stim,s606
2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",472,1700.0,,57795,0.0,stim,20.0,poldrack-single-stim,s606
2100.8160000000003,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",635,1700.0,,60407,0.0,stim,21.0,poldrack-single-stim,s606
2100.68,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",435,1700.0,,63018,0.0,stim,22.0,poldrack-single-stim,s606
2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",386,1700.0,,65631,0.0,stim,23.0,poldrack-single-stim,s606
2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",441,1700.0,,68245,0.0,stim,24.0,poldrack-single-stim,s606
2100.136,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",493,1700.0,,70853,0.0,stim,25.0,poldrack-single-stim,s606
2100.136,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",473,1700.0,,73461,0.0,stim,26.0,poldrack-single-stim,s606
