CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,89.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",488.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,-99063,0.0,stim,0.0,poldrack-categorize,s591
100.0,2000.0,False,89.0,Color,,practice,twobytwo,500.0,71.0,"89,71",1078.0,orange,1000.0,8.0,task_switch,color,switch,,-95448,0.0,stim,1.0,poldrack-categorize,s591
100.0,2000.0,False,71.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",775.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,-91826,0.0,stim,2.0,poldrack-categorize,s591
100.0,2000.0,False,89.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",1035.0,orange,1000.0,9.0,cue_stay,color,stay,,-88210,0.0,stim,3.0,poldrack-categorize,s591
900.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",671.0,#1F45FC,1000.0,3.0,cue_switch,color,stay,,-83795,0.0,stim,4.0,poldrack-categorize,s591
900.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",572.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-79378,0.0,stim,5.0,poldrack-categorize,s591
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",855.0,orange,1000.0,3.0,task_switch,color,switch,,-74962,0.0,stim,6.0,poldrack-categorize,s591
900.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",617.0,orange,1000.0,8.0,cue_stay,color,stay,,-70542,0.0,stim,7.0,poldrack-categorize,s591
900.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",665.0,orange,1000.0,1.0,cue_switch,color,stay,,-66119,0.0,stim,8.0,poldrack-categorize,s591
100.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",652.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-62503,0.0,stim,9.0,poldrack-categorize,s591
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",533.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,-58087,0.0,stim,10.0,poldrack-categorize,s591
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",817.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,-53671,0.0,stim,11.0,poldrack-categorize,s591
100.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",1211.0,orange,1000.0,3.0,cue_stay,magnitude,stay,,-50054,0.0,stim,12.0,poldrack-categorize,s591
100.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",1129.0,#1F45FC,1000.0,4.0,cue_switch,magnitude,stay,,-46438,0.0,stim,13.0,poldrack-categorize,s591
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",1060.0,orange,1000.0,1.0,task_switch,color,switch,,-42822,0.0,stim,14.0,poldrack-categorize,s591
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",980.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-39212,0.0,stim,15.0,poldrack-categorize,s591
100.0,3224.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",619.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,6844,0.0,stim,0.0,poldrack-single-stim,s591
900.0,2408.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",477.0,orange,1000.0,8.0,task_switch,color,switch,,10161,0.0,stim,1.0,poldrack-single-stim,s591
900.0,2816.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",542.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,13888,0.0,stim,2.0,poldrack-single-stim,s591
