EV,action,block_duration,cards_left,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,possible_responses,risk,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
-2.1181524084213956,draw_card,6470.0,6.0,0.0,test,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-0.7898948695622963,12.0,6470.0,6470.0,,9485,0.0,,stim,poldrack-single-stim,1.0,s570
-4.851485741754728,draw_card,5632.0,5.0,0.0,test,columbia_card_task_fmri,12.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",1.4502816678516268,24.0,5632.0,5632.0,,15119,0.0,,stim,poldrack-single-stim,1.0,s570
-8.951485741754729,end_round,1074.0,4.0,0.0,test,columbia_card_task_fmri,12.0,0.75,71.0,-70.0,0.25,6.0,3.0,1.0,"89,71",4.15708635438282,24.0,1074.0,1074.0,,16194,0.0,2.0,stim,poldrack-single-stim,1.0,s570
-1.2848190750880617,draw_card,5135.0,6.0,0.0,test,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",1.8185888316192589,14.0,5135.0,5135.0,,23788,0.0,,stim,poldrack-single-stim,2.0,s570
-4.2514857417547285,draw_card,2981.0,5.0,0.0,test,columbia_card_task_fmri,14.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,"89,71",4.250037304940662,28.0,2981.0,2981.0,,26770,0.0,,stim,poldrack-single-stim,2.0,s570
-8.701485741754729,end_round,721.0,4.0,0.0,test,columbia_card_task_fmri,14.0,0.75,71.0,-75.0,0.25,6.0,3.0,1.0,"89,71",7.187949530496759,28.0,721.0,721.0,,27492,0.0,2.0,stim,poldrack-single-stim,2.0,s570
0.3818475915786045,draw_card,3570.0,6.0,0.0,test,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",0.32802142793105205,15.0,3570.0,3570.0,,33521,0.0,,stim,poldrack-single-stim,3.0,s570
-2.4514857417547296,draw_card,2200.0,5.0,0.0,test,columbia_card_task_fmri,15.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",2.6501720132120212,30.0,2200.0,2200.0,,35723,0.0,,stim,poldrack-single-stim,3.0,s570
-6.7014857417547296,end_round,1890.0,4.0,0.0,test,columbia_card_task_fmri,15.0,0.75,71.0,-70.0,0.25,6.0,3.0,1.0,"89,71",5.456023163405142,30.0,1890.0,1890.0,,37615,0.0,2.0,stim,poldrack-single-stim,3.0,s570
1.2151809249119383,draw_card,2765.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",2.9365226338350894,17.0,2765.0,2765.0,,42906,0.0,,stim,poldrack-single-stim,4.0,s570
-1.8514857417547281,draw_card,2375.0,5.0,0.0,test,columbia_card_task_fmri,17.0,0.8,89.0,-75.0,0.2,6.0,2.0,1.0,"89,71",5.4499439599927015,34.0,2375.0,2375.0,,45281,0.0,,stim,poldrack-single-stim,4.0,s570
-6.4514857417547296,end_round,3602.0,4.0,0.0,test,columbia_card_task_fmri,17.0,0.75,71.0,-75.0,0.25,6.0,3.0,1.0,"89,71",8.486901406327902,34.0,3602.0,3602.0,,48886,0.0,2.0,stim,poldrack-single-stim,4.0,s570
2.5485142582452704,draw_card,4174.0,8.0,1.0,test,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,"89,71",5.023043423215945,-60.0,4174.0,4174.0,,55451,0.0,1.0,stim,poldrack-single-stim,5.0,s570
2.5485142582452704,draw_card,4349.0,8.0,0.0,test,columbia_card_task_fmri,29.0,0.75,89.0,-75.0,0.25,8.0,1.0,2.0,"89,71",13.682758653516743,29.0,4349.0,4349.0,,62262,0.0,,stim,poldrack-single-stim,6.0,s570
-1.1657714560404413,draw_card,1968.0,7.0,1.0,test,columbia_card_task_fmri,29.0,0.7142857142857143,89.0,-75.0,0.2857142857142857,8.0,2.0,2.0,"89,71",15.631754724294268,-46.0,1968.0,1968.0,,64232,0.0,2.0,stim,poldrack-single-stim,6.0,s570
-1.6737079639769492,draw_card,2530.0,9.0,1.0,test,columbia_card_task_fmri,17.0,0.7777777777777778,89.0,-65.0,0.2222222222222222,9.0,1.0,2.0,"89,71",2.7408202333478897,-65.0,2530.0,2530.0,,69292,0.0,1.0,stim,poldrack-single-stim,7.0,s570
