EV,action,block_duration,cards_left,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,possible_responses,risk,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
-1.52899901024901,draw_card,4164.0,6.0,0.0,test,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-0.7149988098372013,12.0,4164.0,4164.0,,7174,0.0,,stim,poldrack-single-stim,1.0,s582
-4.262332343582343,draw_card,434.0,5.0,0.0,test,columbia_card_task_fmri,12.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",1.5253843173404142,24.0,434.0,434.0,,7612,0.0,,stim,poldrack-single-stim,1.0,s582
-8.362332343582343,end_round,1193.0,4.0,0.0,test,columbia_card_task_fmri,12.0,0.75,71.0,-70.0,0.25,6.0,3.0,1.0,"89,71",4.232403846528424,24.0,1193.0,1193.0,,8806,0.0,2.0,stim,poldrack-single-stim,1.0,s582
-0.6956656769156763,draw_card,2103.0,6.0,1.0,test,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",1.8937227752396986,-75.0,2103.0,2103.0,,13232,0.0,1.0,stim,poldrack-single-stim,2.0,s582
0.9710009897509898,draw_card,1741.0,6.0,0.0,test,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",0.40302423475888105,15.0,1741.0,1741.0,,17296,0.0,,stim,poldrack-single-stim,3.0,s582
-1.862332343582344,draw_card,425.0,5.0,0.0,test,columbia_card_task_fmri,15.0,0.8,89.0,-70.0,0.2,6.0,2.0,1.0,"89,71",2.725374120707375,30.0,425.0,425.0,,17722,0.0,,stim,poldrack-single-stim,3.0,s582
-6.112332343582344,end_round,492.0,4.0,0.0,test,columbia_card_task_fmri,15.0,0.75,71.0,-70.0,0.25,6.0,3.0,1.0,"89,71",5.531432532941334,30.0,492.0,492.0,,18216,0.0,2.0,stim,poldrack-single-stim,3.0,s582
1.8043343230843238,draw_card,2035.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",3.0117474478050745,17.0,2035.0,2035.0,,23118,0.0,,stim,poldrack-single-stim,4.0,s582
-1.2623323435823426,end_round,799.0,5.0,0.0,test,columbia_card_task_fmri,17.0,0.8,71.0,-75.0,0.2,6.0,2.0,1.0,"89,71",5.525352914637185,17.0,799.0,799.0,,23919,0.0,1.0,stim,poldrack-single-stim,4.0,s582
3.1376676564176558,draw_card,1856.0,8.0,1.0,test,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,"89,71",5.098422896048444,-60.0,1856.0,1856.0,,28505,0.0,1.0,stim,poldrack-single-stim,5.0,s582
3.1376676564176558,draw_card,1825.0,8.0,0.0,test,columbia_card_task_fmri,29.0,0.75,89.0,-75.0,0.25,8.0,1.0,2.0,"89,71",13.7586268328517,29.0,1825.0,1825.0,,32588,0.0,,stim,poldrack-single-stim,6.0,s582
