CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",1276.0,#1F45FC,1000.0,3.0,cue_switch,magnitude,stay,,-106100,0.0,stim,0.0,poldrack-categorize,s587
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",1333.0,#1F45FC,1000.0,3.0,cue_switch,magnitude,stay,,-101684,0.0,stim,1.0,poldrack-categorize,s587
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",711.0,orange,1000.0,8.0,cue_stay,magnitude,stay,,-97267,0.0,stim,2.0,poldrack-categorize,s587
100.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",1110.0,orange,1000.0,3.0,cue_switch,magnitude,stay,,-93651,0.0,stim,3.0,poldrack-categorize,s587
100.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",1712.0,#1F45FC,1000.0,7.0,task_switch,color,switch,,-90036,0.0,stim,4.0,poldrack-categorize,s587
900.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",826.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-85620,0.0,stim,5.0,poldrack-categorize,s587
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",1378.0,orange,1000.0,1.0,task_switch,color,switch,,-82003,0.0,stim,6.0,poldrack-categorize,s587
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",845.0,orange,1000.0,1.0,task_switch,magnitude,switch,,-77587,0.0,stim,7.0,poldrack-categorize,s587
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",1138.0,orange,1000.0,3.0,task_switch,color,switch,,-73965,0.0,stim,8.0,poldrack-categorize,s587
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",720.0,orange,1000.0,3.0,task_switch,magnitude,switch,,-69546,0.0,stim,9.0,poldrack-categorize,s587
900.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",667.0,orange,1000.0,2.0,cue_stay,magnitude,stay,,-65128,0.0,stim,10.0,poldrack-categorize,s587
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",703.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,-60711,0.0,stim,11.0,poldrack-categorize,s587
