block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1900.0,BX,0.0,71.0,practice,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,-88769,0.0,probe,0.0,poldrack-single-stim,s615
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",350,500.0,,-84255,0.0,probe,1.0,poldrack-single-stim,s615
2100.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",1280,500.0,,-79141,0.0,probe,2.0,poldrack-single-stim,s615
2300.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",796,500.0,,-73829,0.0,probe,3.0,poldrack-single-stim,s615
1700.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",510,500.0,,-69120,0.0,probe,4.0,poldrack-single-stim,s615
1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",261,500.0,,-64610,0.0,probe,5.0,poldrack-single-stim,s615
2500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",569,500.0,,-59098,0.0,probe,6.0,poldrack-single-stim,s615
1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",564,500.0,,-54582,0.0,probe,7.0,poldrack-single-stim,s615
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",432,500.0,,-50070,0.0,probe,8.0,poldrack-single-stim,s615
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",413,500.0,,-45557,0.0,probe,9.0,poldrack-single-stim,s615
1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",387,500.0,,7156,0.0,probe,0.0,poldrack-single-stim,s615
1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",486,500.0,,11168,0.0,probe,1.0,poldrack-single-stim,s615
2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",347,500.0,,15722,0.0,probe,2.0,poldrack-single-stim,s615
1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",438,500.0,,20006,0.0,probe,3.0,poldrack-single-stim,s615
1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",307,500.0,,24150,0.0,probe,4.0,poldrack-single-stim,s615
