block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
1270.0,,practice,discount_fixed,89,,,"89,71",1270,,1270.0,,-44304,1000.0,stim,poldrack-single-stim,s130
4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",1295,20.0,4000.0,,7578,0.0,,poldrack-single-stim,s130
4772.0,larger_later,,discount_fixed,89,45.0,107.0,"89,71",1985,20.0,4000.0,,12353,0.0,,poldrack-single-stim,s130
4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1247,20.0,4000.0,,16992,0.0,,poldrack-single-stim,s130
4568.0,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",2275,20.0,4000.0,,21562,0.0,,poldrack-single-stim,s130
5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",2398,20.0,4000.0,,27015,0.0,,poldrack-single-stim,s130
5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1465,20.0,4000.0,,32402,0.0,,poldrack-single-stim,s130
4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",1323,20.0,4000.0,,36972,0.0,,poldrack-single-stim,s130
6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",1879,20.0,4000.0,,43243,0.0,,poldrack-single-stim,s130
5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1692,20.0,4000.0,,48765,0.0,,poldrack-single-stim,s130
4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",1630,20.0,4000.0,,53336,0.0,,poldrack-single-stim,s130
4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1458,20.0,4000.0,,57974,0.0,,poldrack-single-stim,s130
4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1158,20.0,4000.0,,62612,0.0,,poldrack-single-stim,s130
5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1030,20.0,4000.0,,67726,0.0,,poldrack-single-stim,s130
5316.0,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",2997,20.0,4000.0,,73044,0.0,,poldrack-single-stim,s130
4568.0,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",1235,20.0,4000.0,,77614,0.0,,poldrack-single-stim,s130
4568.0,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",1191,20.0,4000.0,,82184,0.0,,poldrack-single-stim,s130
4568.0,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",1211,20.0,4000.0,,86755,0.0,,poldrack-single-stim,s130
4840.0,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",1009,20.0,4000.0,,91598,0.0,,poldrack-single-stim,s130
4500.0,larger_later,,discount_fixed,89,55.0,107.0,"89,71",2053,20.0,4000.0,,96100,0.0,,poldrack-single-stim,s130
5656.0,larger_later,,discount_fixed,89,44.0,143.0,"89,71",2044,20.0,4000.0,,101759,0.0,,poldrack-single-stim,s130
4908.0,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1216,20.0,4000.0,,106670,0.0,,poldrack-single-stim,s130
