CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",1393.0,orange,1000.0,7.0,cue_switch,color,stay,,-235140,0.0,stim,0.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",978.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-230728,0.0,stim,1.0,poldrack-categorize,s650
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",1278.0,orange,1000.0,9.0,task_switch,color,switch,,-227117,0.0,stim,2.0,poldrack-categorize,s650
100.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",1024.0,#1F45FC,1000.0,1.0,cue_switch,color,stay,,-223505,0.0,stim,3.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",533.0,#1F45FC,1000.0,1.0,cue_stay,color,stay,,-219092,0.0,stim,4.0,poldrack-categorize,s650
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",1719.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-215479,0.0,stim,5.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",801.0,#1F45FC,1000.0,7.0,task_switch,color,switch,,-211067,0.0,stim,6.0,poldrack-categorize,s650
900.0,2000.0,False,71.0,Color,switch,practice,twobytwo,500.0,-1.0,"89,71",-1.0,#1F45FC,1000.0,2.0,cue_switch,color,stay,,-206656,0.0,stim,7.0,poldrack-categorize,s650
100.0,2000.0,False,71.0,Magnitude,,practice,twobytwo,500.0,-1.0,"89,71",-1.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-203043,0.0,stim,8.0,poldrack-categorize,s650
100.0,2000.0,False,89.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",1057.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,-199433,0.0,stim,9.0,poldrack-categorize,s650
100.0,2000.0,False,71.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",1108.0,#1F45FC,1000.0,2.0,cue_stay,magnitude,stay,,-195820,0.0,stim,10.0,poldrack-categorize,s650
900.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",962.0,orange,1000.0,8.0,cue_switch,magnitude,stay,,-191406,0.0,stim,11.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",679.0,#1F45FC,1000.0,2.0,cue_stay,magnitude,stay,,-186995,0.0,stim,12.0,poldrack-categorize,s650
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",510.0,orange,1000.0,4.0,task_switch,color,switch,,-182583,0.0,stim,13.0,poldrack-categorize,s650
100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",1127.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-178971,0.0,stim,14.0,poldrack-categorize,s650
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",709.0,orange,1000.0,7.0,task_switch,color,switch,,-174559,0.0,stim,15.0,poldrack-categorize,s650
900.0,2000.0,False,89.0,Color,stay,practice,twobytwo,500.0,-1.0,"89,71",-1.0,orange,1000.0,7.0,cue_stay,color,stay,,-170145,0.0,stim,0.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",760.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-165734,0.0,stim,1.0,poldrack-categorize,s650
100.0,2000.0,False,89.0,Color,,practice,twobytwo,500.0,71.0,"89,71",1588.0,orange,1000.0,9.0,task_switch,color,switch,,-162122,0.0,stim,2.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",1017.0,#1F45FC,1000.0,1.0,cue_switch,color,stay,,-157711,0.0,stim,3.0,poldrack-categorize,s650
100.0,2000.0,False,71.0,High-Low,,practice,twobytwo,500.0,-1.0,"89,71",-1.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,-154099,0.0,stim,4.0,poldrack-categorize,s650
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",1704.0,#1F45FC,1000.0,3.0,cue_stay,magnitude,stay,,-150486,0.0,stim,5.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",696.0,#1F45FC,1000.0,7.0,task_switch,color,switch,,-146075,0.0,stim,6.0,poldrack-categorize,s650
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",1917.0,#1F45FC,1000.0,2.0,task_switch,magnitude,switch,,-142463,0.0,stim,7.0,poldrack-categorize,s650
900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",653.0,orange,1000.0,2.0,task_switch,color,switch,,-138051,0.0,stim,8.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",794.0,#1F45FC,1000.0,8.0,cue_switch,color,stay,,-133639,0.0,stim,9.0,poldrack-categorize,s650
900.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",1037.0,#1F45FC,1000.0,2.0,task_switch,magnitude,switch,,-129226,0.0,stim,10.0,poldrack-categorize,s650
