CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,False,89.0,Orange-Blue,,practice,twobytwo,500.0,-1.0,"89,71",-1.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,-106551,0.0,stim,0.0,poldrack-categorize,s635
100.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",1704.0,#1F45FC,1000.0,1.0,cue_stay,color,stay,,-102943,0.0,stim,1.0,poldrack-categorize,s635
100.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",729.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-99336,0.0,stim,2.0,poldrack-categorize,s635
900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",564.0,#1F45FC,1000.0,1.0,task_switch,color,switch,,-94931,0.0,stim,3.0,poldrack-categorize,s635
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",511.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-90525,0.0,stim,4.0,poldrack-categorize,s635
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",884.0,#1F45FC,1000.0,7.0,task_switch,color,switch,,-86919,0.0,stim,5.0,poldrack-categorize,s635
900.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",512.0,#1F45FC,1000.0,8.0,cue_stay,color,stay,,-82512,0.0,stim,6.0,poldrack-categorize,s635
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",467.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,-78105,0.0,stim,7.0,poldrack-categorize,s635
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",910.0,orange,1000.0,6.0,cue_switch,magnitude,stay,,-73698,0.0,stim,8.0,poldrack-categorize,s635
100.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",921.0,orange,1000.0,8.0,task_switch,color,switch,,-70092,0.0,stim,9.0,poldrack-categorize,s635
100.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",684.0,#1F45FC,1000.0,1.0,cue_switch,color,stay,,-66487,0.0,stim,10.0,poldrack-categorize,s635
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",493.0,orange,1000.0,6.0,task_switch,magnitude,switch,,-62079,0.0,stim,11.0,poldrack-categorize,s635
900.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",528.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,-57672,0.0,stim,12.0,poldrack-categorize,s635
900.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",443.0,orange,1000.0,9.0,cue_stay,magnitude,stay,,-53265,0.0,stim,13.0,poldrack-categorize,s635
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",924.0,#1F45FC,1000.0,6.0,cue_stay,magnitude,stay,,-49659,0.0,stim,14.0,poldrack-categorize,s635
100.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",669.0,#1F45FC,1000.0,9.0,cue_switch,magnitude,stay,,-46053,0.0,stim,15.0,poldrack-categorize,s635
100.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1152.0,#1F45FC,1000.0,2.0,cue_switch,color,stay,,5744,0.0,stim,0.0,poldrack-single-stim,s635
900.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",505.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,8919,0.0,stim,1.0,poldrack-single-stim,s635
100.0,2136.0,False,71.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",914.0,orange,1000.0,2.0,task_switch,color,switch,,11158,0.0,stim,2.0,poldrack-single-stim,s635
900.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",614.0,#1F45FC,1000.0,1.0,cue_stay,color,stay,,14334,0.0,stim,3.0,poldrack-single-stim,s635
900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",503.0,orange,1000.0,8.0,task_switch,magnitude,switch,,17236,0.0,stim,4.0,poldrack-single-stim,s635
900.0,2816.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",519.0,#1F45FC,1000.0,7.0,cue_stay,magnitude,stay,,20955,0.0,stim,5.0,poldrack-single-stim,s635
100.0,2408.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",881.0,#1F45FC,1000.0,8.0,cue_switch,magnitude,stay,,23466,0.0,stim,6.0,poldrack-single-stim,s635
900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",442.0,#1F45FC,1000.0,9.0,cue_stay,magnitude,stay,,26369,0.0,stim,7.0,poldrack-single-stim,s635
900.0,2544.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",555.0,orange,1000.0,6.0,cue_stay,magnitude,stay,,29815,0.0,stim,8.0,poldrack-single-stim,s635
900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",425.0,orange,1000.0,8.0,task_switch,color,switch,,32854,0.0,stim,9.0,poldrack-single-stim,s635
100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",919.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,34957,0.0,stim,10.0,poldrack-single-stim,s635
100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",951.0,orange,1000.0,6.0,cue_stay,magnitude,stay,,37060,0.0,stim,11.0,poldrack-single-stim,s635
900.0,2136.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",1127.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,40099,0.0,stim,12.0,poldrack-single-stim,s635
900.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",697.0,orange,1000.0,9.0,cue_stay,magnitude,stay,,43138,0.0,stim,13.0,poldrack-single-stim,s635
100.0,2272.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",847.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,45513,0.0,stim,14.0,poldrack-single-stim,s635
100.0,3224.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",1520.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,48839,0.0,stim,15.0,poldrack-single-stim,s635
100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",703.0,#1F45FC,1000.0,8.0,cue_switch,color,stay,,50942,0.0,stim,16.0,poldrack-single-stim,s635
900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",716.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,53844,0.0,stim,17.0,poldrack-single-stim,s635
900.0,2272.0,False,89.0,Color,,test,twobytwo,,71.0,"89,71",884.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,57018,0.0,stim,18.0,poldrack-single-stim,s635
900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1214.0,orange,1000.0,3.0,task_switch,magnitude,switch,,60058,0.0,stim,19.0,poldrack-single-stim,s635
900.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",649.0,orange,1000.0,7.0,cue_switch,magnitude,stay,,62960,0.0,stim,20.0,poldrack-single-stim,s635
100.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",1049.0,orange,1000.0,2.0,cue_stay,magnitude,stay,,65063,0.0,stim,21.0,poldrack-single-stim,s635
900.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",744.0,#1F45FC,1000.0,2.0,cue_stay,magnitude,stay,,67965,0.0,stim,22.0,poldrack-single-stim,s635
100.0,2680.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",867.0,#1F45FC,1000.0,3.0,cue_stay,magnitude,stay,,70748,0.0,stim,23.0,poldrack-single-stim,s635
900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",757.0,#1F45FC,1000.0,3.0,task_switch,color,switch,,73650,0.0,stim,24.0,poldrack-single-stim,s635
