CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",523.0,orange,1000.0,8.0,task_switch,color,switch,,-112654,0.0,stim,0.0,poldrack-categorize,s445
100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",853.0,orange,1000.0,6.0,cue_switch,color,stay,,-109045,0.0,stim,1.0,poldrack-categorize,s445
100.0,2000.0,False,71.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",645.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-105433,0.0,stim,2.0,poldrack-categorize,s445
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",418.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,-101023,0.0,stim,3.0,poldrack-categorize,s445
900.0,2000.0,True,71.0,Color,stay,practice,twobytwo,500.0,71.0,"89,71",424.0,#1F45FC,1000.0,2.0,cue_stay,color,stay,,-96611,0.0,stim,4.0,poldrack-categorize,s445
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",600.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-92202,0.0,stim,5.0,poldrack-categorize,s445
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",711.0,orange,1000.0,3.0,task_switch,color,switch,,-88591,0.0,stim,6.0,poldrack-categorize,s445
900.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",357.0,#1F45FC,1000.0,7.0,cue_switch,color,stay,,-84179,0.0,stim,7.0,poldrack-categorize,s445
100.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",671.0,orange,1000.0,3.0,cue_stay,color,stay,,-80567,0.0,stim,8.0,poldrack-categorize,s445
900.0,2000.0,True,71.0,Color,stay,practice,twobytwo,500.0,71.0,"89,71",460.0,#1F45FC,1000.0,9.0,cue_stay,color,stay,,-76158,0.0,stim,9.0,poldrack-categorize,s445
100.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",796.0,#1F45FC,1000.0,8.0,cue_switch,color,stay,,-72546,0.0,stim,10.0,poldrack-categorize,s445
100.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",678.0,orange,1000.0,9.0,cue_stay,color,stay,,-68935,0.0,stim,11.0,poldrack-categorize,s445
900.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",459.0,orange,1000.0,3.0,cue_switch,color,stay,,-64526,0.0,stim,12.0,poldrack-categorize,s445
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",855.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-60112,0.0,stim,13.0,poldrack-categorize,s445
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",778.0,orange,1000.0,2.0,task_switch,color,switch,,-56504,0.0,stim,14.0,poldrack-categorize,s445
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",699.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-52893,0.0,stim,15.0,poldrack-categorize,s445
900.0,3224.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",642.0,orange,1000.0,8.0,cue_stay,magnitude,stay,,7640,0.0,stim,0.0,poldrack-single-stim,s445
900.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",535.0,orange,1000.0,6.0,task_switch,color,switch,,10953,0.0,stim,1.0,poldrack-single-stim,s445
900.0,2816.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",602.0,orange,1000.0,9.0,task_switch,magnitude,switch,,14674,0.0,stim,2.0,poldrack-single-stim,s445
900.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",395.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,17987,0.0,stim,3.0,poldrack-single-stim,s445
100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1077.0,#1F45FC,1000.0,2.0,task_switch,magnitude,switch,,20227,0.0,stim,4.0,poldrack-single-stim,s445
100.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",606.0,orange,1000.0,8.0,cue_stay,magnitude,stay,,22467,0.0,stim,5.0,poldrack-single-stim,s445
100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",627.0,orange,1000.0,3.0,cue_switch,magnitude,stay,,24571,0.0,stim,6.0,poldrack-single-stim,s445
100.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",529.0,#1F45FC,1000.0,7.0,cue_switch,magnitude,stay,,26675,0.0,stim,7.0,poldrack-single-stim,s445
