CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",1531.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,-101380,0.0,stim,0.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",715.0,orange,1000.0,4.0,cue_stay,color,stay,,-96973,0.0,stim,1.0,poldrack-categorize,s636
100.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",564.0,#1F45FC,1000.0,6.0,cue_stay,color,stay,,-93368,0.0,stim,2.0,poldrack-categorize,s636
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",1202.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,-89761,0.0,stim,3.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",648.0,orange,1000.0,1.0,cue_switch,magnitude,stay,,-85356,0.0,stim,4.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",638.0,orange,1000.0,8.0,task_switch,color,switch,,-80950,0.0,stim,5.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Color,stay,practice,twobytwo,500.0,71.0,"89,71",756.0,orange,1000.0,9.0,cue_stay,color,stay,,-76544,0.0,stim,6.0,poldrack-categorize,s636
100.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",616.0,#1F45FC,1000.0,1.0,cue_switch,color,stay,,-72937,0.0,stim,7.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",647.0,orange,1000.0,9.0,cue_switch,color,stay,,-68530,0.0,stim,8.0,poldrack-categorize,s636
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",801.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-64124,0.0,stim,9.0,poldrack-categorize,s636
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",1056.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,-60518,0.0,stim,10.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",1014.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-56112,0.0,stim,11.0,poldrack-categorize,s636
100.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",1338.0,orange,1000.0,2.0,cue_switch,magnitude,stay,,-52505,0.0,stim,12.0,poldrack-categorize,s636
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",562.0,orange,1000.0,2.0,task_switch,color,switch,,-48100,0.0,stim,13.0,poldrack-categorize,s636
