block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
6995.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,6995,"1,0,0,2,3,0,0,0,0",6995.0,,10006,0.0,to_hand,poldrack-single-stim,s622
718.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,718,"1,0,0,2,3,0,0,0,0",718.0,,10724,0.0,to_board,poldrack-single-stim,s622
483.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,483,"1,0,0,2,3,0,0,0,0",483.0,,11209,0.0,to_hand,poldrack-single-stim,s622
384.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,384,"1,0,0,2,3,0,0,0,0",384.0,,11595,0.0,to_board,poldrack-single-stim,s622
526.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,526,"1,0,0,2,3,0,0,0,0",526.0,,12121,0.0,to_hand,poldrack-single-stim,s622
325.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,325,"1,0,0,2,3,0,0,0,0",325.0,,12448,0.0,to_board,poldrack-single-stim,s622
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,0.0,12448.0,-1,,1000.0,,14954,0.0,feedback,poldrack-single-stim,s622
4525.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71",1.0,,4525,"1,2,0,3,0,0,0,0,0",4525.0,,19481,0.0,to_hand,poldrack-single-stim,s622
3170.0,UA_with_intermeidate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",1.0,,3170,"1,2,0,3,0,0,0,0,0",3170.0,,22651,0.0,to_board,poldrack-single-stim,s622
918.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71",1.0,,918,"1,2,0,3,0,0,0,0,0",918.0,,23571,0.0,to_hand,poldrack-single-stim,s622
579.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",1.0,,579,"1,2,0,3,0,0,0,0,0",579.0,,24151,0.0,to_board,poldrack-single-stim,s622
415.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",1.0,,415,"1,2,0,3,0,0,0,0,0",415.0,,24567,0.0,to_hand,poldrack-single-stim,s622
375.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,375,"1,2,0,3,0,0,0,0,0",375.0,,24943,0.0,to_board,poldrack-single-stim,s622
478.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,4.0,"89,82",1.0,,478,"1,2,0,3,0,0,0,0,0",478.0,,25423,0.0,to_hand,poldrack-single-stim,s622
770.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",1.0,,770,"1,2,0,3,0,0,0,0,0",770.0,,26194,0.0,to_board,poldrack-single-stim,s622
2100.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,4.0,none,1.0,13344.0,-1,,1000.0,,28298,0.0,feedback,poldrack-single-stim,s622
2864.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,2864,"0,0,0,1,2,0,3,0,0",2864.0,,31164,0.0,to_hand,poldrack-single-stim,s622
576.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,576,"0,0,0,1,2,0,3,0,0",576.0,,31741,0.0,to_board,poldrack-single-stim,s622
419.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,419,"0,0,0,1,2,0,3,0,0",419.0,,32161,0.0,to_hand,poldrack-single-stim,s622
876.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,876,"0,0,0,1,2,0,3,0,0",876.0,,33039,0.0,to_board,poldrack-single-stim,s622
1078.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,1078,"0,0,0,1,2,0,3,0,0",1078.0,,34119,0.0,to_hand,poldrack-single-stim,s622
282.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,282,"0,0,0,1,2,0,3,0,0",282.0,,34401,0.0,to_board,poldrack-single-stim,s622
2200.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,2.0,8304.0,-1,,1000.0,,36603,0.0,feedback,poldrack-single-stim,s622
2805.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,2805,"0,0,0,1,2,0,3,0,0",2805.0,,39409,0.0,to_hand,poldrack-single-stim,s622
442.0,UA_without_intermeidate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",3.0,,442,"0,0,0,1,2,0,3,0,0",442.0,,39852,0.0,to_board,poldrack-single-stim,s622
1690.0,UA_without_intermeidate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",3.0,,1690,"0,0,0,1,2,0,3,0,0",1690.0,,41543,0.0,to_hand,poldrack-single-stim,s622
