CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",1747.0,orange,1000.0,1.0,cue_switch,color,stay,,-107504,0.0,stim,0.0,poldrack-categorize,s648
100.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",914.0,#1F45FC,1000.0,4.0,cue_stay,color,stay,,-103891,0.0,stim,1.0,poldrack-categorize,s648
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",1442.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-99480,0.0,stim,2.0,poldrack-categorize,s648
900.0,2000.0,True,89.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",1201.0,orange,1000.0,6.0,cue_stay,magnitude,stay,,-95070,0.0,stim,3.0,poldrack-categorize,s648
900.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",1256.0,#1F45FC,1000.0,9.0,cue_switch,magnitude,stay,,-90657,0.0,stim,4.0,poldrack-categorize,s648
100.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",1217.0,#1F45FC,1000.0,1.0,cue_switch,magnitude,stay,,-87045,0.0,stim,5.0,poldrack-categorize,s648
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",1158.0,orange,1000.0,7.0,task_switch,color,switch,,-83433,0.0,stim,6.0,poldrack-categorize,s648
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",1152.0,#1F45FC,1000.0,8.0,task_switch,magnitude,switch,,-79020,0.0,stim,7.0,poldrack-categorize,s648
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",1089.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,-75408,0.0,stim,8.0,poldrack-categorize,s648
100.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",847.0,#1F45FC,1000.0,7.0,cue_stay,color,stay,,-71796,0.0,stim,9.0,poldrack-categorize,s648
