block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
2795.0,,practice,discount_fixed,89,,,"89,71",2795,,2795.0,,-45783,1000.0,stim,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,74.0,121.0,"89,71",1531,20.0,4000.0,,7583,0.0,,poldrack-single-stim,s585
4772.0,smaller_sooner,,discount_fixed,71,45.0,107.0,"89,71",1318,20.0,4000.0,,12356,0.0,,poldrack-single-stim,s585
4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1296,20.0,4000.0,,16996,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",1430,20.0,4000.0,,21567,0.0,,poldrack-single-stim,s585
5452.0,smaller_sooner,,discount_fixed,71,62.0,180.0,"89,71",1175,20.0,4000.0,,27023,0.0,,poldrack-single-stim,s585
5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1537,20.0,4000.0,,32410,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",1860,20.0,4000.0,,36981,0.0,,poldrack-single-stim,s585
6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",2721,20.0,4000.0,,43253,0.0,,poldrack-single-stim,s585
5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1510,20.0,4000.0,,48779,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",2095,20.0,4000.0,,53350,0.0,,poldrack-single-stim,s585
4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1587,20.0,4000.0,,57990,0.0,,poldrack-single-stim,s585
4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1686,20.0,4000.0,,62629,0.0,,poldrack-single-stim,s585
5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1253,20.0,4000.0,,67745,0.0,,poldrack-single-stim,s585
5316.0,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",2115,20.0,4000.0,,73062,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",1388,20.0,4000.0,,77633,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",886,20.0,4000.0,,82204,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",886,20.0,4000.0,,86775,0.0,,poldrack-single-stim,s585
4840.0,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",1067,20.0,4000.0,,91619,0.0,,poldrack-single-stim,s585
4500.0,larger_later,,discount_fixed,89,55.0,107.0,"89,71",2923,20.0,4000.0,,96125,0.0,,poldrack-single-stim,s585
5656.0,larger_later,,discount_fixed,89,44.0,143.0,"89,71",2552,20.0,4000.0,,101784,0.0,,poldrack-single-stim,s585
4908.0,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1312,20.0,4000.0,,106696,0.0,,poldrack-single-stim,s585
4636.0,smaller_sooner,,discount_fixed,71,65.0,156.0,"89,71",2404,20.0,4000.0,,111336,0.0,,poldrack-single-stim,s585
4500.0,smaller_sooner,,discount_fixed,71,22.0,27.0,"89,71",2033,20.0,4000.0,,115837,0.0,,poldrack-single-stim,s585
4500.0,larger_later,,discount_fixed,89,50.0,59.0,"89,71",1715,20.0,4000.0,,120339,0.0,,poldrack-single-stim,s585
5112.0,larger_later,,discount_fixed,89,85.0,129.0,"89,71",2874,20.0,4000.0,,125454,0.0,,poldrack-single-stim,s585
6132.0,larger_later,,discount_fixed,89,66.0,58.0,"89,71",2749,20.0,4000.0,,131587,0.0,,poldrack-single-stim,s585
4840.0,larger_later,,discount_fixed,89,49.0,172.0,"89,71",2944,20.0,4000.0,,136429,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,73.0,44.0,"89,71",1906,20.0,4000.0,,141001,0.0,,poldrack-single-stim,s585
4704.0,larger_later,,discount_fixed,89,58.0,73.0,"89,71",1931,20.0,4000.0,,145711,0.0,,poldrack-single-stim,s585
5860.0,larger_later,,discount_fixed,89,71.0,76.0,"89,71",1237,20.0,4000.0,,151572,0.0,,poldrack-single-stim,s585
4636.0,larger_later,,discount_fixed,89,67.0,74.0,"89,71",1205,20.0,4000.0,,156212,0.0,,poldrack-single-stim,s585
5316.0,smaller_sooner,,discount_fixed,71,29.0,58.0,"89,71",1702,20.0,4000.0,,161530,0.0,,poldrack-single-stim,s585
4976.0,larger_later,,discount_fixed,89,39.0,104.0,"89,71",1411,20.0,4000.0,,166511,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,33.0,103.0,"89,71",2777,20.0,4000.0,,171082,0.0,,poldrack-single-stim,s585
5520.0,larger_later,,discount_fixed,89,33.0,78.0,"89,71",1247,20.0,4000.0,,176608,0.0,,poldrack-single-stim,s585
5588.0,larger_later,,discount_fixed,89,74.0,52.0,"89,71",1456,20.0,4000.0,,182197,0.0,,poldrack-single-stim,s585
5792.0,smaller_sooner,,discount_fixed,71,28.0,132.0,"89,71",1565,20.0,4000.0,,187993,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,28.0,59.0,"89,71",1357,20.0,4000.0,,192566,0.0,,poldrack-single-stim,s585
5112.0,smaller_sooner,,discount_fixed,71,28.0,163.0,"89,71",916,20.0,4000.0,,197681,0.0,,poldrack-single-stim,s585
4500.0,larger_later,,discount_fixed,89,32.0,74.0,"89,71",2915,20.0,4000.0,,202187,0.0,,poldrack-single-stim,s585
4840.0,larger_later,,discount_fixed,89,57.0,89.0,"89,71",2224,20.0,4000.0,,207030,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,70.0,108.0,"89,71",1519,20.0,4000.0,,211601,0.0,,poldrack-single-stim,s585
5384.0,larger_later,,discount_fixed,89,72.0,95.0,"89,71",1950,20.0,4000.0,,216988,0.0,,poldrack-single-stim,s585
5044.0,larger_later,,discount_fixed,89,30.0,36.0,"89,71",2639,20.0,4000.0,,222035,0.0,,poldrack-single-stim,s585
4704.0,larger_later,,discount_fixed,89,41.0,129.0,"89,71",1370,20.0,4000.0,,226743,0.0,,poldrack-single-stim,s585
4908.0,larger_later,,discount_fixed,89,78.0,129.0,"89,71",1961,20.0,4000.0,,231655,0.0,,poldrack-single-stim,s585
4908.0,larger_later,,discount_fixed,89,71.0,88.0,"89,71",870,20.0,4000.0,,236567,0.0,,poldrack-single-stim,s585
4840.0,larger_later,,discount_fixed,89,65.0,159.0,"89,71",1122,20.0,4000.0,,241410,0.0,,poldrack-single-stim,s585
5112.0,smaller_sooner,,discount_fixed,71,24.0,125.0,"89,71",1153,20.0,4000.0,,246525,0.0,,poldrack-single-stim,s585
5112.0,larger_later,,discount_fixed,89,58.0,36.0,"89,71",1487,20.0,4000.0,,251639,0.0,,poldrack-single-stim,s585
4704.0,larger_later,,discount_fixed,89,63.0,37.0,"89,71",1234,20.0,4000.0,,256344,0.0,,poldrack-single-stim,s585
4840.0,larger_later,,discount_fixed,89,75.0,41.0,"89,71",828,20.0,4000.0,,261187,0.0,,poldrack-single-stim,s585
4840.0,larger_later,,discount_fixed,89,45.0,72.0,"89,71",1372,20.0,4000.0,,266030,0.0,,poldrack-single-stim,s585
6880.0,smaller_sooner,,discount_fixed,71,25.0,74.0,"89,71",1815,20.0,4000.0,,272916,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,65.0,137.0,"89,71",1328,20.0,4000.0,,277487,0.0,,poldrack-single-stim,s585
4772.0,larger_later,,discount_fixed,89,49.0,140.0,"89,71",1617,20.0,4000.0,,282265,0.0,,poldrack-single-stim,s585
7016.0,larger_later,,discount_fixed,89,67.0,103.0,"89,71",1129,20.0,4000.0,,289284,0.0,,poldrack-single-stim,s585
4704.0,larger_later,,discount_fixed,89,69.0,172.0,"89,71",1297,20.0,4000.0,,293994,0.0,,poldrack-single-stim,s585
5180.0,larger_later,,discount_fixed,89,66.0,71.0,"89,71",1153,20.0,4000.0,,299178,0.0,,poldrack-single-stim,s585
5044.0,larger_later,,discount_fixed,89,71.0,176.0,"89,71",875,20.0,4000.0,,304224,0.0,,poldrack-single-stim,s585
5316.0,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",2583,20.0,4000.0,,309541,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",1218,20.0,4000.0,,322624,0.0,,poldrack-single-stim,s585
4636.0,larger_later,,discount_fixed,89,60.0,124.0,"89,71",1747,20.0,4000.0,,327264,0.0,,poldrack-single-stim,s585
4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",1557,20.0,4000.0,,332177,0.0,,poldrack-single-stim,s585
4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",1037,20.0,4000.0,,336678,0.0,,poldrack-single-stim,s585
4976.0,larger_later,,discount_fixed,89,44.0,92.0,"89,71",1807,20.0,4000.0,,341660,0.0,,poldrack-single-stim,s585
4908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",1585,20.0,4000.0,,346572,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,64.0,89.0,"89,71",949,20.0,4000.0,,351143,0.0,,poldrack-single-stim,s585
4500.0,larger_later,,discount_fixed,89,78.0,108.0,"89,71",855,20.0,4000.0,,355644,0.0,,poldrack-single-stim,s585
6200.0,larger_later,,discount_fixed,89,80.0,145.0,"89,71",877,20.0,4000.0,,361847,0.0,,poldrack-single-stim,s585
4704.0,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",1802,20.0,4000.0,,366555,0.0,,poldrack-single-stim,s585
5044.0,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",1832,20.0,4000.0,,371602,0.0,,poldrack-single-stim,s585
5044.0,larger_later,,discount_fixed,89,36.0,114.0,"89,71",2153,20.0,4000.0,,376648,0.0,,poldrack-single-stim,s585
5180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",1327,20.0,4000.0,,381830,0.0,,poldrack-single-stim,s585
4976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",863,20.0,4000.0,,386808,0.0,,poldrack-single-stim,s585
4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",2769,20.0,4000.0,,391581,0.0,,poldrack-single-stim,s585
4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1609,20.0,4000.0,,396355,0.0,,poldrack-single-stim,s585
5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",2534,20.0,4000.0,,401539,0.0,,poldrack-single-stim,s585
5180.0,larger_later,,discount_fixed,89,77.0,161.0,"89,71",1805,20.0,4000.0,,406724,0.0,,poldrack-single-stim,s585
5248.0,larger_later,,discount_fixed,89,55.0,163.0,"89,71",2134,20.0,4000.0,,411977,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,40.0,159.0,"89,71",2746,20.0,4000.0,,416548,0.0,,poldrack-single-stim,s585
4500.0,larger_later,,discount_fixed,89,76.0,161.0,"89,71",1396,20.0,4000.0,,421049,0.0,,poldrack-single-stim,s585
4908.0,larger_later,,discount_fixed,89,48.0,128.0,"89,71",2838,20.0,4000.0,,425962,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,39.0,95.0,"89,71",2124,20.0,4000.0,,430532,0.0,,poldrack-single-stim,s585
6200.0,larger_later,,discount_fixed,89,83.0,105.0,"89,71",1819,20.0,4000.0,,436735,0.0,,poldrack-single-stim,s585
4908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",986,20.0,4000.0,,441645,0.0,,poldrack-single-stim,s585
5248.0,larger_later,,discount_fixed,89,56.0,172.0,"89,71",1674,20.0,4000.0,,446896,0.0,,poldrack-single-stim,s585
5044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",2609,20.0,4000.0,,451941,0.0,,poldrack-single-stim,s585
4636.0,larger_later,,discount_fixed,89,50.0,129.0,"89,71",1170,20.0,4000.0,,456582,0.0,,poldrack-single-stim,s585
4704.0,smaller_sooner,,discount_fixed,71,23.0,61.0,"89,71",1387,20.0,4000.0,,461287,0.0,,poldrack-single-stim,s585
4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1010,20.0,4000.0,,465926,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,61.0,141.0,"89,71",973,20.0,4000.0,,470497,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1949,20.0,4000.0,,475067,0.0,,poldrack-single-stim,s585
4908.0,larger_later,,discount_fixed,89,66.0,145.0,"89,71",844,20.0,4000.0,,479980,0.0,,poldrack-single-stim,s585
4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",1910,20.0,4000.0,,484823,0.0,,poldrack-single-stim,s585
5248.0,smaller_sooner,,discount_fixed,71,32.0,57.0,"89,71",2728,20.0,4000.0,,490076,0.0,,poldrack-single-stim,s585
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",1393,20.0,4000.0,,494849,0.0,,poldrack-single-stim,s585
5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",2005,20.0,4000.0,,500850,0.0,,poldrack-single-stim,s585
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",865,20.0,4000.0,,506439,0.0,,poldrack-single-stim,s585
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",1173,20.0,4000.0,,511010,0.0,,poldrack-single-stim,s585
5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",1330,20.0,4000.0,,516124,0.0,,poldrack-single-stim,s585
5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",874,20.0,4000.0,,521784,0.0,,poldrack-single-stim,s585
4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",1358,20.0,4000.0,,526355,0.0,,poldrack-single-stim,s585
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1166,20.0,4000.0,,531128,0.0,,poldrack-single-stim,s585
5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",2324,20.0,4000.0,,536174,0.0,,poldrack-single-stim,s585
