CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",447.0,orange,1000.0,6.0,task_switch,color,switch,,-106280,0.0,stim,0.0,poldrack-categorize,s593
100.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",771.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,-102659,0.0,stim,1.0,poldrack-categorize,s593
900.0,2000.0,True,89.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",475.0,orange,1000.0,7.0,cue_stay,magnitude,stay,,-98243,0.0,stim,2.0,poldrack-categorize,s593
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",498.0,orange,1000.0,7.0,task_switch,color,switch,,-93827,0.0,stim,3.0,poldrack-categorize,s593
900.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",649.0,orange,1000.0,3.0,task_switch,magnitude,switch,,-89411,0.0,stim,4.0,poldrack-categorize,s593
900.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",674.0,orange,1000.0,2.0,cue_stay,magnitude,stay,,-84995,0.0,stim,5.0,poldrack-categorize,s593
100.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",885.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,-81385,0.0,stim,6.0,poldrack-categorize,s593
900.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",455.0,orange,1000.0,6.0,cue_switch,color,stay,,-76969,0.0,stim,7.0,poldrack-categorize,s593
100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",654.0,#1F45FC,1000.0,4.0,cue_stay,color,stay,,-73349,0.0,stim,8.0,poldrack-categorize,s593
100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",555.0,orange,1000.0,1.0,cue_switch,color,stay,,-69726,0.0,stim,9.0,poldrack-categorize,s593
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",779.0,orange,1000.0,4.0,task_switch,magnitude,switch,,-66110,0.0,stim,10.0,poldrack-categorize,s593
100.0,2000.0,False,89.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",740.0,#1F45FC,1000.0,7.0,cue_switch,magnitude,stay,,-62494,0.0,stim,11.0,poldrack-categorize,s593
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",615.0,orange,1000.0,7.0,task_switch,color,switch,,-58873,0.0,stim,12.0,poldrack-categorize,s593
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",471.0,orange,1000.0,7.0,task_switch,magnitude,switch,,-54451,0.0,stim,13.0,poldrack-categorize,s593
100.0,2000.0,True,89.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",731.0,#1F45FC,1000.0,6.0,cue_stay,magnitude,stay,,-50835,0.0,stim,14.0,poldrack-categorize,s593
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",614.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,-46419,0.0,stim,15.0,poldrack-categorize,s593
100.0,2272.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",661.0,orange,1000.0,6.0,cue_stay,magnitude,stay,,5896,0.0,stim,0.0,poldrack-single-stim,s593
900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",454.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,8941,0.0,stim,1.0,poldrack-single-stim,s593
900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",425.0,orange,1000.0,7.0,cue_switch,color,stay,,11853,0.0,stim,2.0,poldrack-single-stim,s593
100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",516.0,orange,1000.0,7.0,task_switch,magnitude,switch,,13965,0.0,stim,3.0,poldrack-single-stim,s593
900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",436.0,orange,1000.0,3.0,task_switch,color,switch,,17010,0.0,stim,4.0,poldrack-single-stim,s593
900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",549.0,orange,1000.0,2.0,task_switch,magnitude,switch,,19922,0.0,stim,5.0,poldrack-single-stim,s593
900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",527.0,#1F45FC,1000.0,2.0,task_switch,color,switch,,22962,0.0,stim,6.0,poldrack-single-stim,s593
900.0,2408.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",447.0,orange,1000.0,6.0,cue_stay,color,stay,,26279,0.0,stim,7.0,poldrack-single-stim,s593
100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",678.0,#1F45FC,1000.0,4.0,task_switch,magnitude,switch,,28525,0.0,stim,8.0,poldrack-single-stim,s593
