CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,89.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",1132.0,orange,1000.0,9.0,cue_stay,magnitude,stay,,-105312,0.0,stim,0.0,poldrack-categorize,s627
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",1099.0,orange,1000.0,4.0,task_switch,color,switch,,-101696,0.0,stim,1.0,poldrack-categorize,s627
100.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",542.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,-98080,0.0,stim,2.0,poldrack-categorize,s627
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",730.0,orange,1000.0,7.0,task_switch,magnitude,switch,,-93669,0.0,stim,3.0,poldrack-categorize,s627
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",755.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,-90058,0.0,stim,4.0,poldrack-categorize,s627
900.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",539.0,#1F45FC,1000.0,6.0,cue_stay,color,stay,,-85648,0.0,stim,5.0,poldrack-categorize,s627
900.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",553.0,#1F45FC,1000.0,1.0,cue_stay,color,stay,,-81228,0.0,stim,6.0,poldrack-categorize,s627
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",1013.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,-77615,0.0,stim,7.0,poldrack-categorize,s627
900.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",537.0,#1F45FC,1000.0,6.0,cue_switch,magnitude,stay,,-73205,0.0,stim,8.0,poldrack-categorize,s627
900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",926.0,#1F45FC,1000.0,3.0,task_switch,color,switch,,-68789,0.0,stim,9.0,poldrack-categorize,s627
100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",772.0,orange,1000.0,8.0,cue_switch,color,stay,,-65178,0.0,stim,10.0,poldrack-categorize,s627
900.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",439.0,orange,1000.0,3.0,cue_switch,color,stay,,-60756,0.0,stim,11.0,poldrack-categorize,s627
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",982.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-57146,0.0,stim,12.0,poldrack-categorize,s627
100.0,2000.0,True,89.0,Magnitude,stay,practice,twobytwo,500.0,89.0,"89,71",711.0,#1F45FC,1000.0,6.0,cue_stay,magnitude,stay,,-53535,0.0,stim,13.0,poldrack-categorize,s627
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",482.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,-49119,0.0,stim,14.0,poldrack-categorize,s627
900.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",447.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-44708,0.0,stim,15.0,poldrack-categorize,s627
100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",768.0,orange,1000.0,9.0,task_switch,color,switch,,5752,0.0,stim,0.0,poldrack-single-stim,s627
900.0,2680.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",884.0,orange,1000.0,4.0,cue_stay,color,stay,,9342,0.0,stim,1.0,poldrack-single-stim,s627
100.0,2544.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",702.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,11992,0.0,stim,2.0,poldrack-single-stim,s627
100.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",765.0,orange,1000.0,7.0,cue_switch,color,stay,,14371,0.0,stim,3.0,poldrack-single-stim,s627
900.0,2272.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",378.0,#1F45FC,1000.0,8.0,cue_switch,color,stay,,17548,0.0,stim,4.0,poldrack-single-stim,s627
900.0,2408.0,False,89.0,High-Low,,test,twobytwo,,71.0,"89,71",659.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,20862,0.0,stim,5.0,poldrack-single-stim,s627
900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",576.0,#1F45FC,1000.0,1.0,cue_stay,magnitude,stay,,23902,0.0,stim,6.0,poldrack-single-stim,s627
900.0,2272.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",801.0,#1F45FC,1000.0,1.0,task_switch,color,switch,,27080,0.0,stim,7.0,poldrack-single-stim,s627
100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1414.0,#1F45FC,1000.0,6.0,cue_switch,color,stay,,29187,0.0,stim,8.0,poldrack-single-stim,s627
100.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",817.0,#1F45FC,1000.0,3.0,cue_switch,color,stay,,31433,0.0,stim,9.0,poldrack-single-stim,s627
100.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",609.0,orange,1000.0,8.0,cue_stay,color,stay,,33811,0.0,stim,10.0,poldrack-single-stim,s627
100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",997.0,orange,1000.0,3.0,task_switch,magnitude,switch,,35918,0.0,stim,11.0,poldrack-single-stim,s627
900.0,2680.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",507.0,#1F45FC,1000.0,3.0,task_switch,color,switch,,39502,0.0,stim,12.0,poldrack-single-stim,s627
900.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",498.0,#1F45FC,1000.0,6.0,cue_switch,color,stay,,42409,0.0,stim,13.0,poldrack-single-stim,s627
100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1314.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,44516,0.0,stim,14.0,poldrack-single-stim,s627
100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",588.0,orange,1000.0,2.0,cue_stay,magnitude,stay,,46622,0.0,stim,15.0,poldrack-single-stim,s627
900.0,2272.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",541.0,#1F45FC,1000.0,3.0,task_switch,color,switch,,49801,0.0,stim,16.0,poldrack-single-stim,s627
900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",727.0,orange,1000.0,2.0,task_switch,magnitude,switch,,52708,0.0,stim,17.0,poldrack-single-stim,s627
