CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",899.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,-109175,0.0,stim,0.0,poldrack-categorize,s617
100.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",622.0,#1F45FC,1000.0,7.0,cue_switch,color,stay,,-105554,0.0,stim,1.0,poldrack-categorize,s617
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",682.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-101932,0.0,stim,2.0,poldrack-categorize,s617
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",495.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,-97516,0.0,stim,3.0,poldrack-categorize,s617
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",702.0,orange,1000.0,4.0,task_switch,magnitude,switch,,-93100,0.0,stim,4.0,poldrack-categorize,s617
100.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",784.0,orange,1000.0,8.0,cue_stay,magnitude,stay,,-89484,0.0,stim,5.0,poldrack-categorize,s617
900.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",503.0,orange,1000.0,7.0,cue_stay,magnitude,stay,,-85068,0.0,stim,6.0,poldrack-categorize,s617
900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",430.0,orange,1000.0,9.0,task_switch,color,switch,,-80649,0.0,stim,7.0,poldrack-categorize,s617
900.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",438.0,orange,1000.0,6.0,cue_stay,color,stay,,-76226,0.0,stim,8.0,poldrack-categorize,s617
100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",614.0,#1F45FC,1000.0,8.0,cue_stay,color,stay,,-72608,0.0,stim,9.0,poldrack-categorize,s617
100.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",799.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-68993,0.0,stim,10.0,poldrack-categorize,s617
100.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",719.0,orange,1000.0,9.0,cue_switch,magnitude,stay,,-65376,0.0,stim,11.0,poldrack-categorize,s617
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",608.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,-60961,0.0,stim,12.0,poldrack-categorize,s617
900.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",552.0,#1F45FC,1000.0,6.0,cue_switch,color,stay,,-56544,0.0,stim,13.0,poldrack-categorize,s617
100.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",747.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-52928,0.0,stim,14.0,poldrack-categorize,s617
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",576.0,orange,1000.0,8.0,cue_switch,magnitude,stay,,-48512,0.0,stim,15.0,poldrack-categorize,s617
900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",467.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,6557,0.0,stim,0.0,poldrack-single-stim,s617
900.0,2680.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",498.0,#1F45FC,1000.0,7.0,cue_stay,color,stay,,10146,0.0,stim,1.0,poldrack-single-stim,s617
900.0,2544.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",509.0,#1F45FC,1000.0,3.0,cue_switch,color,stay,,13599,0.0,stim,2.0,poldrack-single-stim,s617
900.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",462.0,#1F45FC,1000.0,4.0,cue_switch,color,stay,,16779,0.0,stim,3.0,poldrack-single-stim,s617
