block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1900.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",527,500.0,,-77877,0.0,probe,0.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",336,500.0,,-73363,0.0,probe,1.0,poldrack-single-stim,s192
2500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",499,500.0,,-67850,0.0,probe,2.0,poldrack-single-stim,s192
1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",504,500.0,,-63339,0.0,probe,3.0,poldrack-single-stim,s192
2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",512,500.0,,-58025,0.0,probe,4.0,poldrack-single-stim,s192
1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",484,500.0,,-53513,0.0,probe,5.0,poldrack-single-stim,s192
1700.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",401,500.0,,-48798,0.0,probe,6.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",555,500.0,,-44286,0.0,probe,7.0,poldrack-single-stim,s192
2100.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",534,500.0,,-39177,0.0,probe,8.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",366,500.0,,-34663,0.0,probe,9.0,poldrack-single-stim,s192
1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",791,500.0,,7155,0.0,probe,0.0,poldrack-single-stim,s192
1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",515,500.0,,11160,0.0,probe,1.0,poldrack-single-stim,s192
2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",315,500.0,,15718,0.0,probe,2.0,poldrack-single-stim,s192
1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",421,500.0,,20003,0.0,probe,3.0,poldrack-single-stim,s192
1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",292,500.0,,24148,0.0,probe,4.0,poldrack-single-stim,s192
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",305,500.0,,28297,0.0,probe,5.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",336,500.0,,32310,0.0,probe,6.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,500.0,,36319,0.0,probe,7.0,poldrack-single-stim,s192
2044.0,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",453,500.0,,40876,0.0,probe,8.0,poldrack-single-stim,s192
2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",441,500.0,,45839,0.0,probe,9.0,poldrack-single-stim,s192
1908.0,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,50255,0.0,probe,10.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",481,500.0,,54268,0.0,probe,11.0,poldrack-single-stim,s192
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",578,500.0,,58687,0.0,probe,12.0,poldrack-single-stim,s192
2180.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",335,500.0,,63381,0.0,probe,13.0,poldrack-single-stim,s192
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",469,500.0,,67394,0.0,probe,14.0,poldrack-single-stim,s192
1908.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",374,500.0,,71813,0.0,probe,15.0,poldrack-single-stim,s192
2316.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",387,500.0,,76640,0.0,probe,16.0,poldrack-single-stim,s192
2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",555,500.0,,81467,0.0,probe,17.0,poldrack-single-stim,s192
1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",320,500.0,,85615,0.0,probe,18.0,poldrack-single-stim,s192
