CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",700.0,orange,1000.0,7.0,cue_switch,magnitude,stay,,-101518,0.0,stim,0.0,poldrack-categorize,s581
900.0,2000.0,False,71.0,Color,,practice,twobytwo,500.0,89.0,"89,71",761.0,#1F45FC,1000.0,1.0,task_switch,color,switch,,-97096,0.0,stim,1.0,poldrack-categorize,s581
900.0,2000.0,True,71.0,Color,stay,practice,twobytwo,500.0,71.0,"89,71",858.0,#1F45FC,1000.0,1.0,cue_stay,color,stay,,-92679,0.0,stim,2.0,poldrack-categorize,s581
900.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",601.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,-88259,0.0,stim,3.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",779.0,#1F45FC,1000.0,8.0,cue_switch,color,stay,,-84642,0.0,stim,4.0,poldrack-categorize,s581
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",673.0,orange,1000.0,6.0,task_switch,magnitude,switch,,-80227,0.0,stim,5.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",1039.0,#1F45FC,1000.0,1.0,task_switch,color,switch,,-76610,0.0,stim,6.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",777.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,-72992,0.0,stim,7.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",742.0,#1F45FC,1000.0,9.0,cue_stay,magnitude,stay,,-69371,0.0,stim,8.0,poldrack-categorize,s581
900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",540.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,-64946,0.0,stim,9.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",708.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,-61324,0.0,stim,10.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",955.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,-57708,0.0,stim,11.0,poldrack-categorize,s581
100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",726.0,#1F45FC,1000.0,3.0,cue_stay,color,stay,,-54092,0.0,stim,12.0,poldrack-categorize,s581
900.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",650.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-49671,0.0,stim,13.0,poldrack-categorize,s581
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",953.0,orange,1000.0,4.0,cue_stay,magnitude,stay,,-45248,0.0,stim,14.0,poldrack-categorize,s581
100.0,2000.0,True,89.0,Magnitude,switch,practice,twobytwo,500.0,89.0,"89,71",1100.0,#1F45FC,1000.0,2.0,cue_switch,magnitude,stay,,-41631,0.0,stim,15.0,poldrack-categorize,s581
100.0,3224.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",1012.0,orange,1000.0,7.0,cue_stay,color,stay,,6845,0.0,stim,0.0,poldrack-single-stim,s581
900.0,2408.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",570.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,10161,0.0,stim,1.0,poldrack-single-stim,s581
