CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,False,89.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",669.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-98140,0.0,stim,0.0,poldrack-categorize,s613
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",785.0,#1F45FC,1000.0,3.0,task_switch,color,switch,,-94524,0.0,stim,1.0,poldrack-categorize,s613
100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",885.0,orange,1000.0,8.0,cue_stay,color,stay,,-90909,0.0,stim,2.0,poldrack-categorize,s613
100.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",848.0,orange,1000.0,2.0,cue_switch,color,stay,,-87298,0.0,stim,3.0,poldrack-categorize,s613
100.0,2000.0,False,89.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",692.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-83681,0.0,stim,4.0,poldrack-categorize,s613
900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",609.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,-79265,0.0,stim,5.0,poldrack-categorize,s613
100.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",1063.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-75650,0.0,stim,6.0,poldrack-categorize,s613
900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",585.0,orange,1000.0,1.0,task_switch,color,switch,,-71233,0.0,stim,7.0,poldrack-categorize,s613
900.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",752.0,#1F45FC,1000.0,1.0,cue_switch,color,stay,,-66813,0.0,stim,8.0,poldrack-categorize,s613
100.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",688.0,orange,1000.0,4.0,cue_switch,color,stay,,-63197,0.0,stim,9.0,poldrack-categorize,s613
900.0,2000.0,False,71.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",932.0,orange,1000.0,4.0,cue_stay,color,stay,,-58780,0.0,stim,10.0,poldrack-categorize,s613
900.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",925.0,#1F45FC,1000.0,8.0,cue_switch,color,stay,,-54364,0.0,stim,11.0,poldrack-categorize,s613
100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",1991.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-50748,0.0,stim,12.0,poldrack-categorize,s613
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",650.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,-46332,0.0,stim,13.0,poldrack-categorize,s613
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",922.0,orange,1000.0,2.0,cue_stay,magnitude,stay,,-42716,0.0,stim,14.0,poldrack-categorize,s613
900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",513.0,orange,1000.0,7.0,task_switch,color,switch,,-38300,0.0,stim,15.0,poldrack-categorize,s613
900.0,2136.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",622.0,orange,1000.0,8.0,task_switch,magnitude,switch,,6559,0.0,stim,0.0,poldrack-single-stim,s613
100.0,2680.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",887.0,#1F45FC,1000.0,3.0,cue_stay,magnitude,stay,,9348,0.0,stim,1.0,poldrack-single-stim,s613
100.0,2544.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",828.0,orange,1000.0,8.0,cue_switch,magnitude,stay,,12004,0.0,stim,2.0,poldrack-single-stim,s613
100.0,2272.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",641.0,orange,1000.0,2.0,cue_switch,magnitude,stay,,14380,0.0,stim,3.0,poldrack-single-stim,s613
100.0,2272.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",834.0,orange,1000.0,9.0,cue_switch,magnitude,stay,,16761,0.0,stim,4.0,poldrack-single-stim,s613
900.0,2408.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",387.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,20073,0.0,stim,5.0,poldrack-single-stim,s613
100.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",572.0,orange,1000.0,9.0,cue_stay,color,stay,,22313,0.0,stim,6.0,poldrack-single-stim,s613
900.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",563.0,orange,1000.0,1.0,task_switch,magnitude,switch,,25490,0.0,stim,7.0,poldrack-single-stim,s613
900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",555.0,#1F45FC,1000.0,1.0,cue_switch,magnitude,stay,,28399,0.0,stim,8.0,poldrack-single-stim,s613
100.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1131.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,30644,0.0,stim,9.0,poldrack-single-stim,s613
900.0,2272.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",490.0,orange,1000.0,4.0,cue_stay,magnitude,stay,,33828,0.0,stim,10.0,poldrack-single-stim,s613
100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",613.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,35934,0.0,stim,11.0,poldrack-single-stim,s613
100.0,2680.0,False,71.0,Magnitude,,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,38724,0.0,stim,12.0,poldrack-single-stim,s613
900.0,2000.0,False,89.0,High-Low,switch,test,twobytwo,,71.0,"89,71",457.0,#1F45FC,1000.0,8.0,cue_switch,magnitude,stay,,41630,0.0,stim,13.0,poldrack-single-stim,s613
900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",765.0,orange,1000.0,2.0,task_switch,color,switch,,44537,0.0,stim,14.0,poldrack-single-stim,s613
100.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",779.0,orange,1000.0,7.0,cue_stay,color,stay,,46644,0.0,stim,15.0,poldrack-single-stim,s613
900.0,2272.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",509.0,#1F45FC,1000.0,2.0,task_switch,magnitude,switch,,49822,0.0,stim,16.0,poldrack-single-stim,s613
100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",886.0,#1F45FC,1000.0,7.0,task_switch,color,switch,,51929,0.0,stim,17.0,poldrack-single-stim,s613
900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",512.0,orange,1000.0,7.0,task_switch,magnitude,switch,,54836,0.0,stim,18.0,poldrack-single-stim,s613
100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",730.0,orange,1000.0,2.0,task_switch,color,switch,,56948,0.0,stim,19.0,poldrack-single-stim,s613
900.0,2680.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",390.0,#1F45FC,1000.0,3.0,cue_stay,color,stay,,60532,0.0,stim,20.0,poldrack-single-stim,s613
900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",1027.0,orange,1000.0,6.0,cue_stay,color,stay,,63439,0.0,stim,21.0,poldrack-single-stim,s613
900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",545.0,orange,1000.0,9.0,task_switch,magnitude,switch,,66478,0.0,stim,22.0,poldrack-single-stim,s613
100.0,2408.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",783.0,#1F45FC,1000.0,6.0,cue_switch,magnitude,stay,,68990,0.0,stim,23.0,poldrack-single-stim,s613
900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",509.0,#1F45FC,1000.0,1.0,cue_stay,magnitude,stay,,72030,0.0,stim,24.0,poldrack-single-stim,s613
900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",452.0,orange,1000.0,4.0,cue_stay,magnitude,stay,,74937,0.0,stim,25.0,poldrack-single-stim,s613
900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",724.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,77844,0.0,stim,26.0,poldrack-single-stim,s613
900.0,2544.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",573.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,81294,0.0,stim,27.0,poldrack-single-stim,s613
100.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",973.0,orange,1000.0,4.0,cue_stay,magnitude,stay,,83535,0.0,stim,28.0,poldrack-single-stim,s613
900.0,2544.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",436.0,orange,1000.0,2.0,cue_stay,magnitude,stay,,86985,0.0,stim,29.0,poldrack-single-stim,s613
900.0,2680.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",463.0,orange,1000.0,7.0,task_switch,color,switch,,90569,0.0,stim,30.0,poldrack-single-stim,s613
100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1024.0,orange,1000.0,4.0,cue_switch,color,stay,,92675,0.0,stim,31.0,poldrack-single-stim,s613
900.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",444.0,orange,1000.0,4.0,task_switch,magnitude,switch,,95855,0.0,stim,32.0,poldrack-single-stim,s613
900.0,3088.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",456.0,orange,1000.0,1.0,task_switch,color,switch,,99848,0.0,stim,33.0,poldrack-single-stim,s613
