block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
13084.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,13084,"1,0,0,2,3,0,0,0,0",13084.0,,16093,0.0,to_hand,poldrack-single-stim,s650
4406.0,UA_with_intermeidate,,"1,0,0,2,3,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",0.0,,4406,"1,0,0,2,3,0,0,0,0",4406.0,,20500,0.0,to_board,poldrack-single-stim,s650
2856.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71",0.0,,2856,"1,0,0,2,3,0,0,0,0",2856.0,,23358,0.0,to_hand,poldrack-single-stim,s650
569.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",0.0,,569,"1,0,0,2,3,0,0,0,0",569.0,,23929,0.0,to_board,poldrack-single-stim,s650
1068.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",0.0,,1068,"1,0,0,2,3,0,0,0,0",1068.0,,24998,0.0,to_hand,poldrack-single-stim,s650
388.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,388,"1,0,0,2,3,0,0,0,0",388.0,,25387,0.0,to_board,poldrack-single-stim,s650
1846.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,4.0,"89,82",0.0,,1846,"1,0,0,2,3,0,0,0,0",1846.0,,27237,0.0,to_hand,poldrack-single-stim,s650
278.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",0.0,,278,"1,0,0,2,3,0,0,0,0",278.0,,27517,0.0,to_board,poldrack-single-stim,s650
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,4.0,none,0.0,27516.0,-1,,1000.0,,30021,0.0,feedback,poldrack-single-stim,s650
5057.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71",1.0,,5057,"1,2,0,3,0,0,0,0,0",5057.0,,35081,0.0,to_hand,poldrack-single-stim,s650
