EV,action,block_duration,cards_left,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,gain_probability,key_press,loss_amount,loss_probability,num_cards,num_click_in_round,num_loss_cards,possible_responses,risk,round_points,rt,stim_duration,text,time_elapsed,timing_post_trial,total_cards,trial_id,trial_type,which_round,worker_id
-1.9797824772824772,draw_card,3334.0,6.0,0.0,test,columbia_card_task_fmri,12.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-1.749275530226381,12.0,3334.0,3334.0,,6346,0.0,,stim,poldrack-single-stim,1.0,s622
-4.713115810615809,end_round,1861.0,5.0,0.0,test,columbia_card_task_fmri,12.0,0.8,71.0,-70.0,0.2,6.0,2.0,1.0,"89,71",0.4910192170201313,12.0,1861.0,1861.0,,8208,0.0,1.0,stim,poldrack-single-stim,1.0,s622
-1.1464491439491433,draw_card,2624.0,6.0,1.0,test,columbia_card_task_fmri,14.0,0.8333333333333334,89.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",0.8593442872491863,-75.0,2624.0,2624.0,,13290,0.0,1.0,stim,poldrack-single-stim,2.0,s622
0.5202175227175228,draw_card,3870.0,6.0,1.0,test,columbia_card_task_fmri,15.0,0.8333333333333334,89.0,-70.0,0.16666666666666666,6.0,1.0,1.0,"89,71",-0.6312981525934553,-70.0,3870.0,3870.0,,19618,0.0,1.0,stim,poldrack-single-stim,3.0,s622
1.3535508560508567,end_round,2031.0,6.0,0.0,test,columbia_card_task_fmri,17.0,0.8333333333333334,71.0,-75.0,0.16666666666666666,6.0,1.0,1.0,"89,71",1.977330085482862,0.0,2031.0,2031.0,,24177,0.0,0.0,stim,poldrack-single-stim,4.0,s622
2.686884189384189,draw_card,1961.0,8.0,0.0,test,columbia_card_task_fmri,24.0,0.75,89.0,-60.0,0.25,8.0,1.0,2.0,"89,71",4.063939371074795,24.0,1961.0,1961.0,,28596,0.0,,stim,poldrack-single-stim,5.0,s622
-0.3131158106158111,draw_card,1995.0,7.0,0.0,test,columbia_card_task_fmri,24.0,0.7142857142857143,89.0,-60.0,0.2857142857142857,8.0,2.0,2.0,"89,71",5.638148426206158,48.0,1995.0,1995.0,,30593,0.0,,stim,poldrack-single-stim,5.0,s622
-4.313115810615811,end_round,1299.0,6.0,0.0,test,columbia_card_task_fmri,24.0,0.6666666666666667,71.0,-60.0,0.3333333333333333,8.0,3.0,2.0,"89,71",7.288742403958146,48.0,1299.0,1299.0,,31894,0.0,2.0,stim,poldrack-single-stim,5.0,s622
2.686884189384189,draw_card,1685.0,8.0,0.0,test,columbia_card_task_fmri,29.0,0.75,89.0,-75.0,0.25,8.0,1.0,2.0,"89,71",12.72393424356651,29.0,1685.0,1685.0,,36240,0.0,,stim,poldrack-single-stim,6.0,s622
-1.027401524901523,end_round,1299.0,7.0,0.0,test,columbia_card_task_fmri,29.0,0.7142857142857143,71.0,-75.0,0.2857142857142857,8.0,2.0,2.0,"89,71",14.672979040596708,29.0,1299.0,1299.0,,37539,0.0,1.0,stim,poldrack-single-stim,6.0,s622
-1.5353380328380308,draw_card,2587.0,9.0,0.0,test,columbia_card_task_fmri,17.0,0.7777777777777778,89.0,-65.0,0.2222222222222222,9.0,1.0,2.0,"89,71",1.7816188289496608,17.0,2587.0,2587.0,,42518,0.0,,stim,poldrack-single-stim,7.0,s622
-3.813115810615811,end_round,2692.0,8.0,0.0,test,columbia_card_task_fmri,17.0,0.75,71.0,-65.0,0.25,9.0,2.0,2.0,"89,71",3.197946836668706,17.0,2692.0,2692.0,,45211,0.0,1.0,stim,poldrack-single-stim,7.0,s622
2.7868841893841885,draw_card,3271.0,10.0,0.0,test,columbia_card_task_fmri,14.0,0.9,89.0,-95.0,0.1,10.0,1.0,1.0,"89,71",0.3910237871509281,14.0,3271.0,3271.0,,51011,0.0,,stim,poldrack-single-stim,8.0,s622
