block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1900.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",768,500.0,,-88313,0.0,probe,0.0,poldrack-single-stim,s541
1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",1267,500.0,,-83793,0.0,probe,1.0,poldrack-single-stim,s541
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",496,500.0,,-79276,0.0,probe,2.0,poldrack-single-stim,s541
1700.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",641,500.0,,-74563,0.0,probe,3.0,poldrack-single-stim,s541
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",480,500.0,,-70051,0.0,probe,4.0,poldrack-single-stim,s541
1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",409,500.0,,-65539,0.0,probe,5.0,poldrack-single-stim,s541
2500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",696,500.0,,-60029,0.0,probe,6.0,poldrack-single-stim,s541
2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",597,500.0,,-54712,0.0,probe,7.0,poldrack-single-stim,s541
1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",811,500.0,,-50194,0.0,probe,8.0,poldrack-single-stim,s541
2100.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",909,500.0,,-45081,0.0,probe,9.0,poldrack-single-stim,s541
1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",556,500.0,,7295,0.0,probe,0.0,poldrack-single-stim,s541
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",572,500.0,,11309,0.0,probe,1.0,poldrack-single-stim,s541
2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",712,500.0,,16272,0.0,probe,2.0,poldrack-single-stim,s541
1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",704,500.0,,20555,0.0,probe,3.0,poldrack-single-stim,s541
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",788,500.0,,24971,0.0,probe,4.0,poldrack-single-stim,s541
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",658,500.0,,29387,0.0,probe,5.0,poldrack-single-stim,s541
2588.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",534,500.0,,34487,0.0,probe,6.0,poldrack-single-stim,s541
1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",845,500.0,,38502,0.0,probe,7.0,poldrack-single-stim,s541
1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",451,500.0,,42514,0.0,probe,8.0,poldrack-single-stim,s541
