CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",901.0,orange,1000.0,4.0,task_switch,color,switch,,-110759,0.0,stim,0.0,poldrack-categorize,s584
900.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",431.0,#1F45FC,1000.0,2.0,cue_stay,color,stay,,-106334,0.0,stim,1.0,poldrack-categorize,s584
100.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",906.0,#1F45FC,1000.0,4.0,cue_stay,color,stay,,-102712,0.0,stim,2.0,poldrack-categorize,s584
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",540.0,#1F45FC,1000.0,7.0,task_switch,magnitude,switch,,-98296,0.0,stim,3.0,poldrack-categorize,s584
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",434.0,orange,1000.0,4.0,task_switch,color,switch,,-93880,0.0,stim,4.0,poldrack-categorize,s584
100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",739.0,orange,1000.0,8.0,task_switch,magnitude,switch,,-90264,0.0,stim,5.0,poldrack-categorize,s584
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",681.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,-86648,0.0,stim,6.0,poldrack-categorize,s584
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",782.0,orange,1000.0,9.0,task_switch,magnitude,switch,,-82232,0.0,stim,7.0,poldrack-categorize,s584
900.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",608.0,orange,1000.0,8.0,cue_switch,magnitude,stay,,-77810,0.0,stim,8.0,poldrack-categorize,s584
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",985.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,-74190,0.0,stim,9.0,poldrack-categorize,s584
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",1329.0,orange,1000.0,3.0,task_switch,color,switch,,-70575,0.0,stim,10.0,poldrack-categorize,s584
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",915.0,orange,1000.0,2.0,task_switch,magnitude,switch,,-66957,0.0,stim,11.0,poldrack-categorize,s584
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",571.0,orange,1000.0,4.0,cue_stay,magnitude,stay,,-62541,0.0,stim,12.0,poldrack-categorize,s584
900.0,2000.0,True,89.0,Magnitude,switch,practice,twobytwo,500.0,89.0,"89,71",596.0,#1F45FC,1000.0,2.0,cue_switch,magnitude,stay,,-58120,0.0,stim,13.0,poldrack-categorize,s584
100.0,2000.0,True,71.0,High-Low,switch,practice,twobytwo,500.0,71.0,"89,71",852.0,#1F45FC,1000.0,6.0,cue_switch,magnitude,stay,,-54503,0.0,stim,14.0,poldrack-categorize,s584
100.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",841.0,orange,1000.0,7.0,cue_switch,magnitude,stay,,-50883,0.0,stim,15.0,poldrack-categorize,s584
900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",480.0,orange,1000.0,4.0,task_switch,color,switch,,6554,0.0,stim,0.0,poldrack-single-stim,s584
100.0,2680.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",783.0,#1F45FC,1000.0,2.0,cue_stay,color,stay,,9343,0.0,stim,1.0,poldrack-single-stim,s584
100.0,2544.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",552.0,#1F45FC,1000.0,4.0,cue_switch,color,stay,,11999,0.0,stim,2.0,poldrack-single-stim,s584
900.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",453.0,#1F45FC,1000.0,7.0,cue_switch,color,stay,,15178,0.0,stim,3.0,poldrack-single-stim,s584
900.0,2272.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",512.0,orange,1000.0,4.0,cue_switch,color,stay,,18357,0.0,stim,4.0,poldrack-single-stim,s584
100.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",701.0,orange,1000.0,8.0,task_switch,magnitude,switch,,20874,0.0,stim,5.0,poldrack-single-stim,s584
100.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",722.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,23114,0.0,stim,6.0,poldrack-single-stim,s584
900.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",430.0,orange,1000.0,9.0,task_switch,color,switch,,26295,0.0,stim,7.0,poldrack-single-stim,s584
100.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",744.0,orange,1000.0,8.0,cue_switch,color,stay,,28399,0.0,stim,8.0,poldrack-single-stim,s584
