CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
100.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",922.0,orange,1000.0,9.0,cue_stay,color,stay,,-143824,0.0,stim,0.0,poldrack-categorize,s609
100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",713.0,#1F45FC,1000.0,8.0,task_switch,magnitude,switch,,-140208,0.0,stim,1.0,poldrack-categorize,s609
900.0,2000.0,True,89.0,Magnitude,switch,practice,twobytwo,500.0,89.0,"89,71",415.0,orange,1000.0,3.0,cue_switch,magnitude,stay,,-135792,0.0,stim,2.0,poldrack-categorize,s609
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",754.0,orange,1000.0,8.0,task_switch,color,switch,,-132176,0.0,stim,3.0,poldrack-categorize,s609
900.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",400.0,#1F45FC,1000.0,1.0,cue_stay,color,stay,,-127757,0.0,stim,4.0,poldrack-categorize,s609
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",488.0,#1F45FC,1000.0,8.0,task_switch,magnitude,switch,,-123339,0.0,stim,5.0,poldrack-categorize,s609
900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",614.0,#1F45FC,1000.0,9.0,task_switch,color,switch,,-118919,0.0,stim,6.0,poldrack-categorize,s609
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",634.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,-114502,0.0,stim,7.0,poldrack-categorize,s609
100.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",650.0,orange,1000.0,3.0,cue_switch,magnitude,stay,,-110880,0.0,stim,8.0,poldrack-categorize,s609
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",606.0,orange,1000.0,7.0,task_switch,color,switch,,-107264,0.0,stim,9.0,poldrack-categorize,s609
900.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",533.0,#1F45FC,1000.0,2.0,task_switch,magnitude,switch,,-102848,0.0,stim,10.0,poldrack-categorize,s609
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",488.0,orange,1000.0,1.0,cue_stay,magnitude,stay,,-98432,0.0,stim,11.0,poldrack-categorize,s609
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",599.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,-94816,0.0,stim,12.0,poldrack-categorize,s609
100.0,2000.0,True,89.0,Magnitude,switch,practice,twobytwo,500.0,89.0,"89,71",480.0,#1F45FC,1000.0,4.0,cue_switch,magnitude,stay,,-91200,0.0,stim,13.0,poldrack-categorize,s609
100.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",523.0,orange,1000.0,1.0,task_switch,color,switch,,-87581,0.0,stim,14.0,poldrack-categorize,s609
900.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",538.0,orange,1000.0,4.0,cue_switch,color,stay,,-83163,0.0,stim,15.0,poldrack-categorize,s609
900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",671.0,orange,1000.0,9.0,task_switch,color,switch,,6555,0.0,stim,0.0,poldrack-single-stim,s609
100.0,2680.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",672.0,#1F45FC,1000.0,8.0,cue_stay,color,stay,,9344,0.0,stim,1.0,poldrack-single-stim,s609
100.0,2544.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",557.0,orange,1000.0,3.0,cue_switch,color,stay,,11999,0.0,stim,2.0,poldrack-single-stim,s609
100.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",717.0,orange,1000.0,8.0,cue_switch,color,stay,,14377,0.0,stim,3.0,poldrack-single-stim,s609
900.0,2272.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",416.0,#1F45FC,1000.0,1.0,cue_switch,color,stay,,17562,0.0,stim,4.0,poldrack-single-stim,s609
100.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",655.0,#1F45FC,1000.0,8.0,task_switch,magnitude,switch,,20074,0.0,stim,5.0,poldrack-single-stim,s609
900.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",490.0,#1F45FC,1000.0,9.0,cue_stay,magnitude,stay,,23114,0.0,stim,6.0,poldrack-single-stim,s609
100.0,2272.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",734.0,#1F45FC,1000.0,3.0,task_switch,color,switch,,25493,0.0,stim,7.0,poldrack-single-stim,s609
100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",620.0,orange,1000.0,3.0,cue_switch,color,stay,,27600,0.0,stim,8.0,poldrack-single-stim,s609
