block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
4175.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4175,"1,0,0,2,3,0,0,0,0",4175.0,,7185,0.0,to_hand,poldrack-single-stim,s642
1063.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,1063,"1,0,0,2,3,0,0,0,0",1063.0,,8250,0.0,to_board,poldrack-single-stim,s642
501.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,501,"1,0,0,2,3,0,0,0,0",501.0,,8754,0.0,to_hand,poldrack-single-stim,s642
329.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,329,"1,0,0,2,3,0,0,0,0",329.0,,9085,0.0,to_board,poldrack-single-stim,s642
709.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,709,"1,0,0,2,3,0,0,0,0",709.0,,9795,0.0,to_hand,poldrack-single-stim,s642
308.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,308,"1,0,0,2,3,0,0,0,0",308.0,,10105,0.0,to_board,poldrack-single-stim,s642
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,0.0,10105.0,-1,,1000.0,,12611,0.0,feedback,poldrack-single-stim,s642
2649.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,2649,"1,2,0,3,0,0,0,0,0",2649.0,,15262,0.0,to_hand,poldrack-single-stim,s642
1270.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,1270,"1,2,0,3,0,0,0,0,0",1270.0,,16534,0.0,to_board,poldrack-single-stim,s642
387.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,387,"1,2,0,3,0,0,0,0,0",387.0,,16922,0.0,to_hand,poldrack-single-stim,s642
333.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,333,"1,2,0,3,0,0,0,0,0",333.0,,17256,0.0,to_board,poldrack-single-stim,s642
395.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,395,"1,2,0,3,0,0,0,0,0",395.0,,17654,0.0,to_hand,poldrack-single-stim,s642
277.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,277,"1,2,0,3,0,0,0,0,0",277.0,,17932,0.0,to_board,poldrack-single-stim,s642
2100.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,1.0,7425.0,-1,,1000.0,,20036,0.0,feedback,poldrack-single-stim,s642
1798.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,1798,"0,0,0,1,2,0,3,0,0",1798.0,,21836,0.0,to_hand,poldrack-single-stim,s642
380.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,380,"0,0,0,1,2,0,3,0,0",380.0,,22218,0.0,to_board,poldrack-single-stim,s642
848.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,848,"0,0,0,1,2,0,3,0,0",848.0,,23068,0.0,to_hand,poldrack-single-stim,s642
230.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,230,"0,0,0,1,2,0,3,0,0",230.0,,23299,0.0,to_board,poldrack-single-stim,s642
543.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,543,"0,0,0,1,2,0,3,0,0",543.0,,23843,0.0,to_hand,poldrack-single-stim,s642
173.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,173,"0,0,0,1,2,0,3,0,0",173.0,,24017,0.0,to_board,poldrack-single-stim,s642
2200.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,2.0,6185.0,-1,,1000.0,,26221,0.0,feedback,poldrack-single-stim,s642
2846.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,2846,"0,0,0,1,2,0,3,0,0",2846.0,,29069,0.0,to_hand,poldrack-single-stim,s642
244.0,UA_without_intermeidate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",3.0,,244,"0,0,0,1,2,0,3,0,0",244.0,,29314,0.0,to_board,poldrack-single-stim,s642
1104.0,UA_without_intermeidate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",3.0,,1104,"0,0,0,1,2,0,3,0,0",1104.0,,30421,0.0,to_hand,poldrack-single-stim,s642
206.0,UA_without_intermeidate,,"2,3,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",3.0,,206,"0,0,0,1,2,0,3,0,0",206.0,,30628,0.0,to_board,poldrack-single-stim,s642
702.0,UA_without_intermeidate,,"2,3,0,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",3.0,,702,"0,0,0,1,2,0,3,0,0",702.0,,31332,0.0,to_hand,poldrack-single-stim,s642
123.0,UA_without_intermeidate,,"2,3,1,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",3.0,,123,"0,0,0,1,2,0,3,0,0",123.0,,31456,0.0,to_board,poldrack-single-stim,s642
2000.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,3.0,7239.0,-1,,1000.0,,33459,0.0,feedback,poldrack-single-stim,s642
3907.0,PA_with_intermediate,,"0,0,0,0,0,0,1,2,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",82,3.0,1.0,82,0.0,,3907,"0,0,0,0,0,0,1,2,3",3907.0,,39373,0.0,to_hand,poldrack-single-stim,s642
386.0,PA_with_intermediate,,"0,0,0,3,0,0,1,2,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",71,3.0,1.0,"89,71,82",0.0,,386,"0,0,0,0,0,0,1,2,3",386.0,,39760,0.0,to_board,poldrack-single-stim,s642
861.0,PA_with_intermediate,,"0,0,0,0,0,0,1,2,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",71,3.0,2.0,"71,82",0.0,,861,"0,0,0,0,0,0,1,2,3",861.0,,40623,0.0,to_hand,poldrack-single-stim,s642
632.0,PA_with_intermediate,,"0,0,0,3,0,0,1,2,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",71,3.0,2.0,"89,71,82",0.0,,632,"0,0,0,0,0,0,1,2,3",632.0,,41257,0.0,to_board,poldrack-single-stim,s642
314.0,PA_with_intermediate,,"0,0,0,3,0,0,1,0,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",82,3.0,3.0,"71,82",0.0,,314,"0,0,0,0,0,0,1,2,3",314.0,,41574,0.0,to_hand,poldrack-single-stim,s642
352.0,PA_with_intermediate,,"2,0,0,3,0,0,1,0,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",89,3.0,3.0,"89,71,82",0.0,,352,"0,0,0,0,0,0,1,2,3",352.0,,41927,0.0,to_board,poldrack-single-stim,s642
878.0,PA_with_intermediate,,"2,0,0,0,0,0,1,0,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",71,3.0,4.0,"89,71,82",0.0,,878,"0,0,0,0,0,0,1,2,3",878.0,,42808,0.0,to_hand,poldrack-single-stim,s642
196.0,PA_with_intermediate,,"2,3,0,0,0,0,1,0,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",89,3.0,4.0,"89,71,82",0.0,,196,"0,0,0,0,0,0,1,2,3",196.0,,43005,0.0,to_board,poldrack-single-stim,s642
4176.0,PA_with_intermediate,True,,test,ward_and_allport,,-1,3.0,4.0,none,0.0,12223.0,-1,,1000.0,,47186,0.0,feedback,poldrack-single-stim,s642
1993.0,PA_with_intermediate,,"0,0,0,1,2,0,0,0,0",test,ward_and_allport,"0,0,0,1,0,0,2,3,0",71,3.0,1.0,71,1.0,,1993,"0,0,0,1,2,3,0,0,0",1993.0,,49182,0.0,to_hand,poldrack-single-stim,s642
544.0,PA_with_intermediate,,"3,0,0,1,2,0,0,0,0",test,ward_and_allport,"0,0,0,1,0,0,2,3,0",89,3.0,1.0,"89,71,82",1.0,,544,"0,0,0,1,2,3,0,0,0",544.0,,49729,0.0,to_board,poldrack-single-stim,s642
734.0,PA_with_intermediate,,"3,0,0,1,0,0,0,0,0",test,ward_and_allport,"0,0,0,1,0,0,2,3,0",71,3.0,2.0,"89,71",1.0,,734,"0,0,0,1,2,3,0,0,0",734.0,,50465,0.0,to_hand,poldrack-single-stim,s642
371.0,PA_with_intermediate,,"3,0,0,1,0,0,2,0,0",test,ward_and_allport,"0,0,0,1,0,0,2,3,0",82,3.0,2.0,"89,71,82",1.0,,371,"0,0,0,1,2,3,0,0,0",371.0,,50837,0.0,to_board,poldrack-single-stim,s642
366.0,PA_with_intermediate,,"0,0,0,1,0,0,2,0,0",test,ward_and_allport,"0,0,0,1,0,0,2,3,0",89,3.0,3.0,"89,71,82",1.0,,366,"0,0,0,1,2,3,0,0,0",366.0,,51208,0.0,to_hand,poldrack-single-stim,s642
530.0,PA_with_intermediate,,"0,0,0,1,0,0,2,3,0",test,ward_and_allport,"0,0,0,1,0,0,2,3,0",82,3.0,3.0,"89,71,82",1.0,,530,"0,0,0,1,2,3,0,0,0",530.0,,51739,0.0,to_board,poldrack-single-stim,s642
3360.0,PA_with_intermediate,True,,test,ward_and_allport,,-1,3.0,3.0,none,1.0,7916.0,-1,,1000.0,,55102,0.0,feedback,poldrack-single-stim,s642
2159.0,PA_with_intermediate,,"0,0,0,0,0,0,1,2,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",82,3.0,1.0,82,2.0,,2159,"0,0,0,0,0,0,1,2,3",2159.0,,57263,0.0,to_hand,poldrack-single-stim,s642
