block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",416,500.0,,-80110,0.0,probe,0.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",343,500.0,,-75593,0.0,probe,1.0,poldrack-single-stim,s574
2500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",509,500.0,,-70081,0.0,probe,2.0,poldrack-single-stim,s574
1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",372,500.0,,-65163,0.0,probe,3.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",365,500.0,,-60640,0.0,probe,4.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",359,500.0,,-56126,0.0,probe,5.0,poldrack-single-stim,s574
2300.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",502,500.0,,-50805,0.0,probe,6.0,poldrack-single-stim,s574
1700.0,BX,0.0,71.0,practice,dot_pattern_expectancy,89.0,"89,71",541,500.0,,-46095,0.0,probe,7.0,poldrack-single-stim,s574
1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",278,500.0,,-41578,0.0,probe,8.0,poldrack-single-stim,s574
2100.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",364,500.0,,-36463,0.0,probe,9.0,poldrack-single-stim,s574
2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",438,500.0,,7699,0.0,probe,0.0,poldrack-single-stim,s574
2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",607,500.0,,12520,0.0,probe,1.0,poldrack-single-stim,s574
1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",461,500.0,,16668,0.0,probe,2.0,poldrack-single-stim,s574
1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",341,500.0,,21086,0.0,probe,3.0,poldrack-single-stim,s574
3540.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",425,500.0,,27135,0.0,probe,4.0,poldrack-single-stim,s574
1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",338,500.0,,31285,0.0,probe,5.0,poldrack-single-stim,s574
1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",766,500.0,,35300,0.0,probe,6.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",361,500.0,,39313,0.0,probe,7.0,poldrack-single-stim,s574
1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",394,500.0,,43593,0.0,probe,8.0,poldrack-single-stim,s574
2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",343,500.0,,48554,0.0,probe,9.0,poldrack-single-stim,s574
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",387,500.0,,52970,0.0,probe,10.0,poldrack-single-stim,s574
1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",381,500.0,,57114,0.0,probe,11.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",609,500.0,,61127,0.0,probe,12.0,poldrack-single-stim,s574
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",788,500.0,,65275,0.0,probe,13.0,poldrack-single-stim,s574
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",689,500.0,,69418,0.0,probe,14.0,poldrack-single-stim,s574
2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",817,500.0,,74379,0.0,probe,15.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",476,500.0,,78395,0.0,probe,16.0,poldrack-single-stim,s574
1500.0,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,82407,0.0,probe,17.0,poldrack-single-stim,s574
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1600,500.0,,86557,0.0,probe,18.0,poldrack-single-stim,s574
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",488,500.0,,90700,0.0,probe,19.0,poldrack-single-stim,s574
1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",469,500.0,,94849,0.0,probe,20.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",533,500.0,,98862,0.0,probe,21.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",378,500.0,,102879,0.0,probe,22.0,poldrack-single-stim,s574
1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",311,500.0,,107159,0.0,probe,23.0,poldrack-single-stim,s574
2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",367,500.0,,111847,0.0,probe,24.0,poldrack-single-stim,s574
1772.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",266,500.0,,116130,0.0,probe,25.0,poldrack-single-stim,s574
1500.0,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,120143,0.0,probe,26.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",779,500.0,,124159,0.0,probe,27.0,poldrack-single-stim,s574
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",403,500.0,,128307,0.0,probe,28.0,poldrack-single-stim,s574
2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",571,500.0,,132995,0.0,probe,29.0,poldrack-single-stim,s574
2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",555,500.0,,137820,0.0,probe,30.0,poldrack-single-stim,s574
1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",548,500.0,,141966,0.0,probe,31.0,poldrack-single-stim,s574
2180.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",603,500.0,,146654,0.0,probe,32.0,poldrack-single-stim,s574
2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",613,500.0,,151209,0.0,probe,33.0,poldrack-single-stim,s574
1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",779,500.0,,155492,0.0,probe,34.0,poldrack-single-stim,s574
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",434,500.0,,159503,0.0,probe,35.0,poldrack-single-stim,s574
2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",414,500.0,,164191,0.0,probe,36.0,poldrack-single-stim,s574
2452.0,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",808,500.0,,169156,0.0,probe,37.0,poldrack-single-stim,s574
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",421,500.0,,173301,0.0,probe,38.0,poldrack-single-stim,s574
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",523,500.0,,177717,0.0,probe,39.0,poldrack-single-stim,s574
