CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,switch_type,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",701.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,-98612,0.0,stim,0.0,poldrack-categorize,s622
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",606.0,orange,1000.0,1.0,task_switch,color,switch,,-94196,0.0,stim,1.0,poldrack-categorize,s622
900.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",698.0,#1F45FC,1000.0,4.0,cue_switch,color,stay,,-89780,0.0,stim,2.0,poldrack-categorize,s622
900.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",564.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,-85369,0.0,stim,3.0,poldrack-categorize,s622
100.0,2000.0,True,71.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",969.0,orange,1000.0,6.0,cue_stay,magnitude,stay,,-81753,0.0,stim,4.0,poldrack-categorize,s622
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",763.0,orange,1000.0,3.0,task_switch,color,switch,,-78142,0.0,stim,5.0,poldrack-categorize,s622
100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",784.0,#1F45FC,1000.0,6.0,cue_switch,color,stay,,-74526,0.0,stim,6.0,poldrack-categorize,s622
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",624.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,-70115,0.0,stim,7.0,poldrack-categorize,s622
100.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",702.0,orange,1000.0,9.0,cue_stay,magnitude,stay,,-66504,0.0,stim,8.0,poldrack-categorize,s622
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",828.0,orange,1000.0,4.0,task_switch,color,switch,,-62889,0.0,stim,9.0,poldrack-categorize,s622
900.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",420.0,#1F45FC,1000.0,3.0,cue_stay,color,stay,,-58474,0.0,stim,10.0,poldrack-categorize,s622
900.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",652.0,orange,1000.0,1.0,cue_switch,color,stay,,-54061,0.0,stim,11.0,poldrack-categorize,s622
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",773.0,#1F45FC,1000.0,4.0,task_switch,magnitude,switch,,-50440,0.0,stim,12.0,poldrack-categorize,s622
100.0,2000.0,True,71.0,Magnitude,switch,practice,twobytwo,500.0,71.0,"89,71",772.0,#1F45FC,1000.0,6.0,cue_switch,magnitude,stay,,-46829,0.0,stim,13.0,poldrack-categorize,s622
900.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",484.0,#1F45FC,1000.0,9.0,cue_stay,magnitude,stay,,-42418,0.0,stim,14.0,poldrack-categorize,s622
100.0,2000.0,False,89.0,Color,,practice,twobytwo,500.0,71.0,"89,71",614.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,-38807,0.0,stim,15.0,poldrack-categorize,s622
900.0,3224.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",402.0,#1F45FC,1000.0,6.0,cue_stay,color,stay,,7641,0.0,stim,0.0,poldrack-single-stim,s622
100.0,2408.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",980.0,orange,1000.0,1.0,task_switch,magnitude,switch,,10154,0.0,stim,1.0,poldrack-single-stim,s622
100.0,2816.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",938.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,13077,0.0,stim,2.0,poldrack-single-stim,s622
900.0,2408.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",493.0,#1F45FC,1000.0,1.0,task_switch,magnitude,switch,,16395,0.0,stim,3.0,poldrack-single-stim,s622
100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",663.0,orange,1000.0,6.0,task_switch,color,switch,,18635,0.0,stim,4.0,poldrack-single-stim,s622
900.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",598.0,orange,1000.0,3.0,cue_stay,color,stay,,21680,0.0,stim,5.0,poldrack-single-stim,s622
100.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",958.0,#1F45FC,1000.0,6.0,cue_switch,color,stay,,23787,0.0,stim,6.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1218.0,#1F45FC,1000.0,9.0,cue_switch,color,stay,,26694,0.0,stim,7.0,poldrack-single-stim,s622
100.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1511.0,orange,1000.0,9.0,task_switch,magnitude,switch,,29070,0.0,stim,8.0,poldrack-single-stim,s622
100.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",807.0,orange,1000.0,4.0,task_switch,color,switch,,31584,0.0,stim,9.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",491.0,#1F45FC,1000.0,3.0,task_switch,magnitude,switch,,34491,0.0,stim,10.0,poldrack-single-stim,s622
900.0,2136.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",673.0,orange,1000.0,1.0,cue_switch,magnitude,stay,,37531,0.0,stim,11.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",501.0,#1F45FC,1000.0,4.0,task_switch,color,switch,,40438,0.0,stim,12.0,poldrack-single-stim,s622
100.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1493.0,#1F45FC,1000.0,6.0,task_switch,magnitude,switch,,42949,0.0,stim,13.0,poldrack-single-stim,s622
900.0,2272.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",686.0,#1F45FC,1000.0,9.0,cue_switch,magnitude,stay,,46129,0.0,stim,14.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",432.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,49036,0.0,stim,15.0,poldrack-single-stim,s622
100.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1296.0,#1F45FC,1000.0,7.0,cue_switch,color,stay,,51414,0.0,stim,16.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",714.0,#1F45FC,1000.0,7.0,task_switch,magnitude,switch,,54321,0.0,stim,17.0,poldrack-single-stim,s622
100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1013.0,orange,1000.0,9.0,task_switch,color,switch,,56428,0.0,stim,18.0,poldrack-single-stim,s622
100.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",689.0,#1F45FC,1000.0,8.0,cue_stay,color,stay,,58807,0.0,stim,19.0,poldrack-single-stim,s622
100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",813.0,#1F45FC,1000.0,7.0,task_switch,magnitude,switch,,61049,0.0,stim,20.0,poldrack-single-stim,s622
100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1392.0,orange,1000.0,4.0,task_switch,color,switch,,63159,0.0,stim,21.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",423.0,#1F45FC,1000.0,8.0,cue_stay,color,stay,,66066,0.0,stim,22.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",535.0,orange,1000.0,6.0,task_switch,magnitude,switch,,68973,0.0,stim,23.0,poldrack-single-stim,s622
100.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1878.0,#1F45FC,1000.0,7.0,cue_switch,magnitude,stay,,71079,0.0,stim,24.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",486.0,#1F45FC,1000.0,1.0,cue_stay,magnitude,stay,,73988,0.0,stim,25.0,poldrack-single-stim,s622
900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",708.0,#1F45FC,1000.0,8.0,task_switch,color,switch,,77031,0.0,stim,26.0,poldrack-single-stim,s622
100.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",753.0,orange,1000.0,2.0,cue_stay,color,stay,,79144,0.0,stim,27.0,poldrack-single-stim,s622
900.0,2000.0,False,71.0,High-Low,,test,twobytwo,,89.0,"89,71",1192.0,orange,1000.0,6.0,task_switch,magnitude,switch,,82050,0.0,stim,28.0,poldrack-single-stim,s622
100.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",951.0,orange,1000.0,9.0,cue_switch,magnitude,stay,,84290,0.0,stim,29.0,poldrack-single-stim,s622
100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",831.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,86397,0.0,stim,30.0,poldrack-single-stim,s622
100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",826.0,orange,1000.0,2.0,task_switch,color,switch,,88642,0.0,stim,31.0,poldrack-single-stim,s622
900.0,2680.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",668.0,#1F45FC,1000.0,8.0,task_switch,magnitude,switch,,92227,0.0,stim,32.0,poldrack-single-stim,s622
900.0,2272.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",565.0,#1F45FC,1000.0,8.0,cue_stay,magnitude,stay,,95405,0.0,stim,33.0,poldrack-single-stim,s622
900.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",558.0,orange,1000.0,4.0,cue_stay,magnitude,stay,,98446,0.0,stim,34.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",532.0,orange,1000.0,2.0,task_switch,color,switch,,101349,0.0,stim,35.0,poldrack-single-stim,s622
900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",672.0,#1F45FC,1000.0,9.0,task_switch,magnitude,switch,,104393,0.0,stim,36.0,poldrack-single-stim,s622
900.0,2680.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",447.0,#1F45FC,1000.0,6.0,task_switch,color,switch,,107977,0.0,stim,37.0,poldrack-single-stim,s622
100.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1001.0,orange,1000.0,9.0,task_switch,magnitude,switch,,110355,0.0,stim,38.0,poldrack-single-stim,s622
900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",655.0,orange,1000.0,4.0,cue_switch,magnitude,stay,,113262,0.0,stim,39.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",464.0,orange,1000.0,6.0,task_switch,color,switch,,116169,0.0,stim,40.0,poldrack-single-stim,s622
900.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",699.0,#1F45FC,1000.0,3.0,cue_stay,color,stay,,119214,0.0,stim,41.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",504.0,orange,1000.0,9.0,cue_stay,color,stay,,122121,0.0,stim,42.0,poldrack-single-stim,s622
100.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",1191.0,#1F45FC,1000.0,9.0,cue_stay,color,stay,,124228,0.0,stim,43.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",708.0,orange,1000.0,1.0,cue_switch,color,stay,,127135,0.0,stim,44.0,poldrack-single-stim,s622
900.0,2272.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",560.0,#1F45FC,1000.0,2.0,task_switch,magnitude,switch,,130313,0.0,stim,45.0,poldrack-single-stim,s622
900.0,2408.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",929.0,orange,1000.0,1.0,task_switch,color,switch,,133626,0.0,stim,46.0,poldrack-single-stim,s622
900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",581.0,orange,1000.0,7.0,cue_stay,color,stay,,136532,0.0,stim,47.0,poldrack-single-stim,s622
