block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
2928.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,2928,"1,0,0,2,3,0,0,0,0",2928.0,,5939,0.0,to_hand,poldrack-single-stim,s572
486.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,486,"1,0,0,2,3,0,0,0,0",486.0,,6427,0.0,to_board,poldrack-single-stim,s572
589.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,589,"1,0,0,2,3,0,0,0,0",589.0,,7018,0.0,to_hand,poldrack-single-stim,s572
474.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,474,"1,0,0,2,3,0,0,0,0",474.0,,7493,0.0,to_board,poldrack-single-stim,s572
603.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,603,"1,0,0,2,3,0,0,0,0",603.0,,8097,0.0,to_hand,poldrack-single-stim,s572
337.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,337,"1,0,0,2,3,0,0,0,0",337.0,,8436,0.0,to_board,poldrack-single-stim,s572
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,0.0,8433.0,-1,,1000.0,,10940,0.0,feedback,poldrack-single-stim,s572
3439.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,3439,"1,2,0,3,0,0,0,0,0",3439.0,,14382,0.0,to_hand,poldrack-single-stim,s572
324.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,324,"1,2,0,3,0,0,0,0,0",324.0,,14707,0.0,to_board,poldrack-single-stim,s572
457.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,457,"1,2,0,3,0,0,0,0,0",457.0,,15166,0.0,to_hand,poldrack-single-stim,s572
367.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,367,"1,2,0,3,0,0,0,0,0",367.0,,15535,0.0,to_board,poldrack-single-stim,s572
1453.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,1453,"1,2,0,3,0,0,0,0,0",1453.0,,16989,0.0,to_hand,poldrack-single-stim,s572
295.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,295,"1,2,0,3,0,0,0,0,0",295.0,,17285,0.0,to_board,poldrack-single-stim,s572
2100.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,1.0,8448.0,-1,,1000.0,,19389,0.0,feedback,poldrack-single-stim,s572
4024.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,4024,"0,0,0,1,2,0,3,0,0",4024.0,,23415,0.0,to_hand,poldrack-single-stim,s572
355.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,355,"0,0,0,1,2,0,3,0,0",355.0,,23770,0.0,to_board,poldrack-single-stim,s572
454.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,454,"0,0,0,1,2,0,3,0,0",454.0,,24226,0.0,to_hand,poldrack-single-stim,s572
282.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,282,"0,0,0,1,2,0,3,0,0",282.0,,24510,0.0,to_board,poldrack-single-stim,s572
345.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,345,"0,0,0,1,2,0,3,0,0",345.0,,24857,0.0,to_hand,poldrack-single-stim,s572
351.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,351,"0,0,0,1,2,0,3,0,0",351.0,,25209,0.0,to_board,poldrack-single-stim,s572
2200.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,2.0,8027.0,-1,,1000.0,,27416,0.0,feedback,poldrack-single-stim,s572
3356.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,3356,"0,0,0,1,2,0,3,0,0",3356.0,,30774,0.0,to_hand,poldrack-single-stim,s572
321.0,UA_without_intermeidate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",3.0,,321,"0,0,0,1,2,0,3,0,0",321.0,,31095,0.0,to_board,poldrack-single-stim,s572
1072.0,UA_without_intermeidate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",3.0,,1072,"0,0,0,1,2,0,3,0,0",1072.0,,32170,0.0,to_hand,poldrack-single-stim,s572
268.0,UA_without_intermeidate,,"2,3,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",3.0,,268,"0,0,0,1,2,0,3,0,0",268.0,,32439,0.0,to_board,poldrack-single-stim,s572
316.0,UA_without_intermeidate,,"2,3,0,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",3.0,,316,"0,0,0,1,2,0,3,0,0",316.0,,32757,0.0,to_hand,poldrack-single-stim,s572
256.0,UA_without_intermeidate,,"2,3,1,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",3.0,,256,"0,0,0,1,2,0,3,0,0",256.0,,33014,0.0,to_board,poldrack-single-stim,s572
2000.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,3.0,7605.0,-1,,1000.0,,35021,0.0,feedback,poldrack-single-stim,s572
2988.0,PA_without_intermediate,,"1,2,0,0,0,0,0,0,0",test,ward_and_allport,"0,0,0,3,2,0,1,0,0",89,3.0,1.0,89,0.0,,2988,"1,2,3,0,0,0,0,0,0",2988.0,,40015,0.0,to_hand,poldrack-single-stim,s572
278.0,PA_without_intermediate,,"1,2,0,3,0,0,0,0,0",test,ward_and_allport,"0,0,0,3,2,0,1,0,0",71,3.0,1.0,"89,71,82",0.0,,278,"1,2,3,0,0,0,0,0,0",278.0,,40294,0.0,to_board,poldrack-single-stim,s572
999.0,PA_without_intermediate,,"1,0,0,3,0,0,0,0,0",test,ward_and_allport,"0,0,0,3,2,0,1,0,0",89,3.0,2.0,"89,71",0.0,,999,"1,2,3,0,0,0,0,0,0",999.0,,41294,0.0,to_hand,poldrack-single-stim,s572
694.0,PA_without_intermediate,,"1,0,0,3,2,0,0,0,0",test,ward_and_allport,"0,0,0,3,2,0,1,0,0",71,3.0,2.0,"89,71,82",0.0,,694,"1,2,3,0,0,0,0,0,0",694.0,,41990,0.0,to_board,poldrack-single-stim,s572
437.0,PA_without_intermediate,,"0,0,0,3,2,0,0,0,0",test,ward_and_allport,"0,0,0,3,2,0,1,0,0",89,3.0,3.0,"89,71",0.0,,437,"1,2,3,0,0,0,0,0,0",437.0,,42428,0.0,to_hand,poldrack-single-stim,s572
