"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2287","13","text","0","2289","0.0-0.0","s558","","","","","","","","","","","","","","","",""
"1211","89","poldrack-text","1","4504","0.0-1.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1211","500","fmri_response_test","","","","","","","","","","","",""
"768","71","poldrack-text","2","5774","0.0-2.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","768","500","fmri_response_test","","","","","","","","","","","",""
"951","82","poldrack-text","3","7227","0.0-3.0","s558","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","951","500","fmri_response_test","","","","","","","","","","","",""
"6217","32","poldrack-single-stim","4","13947","0.0-4.0","s558","","6217","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","6217","","","","","","","","",""
"1001","89","poldrack-categorize","5","16452","0.0-5.0-0.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","1","practice",""
"-1","-1","poldrack-single-stim","6","16706","0.0-5.0-1.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"626","89","poldrack-categorize","7","18709","0.0-5.0-2.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","2","practice",""
"-1","-1","poldrack-single-stim","8","18961","0.0-5.0-3.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"905","82","poldrack-categorize","9","20964","0.0-5.0-4.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","3","practice",""
"-1","-1","poldrack-single-stim","10","21216","0.0-5.0-5.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"479","71","poldrack-categorize","11","23220","0.0-5.0-6.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","4","practice",""
"-1","-1","poldrack-single-stim","12","23472","0.0-5.0-7.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"537","82","poldrack-categorize","13","25476","0.0-5.0-8.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","5","practice",""
"-1","-1","poldrack-single-stim","14","25728","0.0-5.0-9.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"631","71","poldrack-categorize","15","27731","0.0-5.0-10.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","27983","0.0-5.0-11.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"672","71","poldrack-categorize","17","29986","0.0-5.0-12.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","7","practice",""
"-1","-1","poldrack-single-stim","18","30238","0.0-5.0-13.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"584","89","poldrack-categorize","19","32242","0.0-5.0-14.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","32494","0.0-5.0-15.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"748","82","poldrack-categorize","21","34498","0.0-5.0-16.0-0.0","s558","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","9","practice",""
"-1","-1","poldrack-single-stim","22","34750","0.0-5.0-17.0","s558","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"24251","32","poldrack-text","23","59002","0.0-6.0","s558","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24251","0","fmri_scanner_wait","","","","","","","","","","","",""
"2527","84","poldrack-text","24","61530","0.0-7.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2527","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","25","62210","0.0-8.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","26","62890","0.0-9.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","27","63570","0.0-10.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","28","64250","0.0-11.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","29","64930","0.0-12.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","30","65610","0.0-13.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","31","66290","0.0-14.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","32","66971","0.0-15.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","33","67650","0.0-16.0","s558","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
