"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration"
"","-1","-1","2522","0","stim","stop-signal","84","242801","0.0-27.0-6.0","stop_signal","240940,241621,242300","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","false","89","","test","47","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","620","89","2522","0","stim","stop-signal","85","245330","0.0-27.0-7.0","stop_signal","242982,243661,244341,245021","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","48","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500"
"","755","89","2522","0","stim","stop-signal","86","247858","0.0-27.0-8.0","stop_signal","245701,246381,247061,247741","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","49","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500"
"","-1","-1","2386","0","stim","stop-signal","87","250250","0.0-27.0-9.0","stop_signal","248420,249100,249780","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","false","89","","test","50","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","575","71","2522","0","stim","stop-signal","88","252778","0.0-27.0-10.0","stop_signal","250459,251140,251820,252500","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","51","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500"
"","-1","-1","2522","0","stim","stop-signal","89","255305","0.0-27.0-11.0","stop_signal","253181,253860,254540,255220","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","52","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","501","89","2386","0","stim","stop-signal","90","257698","0.0-27.0-12.0","stop_signal","255900,256580,257260","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","53","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","502","71","2250","0","stim","stop-signal","91","259954","0.0-27.0-13.0","stop_signal","257940,258620,259300","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","54","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","576","71","2522","0","stim","stop-signal","92","262481","0.0-27.0-14.0","stop_signal","259980,260660,261340,262020","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","55","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","428","71","2794","0","stim","stop-signal","93","265281","0.0-27.0-15.0","stop_signal","262700,263382,264060,264741","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","56","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","-1","-1","2522","0","stim","stop-signal","94","267810","0.0-27.0-16.0","stop_signal","265421,266101,266781,267461","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","57","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","355","89","2386","0","stim","stop-signal","95","270201","0.0-27.0-17.0","stop_signal","268141,268821,269501,270181","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","58","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500"
"","430","89","2250","0","stim","stop-signal","96","272457","0.0-27.0-18.0","stop_signal","270861,271541,272221","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","59","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","691","89","2250","0","stim","stop-signal","97","274713","0.0-27.0-19.0","stop_signal","272901,273582,274261","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","60","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","535","71","2250","0","stim","stop-signal","98","276969","0.0-27.0-20.0","stop_signal","274940,275620,276300","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","61","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","-1","-1","2250","0","stim","stop-signal","99","279225","0.0-27.0-21.0","stop_signal","276981,277660,278340,279020","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","62","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","stop","500"
"","487","71","2522","0","stim","stop-signal","100","281750","0.0-27.0-22.0","stop_signal","279699,280380,281060,281740","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","63","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","510","89","2250","0","stim","stop-signal","101","284006","0.0-27.0-23.0","stop_signal","282420,283100,283781","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","64","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","-1","-1","2250","0","stim","stop-signal","102","286263","0.0-27.0-24.0","stop_signal","284460,285140,285820","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","","test","65","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","552","89","2250","0","stim","stop-signal","103","288518","0.0-27.0-25.0","stop_signal","286501,287180,287860","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","66","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","619","89","2250","0","stim","stop-signal","104","290774","0.0-27.0-26.0","stop_signal","288540,289220,289901,290581","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","67","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","863","71","2386","0","stim","stop-signal","105","293166","0.0-27.0-27.0","stop_signal","291261,291941,292621","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","68","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","405","71","2250","0","stim","stop-signal","106","295419","0.0-27.0-28.0","stop_signal","293301,293982,294661,295341","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","69","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","394","71","2250","0","stim","stop-signal","107","297675","0.0-27.0-29.0","stop_signal","296021,296701,297380","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","70","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","548","71","2250","0","stim","stop-signal","108","299931","0.0-27.0-30.0","stop_signal","298060,298740,299420","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","71","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","544","89","2250","0","stim","stop-signal","109","302187","0.0-27.0-31.0","stop_signal","300101,300781,301461,302141","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","72","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","553","71","2522","0","stim","stop-signal","110","304715","0.0-27.0-32.0","stop_signal","302820,303499,304181","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","73","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","stop","500"
"","418","89","2386","0","stim","stop-signal","111","307108","0.0-27.0-33.0","stop_signal","304860,305540,306220,306900","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","74","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","397","89","2522","0","stim","stop-signal","112","309633","0.0-27.0-34.0","stop_signal","307580,308260,308940,309620","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","75","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","482","71","2250","0","stim","stop-signal","113","311889","0.0-27.0-35.0","stop_signal","310300,310980,311660","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","76","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","stop","500"
"","492","89","2386","0","stim","stop-signal","114","314281","0.0-27.0-36.0","stop_signal","312341,313020,313700","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","77","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","-1","-1","2386","0","stim","stop-signal","115","316672","0.0-27.0-37.0","stop_signal","314382,315061,315741,316421","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","78","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","432","89","2250","0","stim","stop-signal","116","318928","0.0-27.0-38.0","stop_signal","317101,317780,318461","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","79","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","462","89","2386","0","stim","stop-signal","117","321320","0.0-27.0-39.0","stop_signal","319141,319821,320501,321181","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","80","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","511","89","2386","0","stim","stop-signal","118","323712","0.0-27.0-40.0","stop_signal","321861,322541,323221","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","81","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","go","500"
"","-1","-1","2386","0","stim","stop-signal","119","326104","0.0-27.0-41.0","stop_signal","323900,324582,325261,325941","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","82","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","0","stop","500"
"","-1","-1","7500","1000","rest_block","poldrack-single-stim","120","333610","0.0-28.0","stop_signal","326621,327301,327980,328660,329339,330020,330700,331380,332060,332740,333420","","<div class = centerbox><div class = center-text>Take a break!<br>Next run will start in a moment</div></div>","none","7500","","","","","","","","",""
"","-1","-1","1500","500","test_start_block","poldrack-single-stim","121","336121","0.0-29.0","stop_signal","334100,334782,335460","","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","","","",""
"","547","71","2658","0","stim","stop-signal","122","339291","0.0-30.0-0.0","stop_signal","336140,336820,337500,338180,338860","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","83","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","go","500"
"","596","89","2522","0","stim","stop-signal","123","341818","0.0-30.0-1.0","stop_signal","339541,340221,340901,341581","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","84","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","go","500"
"","-1","-1","2250","0","stim","stop-signal","124","344074","0.0-30.0-2.0","stop_signal","342261,342942,343621","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","85","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","stop","500"
"","708","89","2930","0","stim","stop-signal","125","347010","0.0-30.0-3.0","stop_signal","344301,344982,345661,346341","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","86","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","539","89","2250","0","stim","stop-signal","126","349266","0.0-30.0-4.0","stop_signal","347021,347700,348381,349061","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","87","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","go","500"
"","495","71","2522","0","stim","stop-signal","127","351792","0.0-30.0-5.0","stop_signal","349741,350421,351101,351781","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","88","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","go","500"
"","-1","-1","2250","0","stim","stop-signal","128","354048","0.0-30.0-6.0","stop_signal","352461,353141,353821","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","","test","89","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","50","stop","500"
"","436","71","2250","0","stim","stop-signal","129","356303","0.0-30.0-7.0","stop_signal","354501,355181,355860","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","90","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","599","89","2250","0","stim","stop-signal","130","358560","0.0-30.0-8.0","stop_signal","356540,357220,357900","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","91","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","503","71","2250","0","stim","stop-signal","131","360815","0.0-30.0-9.0","stop_signal","358583,359260,359940,360620","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","92","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","549","89","2522","0","stim","stop-signal","132","363341","0.0-30.0-10.0","stop_signal","361301,361981,362661","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","93","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","-1","-1","3066","0","stim","stop-signal","133","366412","0.0-30.0-11.0","stop_signal","363342,364021,364700,365382,366061","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","","test","94","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","-1","-1","2250","0","stim","stop-signal","134","368669","0.0-30.0-12.0","stop_signal","366741,367420,368101","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","","test","95","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","454","71","2386","0","stim","stop-signal","135","371061","0.0-30.0-13.0","stop_signal","368781,369461,370141,370820","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","96","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500"
"","455","71","2386","0","stim","stop-signal","136","373452","0.0-30.0-14.0","stop_signal","371501,372180,372861","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","97","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500"
"","395","89","2522","0","stim","stop-signal","137","375980","0.0-30.0-15.0","stop_signal","373541,374221,374901,375582","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","98","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","433","71","2386","0","stim","stop-signal","138","378372","0.0-30.0-16.0","stop_signal","376260,376940,377621,378301","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","99","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","674","71","2386","0","stim","stop-signal","139","380765","0.0-30.0-17.0","stop_signal","378981,379661,380340","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","100","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","477","71","2794","0","stim","stop-signal","140","383565","0.0-30.0-18.0","stop_signal","381021,381700,382380,383060","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","101","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","428","89","2386","0","stim","stop-signal","141","385956","0.0-30.0-19.0","stop_signal","383741,384420,385100,385781","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","102","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","go","500"
"","-1","-1","2250","0","stim","stop-signal","142","388212","0.0-30.0-20.0","stop_signal","386461,387141,387821","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","103","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","431","89","2522","0","stim","stop-signal","143","390740","0.0-30.0-21.0","stop_signal","388501,389181,389860,390540","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","104","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","-1","-1","2386","0","stim","stop-signal","144","393133","0.0-30.0-22.0","stop_signal","391221,391901,392581","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","105","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","498","89","2386","0","stim","stop-signal","145","395524","0.0-30.0-23.0","stop_signal","393261,393941,394621,395301","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","106","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","-1","-1","2250","0","stim","stop-signal","146","397780","0.0-30.0-24.0","stop_signal","395982,396661,397341","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","89","","test","107","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","492","71","2386","0","stim","stop-signal","147","400173","0.0-30.0-25.0","stop_signal","398021,398701,399381,400061","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","108","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500"
"","530","71","2250","0","stim","stop-signal","148","402429","0.0-30.0-26.0","stop_signal","400741,401420,402101","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","109","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500"
"","516","71","2250","0","stim","stop-signal","149","404685","0.0-30.0-27.0","stop_signal","402781,403461,404141","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","110","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500"
"","608","89","2250","0","stim","stop-signal","150","406941","0.0-30.0-28.0","stop_signal","404821,405501,406182,406861","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","111","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","442","89","2386","0","stim","stop-signal","151","409332","0.0-30.0-29.0","stop_signal","407540,408220,408900","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","112","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
"","-1","-1","2250","0","stim","stop-signal","152","411588","0.0-30.0-30.0","stop_signal","409580,410261,410941","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","113","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","429","71","2250","0","stim","stop-signal","153","413844","0.0-30.0-31.0","stop_signal","411621,412301,412981,413661","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","114","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500"
"","480","71","2386","0","stim","stop-signal","154","416237","0.0-30.0-32.0","stop_signal","414341,415021,415701","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","115","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","stop","500"
"","-1","-1","2386","0","stim","stop-signal","155","418628","0.0-30.0-33.0","stop_signal","416383,417061,417741,418420","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","","test","116","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","100","stop","500"
"","513","71","2250","0","stim","stop-signal","156","420883","0.0-30.0-34.0","stop_signal","419101,419781,420461","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","117","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","150","go","500"
