"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"2611","13","text","0","2615","0.0-0.0","s620","","","","","","","","","","","","","","","","","",""
"2050","89","poldrack-text","1","5668","0.0-1.0","s620","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2050","500","fmri_response_test","","","","","","","","","","","","","",""
"966","71","poldrack-text","2","7139","0.0-2.0","s620","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","966","500","fmri_response_test","","","","","","","","","","","","","",""
"7789","","survey-text","3","15438","0.0-3.0","s620","","","","task_setup","{""Q0"":""300""}","","","","","","","","","","","","",""
"42395","32","poldrack-single-stim","4","58863","0.0-4.0","s620","","42395","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","42395","","","","","","","","","",""
"820","89","poldrack-categorize","5","61219","0.0-5.0-0.0-0.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","0","","","","",""
"548","71","poldrack-categorize","6","63826","0.0-5.0-0.0-1.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"591","71","poldrack-categorize","7","66434","0.0-5.0-0.0-2.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"559","71","poldrack-categorize","8","69038","0.0-5.0-0.0-3.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"506","71","poldrack-categorize","9","71646","0.0-5.0-0.0-4.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"464","89","poldrack-categorize","10","74258","0.0-5.0-0.0-5.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","500","practice","5","","","","",""
"785","89","poldrack-categorize","11","76862","0.0-5.0-0.0-6.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"636","89","poldrack-categorize","12","79470","0.0-5.0-0.0-7.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"565","89","poldrack-categorize","13","82078","0.0-5.0-0.0-8.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","8","","","","",""
"525","71","poldrack-categorize","14","84681","0.0-5.0-0.0-9.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","9","","","","",""
"614","89","poldrack-categorize","15","87283","0.0-5.0-0.0-10.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"594","89","poldrack-categorize","16","89886","0.0-5.0-0.0-11.0","s620","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","11","","","","",""
"22492","32","poldrack-text","17","112631","0.0-6.0","s620","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22492","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"3434","84","poldrack-text","18","116065","0.0-7.0","s620","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","3434","0","fmri_trigger_wait","","","","","","","","","","","","","",""
