rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
2002,13,text,0,2015,0.0-0.0,s597,,,,,,,,,,,,,,,
7772,66,poldrack-text,1,10797,0.0-1.0,s597,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,7772.0,500.0,fmri_response_test,,,,,,,,,,,
1016,89,poldrack-text,2,12317,0.0-2.0,s597,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1016.0,500.0,fmri_response_test,,,,,,,,,,,
589,71,poldrack-text,3,13411,0.0-3.0,s597,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,589.0,500.0,fmri_response_test,,,,,,,,,,,
906,82,poldrack-text,4,14818,0.0-4.0,s597,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,906.0,500.0,fmri_response_test,,,,,,,,,,,
566,77,poldrack-text,5,15889,0.0-5.0,s597,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,566.0,500.0,fmri_response_test,,,,,,,,,,,
11837,32,poldrack-single-stim,6,28237,0.0-6.0,s597,,11837.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,11837.0,,,,,,,,
22568,32,poldrack-text,7,50806,0.0-7.0,s597,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,22568.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1281,84,poldrack-text,8,52087,0.0-8.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1281.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,9,52769,0.0-9.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
677,84,poldrack-text,10,53447,0.0-10.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,677.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,11,54129,0.0-11.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
676,84,poldrack-text,12,54807,0.0-12.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,676.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,13,55487,0.0-13.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,14,56167,0.0-14.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,15,56846,0.0-15.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,16,57526,0.0-16.0,s597,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
