"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_responses","item_coding","item_text","options","response","coded_response","exp_id"
"2098","13","text","0","2100","0.0-0.0","s642","","","","","","","","","","","","","","",""
"1809","66","poldrack-text","1","4916","0.0-1.0","s642","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>","1809","500","fmri_response_test","","","","","","","","","","",""
"657","89","poldrack-text","2","6079","0.0-2.0","s642","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","657","500","fmri_response_test","","","","","","","","","","",""
"983","71","poldrack-text","3","7568","0.0-3.0","s642","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","983","500","fmri_response_test","","","","","","","","","","",""
"947","82","poldrack-text","4","9020","0.0-4.0","s642","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","947","500","fmri_response_test","","","","","","","","","","",""
"974","77","poldrack-text","5","10498","0.0-5.0","s642","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","974","500","fmri_response_test","","","","","","","","","","",""
"13738","32","poldrack-single-stim","6","24740","0.0-6.0","s642","","13738","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","13738","","","","","","","",""
"26007","32","poldrack-text","7","50747","0.0-7.0","s642","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","26007","0","fmri_scanner_wait","","","","","","","","","","",""
"1055","84","poldrack-text","8","51803","0.0-8.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1055","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","9","52483","0.0-9.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","10","53162","0.0-10.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"681","84","poldrack-text","11","53843","0.0-11.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","12","54523","0.0-12.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","13","55203","0.0-13.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","14","55883","0.0-14.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"678","84","poldrack-text","15","56562","0.0-15.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","",""
"681","84","poldrack-text","16","57243","0.0-16.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","17","57923","0.0-17.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","18","58603","0.0-18.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"678","84","poldrack-text","19","59282","0.0-19.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","20","59963","0.0-20.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","21","60643","0.0-21.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","22","61323","0.0-22.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","23","62004","0.0-23.0","s642","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","24","63009","0.0-24.0","s642","","1000","0","fmri_buffer","","none","1000","","","","","","","",""
"4588","82","poldrack-single-stim","25","72152","0.0-25.0-0.0","s642","","9136","0","","<div class = centerbox><p class=item-text>I refuse things that are bad for me.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77","8500","brief","66,89,71,82,77","forward","I refuse things that are bad for me.","<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","4","4",""
"3970","66","poldrack-single-stim","26","81771","0.0-25.0-1.0","s642","","9612","0","","<div class = centerbox><p class=item-text>I have a hard time breaking bad habits.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77","8500","brief","66,89,71,82,77","reverse","I have a hard time breaking bad habits.","<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","1","5",""
