rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
2519,13,text,0,2521,0.0-0.0,s607,,,,,,,,,,,,,,,
1388,66,poldrack-text,1,4914,0.0-1.0,s607,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,1388.0,500.0,fmri_response_test,,,,,,,,,,,
875,89,poldrack-text,2,6293,0.0-2.0,s607,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,875.0,500.0,fmri_response_test,,,,,,,,,,,
514,71,poldrack-text,3,7309,0.0-3.0,s607,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,514.0,500.0,fmri_response_test,,,,,,,,,,,
536,82,poldrack-text,4,8349,0.0-4.0,s607,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,536.0,500.0,fmri_response_test,,,,,,,,,,,
593,77,poldrack-text,5,9446,0.0-5.0,s607,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,593.0,500.0,fmri_response_test,,,,,,,,,,,
23740,32,poldrack-single-stim,6,33693,0.0-6.0,s607,,23740.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,23740.0,,,,,,,,
24033,32,poldrack-text,7,57727,0.0-7.0,s607,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,24033.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1708,84,poldrack-text,8,59436,0.0-8.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1708.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,9,60116,0.0-9.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,10,60796,0.0-10.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,11,61476,0.0-11.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,12,62156,0.0-12.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,13,62836,0.0-13.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,14,63516,0.0-14.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,15,64196,0.0-15.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,16,64876,0.0-16.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,17,65556,0.0-17.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,18,66236,0.0-18.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,19,66916,0.0-19.0,s607,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
