"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1530","13","text","0","1533","0.0-0.0","s648","","","","","","","","","","","","","","","","","",""
"1707","89","poldrack-text","1","4242","0.0-1.0","s648","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1707","500","fmri_response_test","","","","","","","","","","","","","",""
"754","71","poldrack-text","2","5497","0.0-2.0","s648","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","754","500","fmri_response_test","","","","","","","","","","","","","",""
"7421","","survey-text","3","13425","0.0-3.0","s648","","","","task_setup","{""Q0"":""300""}","","","","","","","","","","","","",""
"29102","32","poldrack-single-stim","4","43553","0.0-4.0","s648","","29102","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","29102","","","","","","","","","",""
"837","71","poldrack-categorize","5","45907","0.0-5.0-0.0-0.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"521","71","poldrack-categorize","6","48514","0.0-5.0-0.0-1.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"554","89","poldrack-categorize","7","51120","0.0-5.0-0.0-2.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"565","89","poldrack-categorize","8","53726","0.0-5.0-0.0-3.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"620","89","poldrack-categorize","9","56331","0.0-5.0-0.0-4.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"593","71","poldrack-categorize","10","58936","0.0-5.0-0.0-5.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"781","71","poldrack-categorize","11","61541","0.0-5.0-0.0-6.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","6","","","","",""
"661","89","poldrack-categorize","12","64147","0.0-5.0-0.0-7.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"655","71","poldrack-categorize","13","66753","0.0-5.0-0.0-8.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"543","89","poldrack-categorize","14","69359","0.0-5.0-0.0-9.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"511","71","poldrack-categorize","15","71964","0.0-5.0-0.0-10.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","10","","","","",""
"479","89","poldrack-categorize","16","74568","0.0-5.0-0.0-11.0","s648","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","11","","","","",""
"213274","32","poldrack-text","17","288095","0.0-6.0","s648","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","213274","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2084","84","poldrack-text","18","290180","0.0-7.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2084","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","290860","0.0-8.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","291540","0.0-9.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","21","292220","0.0-10.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","22","292900","0.0-11.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","23","293580","0.0-12.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","24","294260","0.0-13.0","s648","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
