"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"18663","13","text","0","18666","0.0-0.0","s604","","","","","","","","","","","","","","","","","",""
"2119","89","poldrack-text","1","21792","0.0-1.0","s604","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2119","500","fmri_response_test","","","","","","","","","","","","","",""
"859","71","poldrack-text","2","23155","0.0-2.0","s604","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","859","500","fmri_response_test","","","","","","","","","","","","","",""
"1808","82","poldrack-text","3","25468","0.0-3.0","s604","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1808","500","fmri_response_test","","","","","","","","","","","","","",""
"10579","32","poldrack-single-stim","4","36550","0.0-4.0","s604","","10579","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","10579","","","","","","","","","","",""
"47440","32","poldrack-text","5","83990","0.0-5.0","s604","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","47440","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"3086","84","poldrack-text","6","87076","0.0-6.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","3086","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","87756","0.0-7.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","88436","0.0-8.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","89116","0.0-9.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","89796","0.0-10.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","90476","0.0-11.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","91156","0.0-12.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","91836","0.0-13.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","92516","0.0-14.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","93196","0.0-15.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","93876","0.0-16.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","94557","0.0-17.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","95236","0.0-18.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","95916","0.0-19.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","96596","0.0-20.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","97276","0.0-21.0","s604","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","98282","0.0-22.0","s604","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
